"YEAR","REGION","COUNTY NAME","GRADE","ENROLLMENT"
"2019-2020",18,"TERRELL COUNTY","Grade 7",9
"2019-2020",18,"TERRELL COUNTY","Grade 8",7
"2019-2020",18,"TERRELL COUNTY","Grade 9",14
"2019-2020",18,"TERRELL COUNTY","Grade 10",6
"2019-2020",18,"TERRELL COUNTY","Grade 11",7
"2019-2020",18,"TERRELL COUNTY","Grade 12",7
"2019-2020",17,"TERRY COUNTY","Early Education",10
"2019-2020",17,"TERRY COUNTY","Pre-kindergarten",196
"2019-2020",17,"TERRY COUNTY","Kindergarten",176
"2019-2020",17,"TERRY COUNTY","Grade 1",149
"2019-2020",17,"TERRY COUNTY","Grade 2",160
"2019-2020",17,"TERRY COUNTY","Grade 3",149
"2019-2020",17,"TERRY COUNTY","Grade 4",151
"2019-2020",17,"TERRY COUNTY","Grade 5",177
"2019-2020",17,"TERRY COUNTY","Grade 6",159
"2019-2020",17,"TERRY COUNTY","Grade 7",181
"2019-2020",17,"TERRY COUNTY","Grade 8",166
"2019-2020",17,"TERRY COUNTY","Grade 9",164
"2019-2020",17,"TERRY COUNTY","Grade 10",147
"2019-2020",17,"TERRY COUNTY","Grade 11",154
"2019-2020",17,"TERRY COUNTY","Grade 12",142
"2019-2020",09,"THROCKMORTON COUNTY","Early Education",1
"2019-2020",09,"THROCKMORTON COUNTY","Pre-kindergarten",23
"2019-2020",09,"THROCKMORTON COUNTY","Kindergarten",21
"2019-2020",09,"THROCKMORTON COUNTY","Grade 1",17
"2019-2020",09,"THROCKMORTON COUNTY","Grade 2",17
"2019-2020",09,"THROCKMORTON COUNTY","Grade 3",17
"2019-2020",09,"THROCKMORTON COUNTY","Grade 4",20
"2019-2020",09,"THROCKMORTON COUNTY","Grade 5",23
"2019-2020",09,"THROCKMORTON COUNTY","Grade 6",23
"2019-2020",09,"THROCKMORTON COUNTY","Grade 7",30
"2019-2020",09,"THROCKMORTON COUNTY","Grade 8",27
"2019-2020",09,"THROCKMORTON COUNTY","Grade 9",29
"2019-2020",09,"THROCKMORTON COUNTY","Grade 10",22
"2019-2020",09,"THROCKMORTON COUNTY","Grade 11",20
"2019-2020",09,"THROCKMORTON COUNTY","Grade 12",26
"2019-2020",08,"TITUS COUNTY","Early Education",92
"2019-2020",08,"TITUS COUNTY","Pre-kindergarten",432
"2019-2020",08,"TITUS COUNTY","Kindergarten",512
"2019-2020",08,"TITUS COUNTY","Grade 1",508
"2019-2020",08,"TITUS COUNTY","Grade 2",466
"2019-2020",08,"TITUS COUNTY","Grade 3",463
"2019-2020",08,"TITUS COUNTY","Grade 4",492
"2019-2020",08,"TITUS COUNTY","Grade 5",550
"2019-2020",08,"TITUS COUNTY","Grade 6",548
"2019-2020",08,"TITUS COUNTY","Grade 7",542
"2019-2020",08,"TITUS COUNTY","Grade 8",507
"2019-2020",08,"TITUS COUNTY","Grade 9",562
"2019-2020",08,"TITUS COUNTY","Grade 10",501
"2019-2020",08,"TITUS COUNTY","Grade 11",434
"2019-2020",08,"TITUS COUNTY","Grade 12",425
"2019-2020",15,"TOM GREEN COUNTY","Early Education",148
"2019-2020",15,"TOM GREEN COUNTY","Pre-kindergarten",376
"2019-2020",15,"TOM GREEN COUNTY","Kindergarten",1657
"2019-2020",15,"TOM GREEN COUNTY","Grade 1",1685
"2019-2020",15,"TOM GREEN COUNTY","Grade 2",1627
"2019-2020",15,"TOM GREEN COUNTY","Grade 3",1593
"2019-2020",15,"TOM GREEN COUNTY","Grade 4",1689
"2019-2020",15,"TOM GREEN COUNTY","Grade 5",1738
"2019-2020",15,"TOM GREEN COUNTY","Grade 6",1716
"2019-2020",15,"TOM GREEN COUNTY","Grade 7",1657
"2019-2020",15,"TOM GREEN COUNTY","Grade 8",1619
"2019-2020",15,"TOM GREEN COUNTY","Grade 9",1710
"2019-2020",15,"TOM GREEN COUNTY","Grade 10",1487
"2019-2020",15,"TOM GREEN COUNTY","Grade 11",1305
"2019-2020",15,"TOM GREEN COUNTY","Grade 12",1067
"2019-2020",13,"TRAVIS COUNTY","Early Education",744
"2019-2020",04,"TRAVIS COUNTY","Pre-kindergarten",2504
"2019-2020",13,"TRAVIS COUNTY","Pre-kindergarten",8984
"2019-2020",04,"TRAVIS COUNTY","Kindergarten",2341
"2019-2020",13,"TRAVIS COUNTY","Kindergarten",11924
"2019-2020",04,"TRAVIS COUNTY","Grade 1",2442
"2019-2020",13,"TRAVIS COUNTY","Grade 1",11898
"2019-2020",04,"TRAVIS COUNTY","Grade 2",2381
"2019-2020",13,"TRAVIS COUNTY","Grade 2",11687
"2019-2020",04,"TRAVIS COUNTY","Grade 3",2193
"2019-2020",13,"TRAVIS COUNTY","Grade 3",11988
"2019-2020",04,"TRAVIS COUNTY","Grade 4",2048
"2019-2020",13,"TRAVIS COUNTY","Grade 4",12049
"2019-2020",04,"TRAVIS COUNTY","Grade 5",2481
"2019-2020",13,"TRAVIS COUNTY","Grade 5",12431
"2019-2020",04,"TRAVIS COUNTY","Grade 6",2587
"2019-2020",13,"TRAVIS COUNTY","Grade 6",12079
"2019-2020",04,"TRAVIS COUNTY","Grade 7",2444
"2019-2020",13,"TRAVIS COUNTY","Grade 7",12087
"2019-2020",04,"TRAVIS COUNTY","Grade 8",2019
"2019-2020",13,"TRAVIS COUNTY","Grade 8",11971
"2019-2020",04,"TRAVIS COUNTY","Grade 9",1676
"2019-2020",13,"TRAVIS COUNTY","Grade 9",12880
"2019-2020",04,"TRAVIS COUNTY","Grade 10",1448
"2019-2020",13,"TRAVIS COUNTY","Grade 10",11665
"2019-2020",04,"TRAVIS COUNTY","Grade 11",1131
"2019-2020",13,"TRAVIS COUNTY","Grade 11",10814
"2019-2020",04,"TRAVIS COUNTY","Grade 12",977
"2019-2020",13,"TRAVIS COUNTY","Grade 12",10237
"2019-2020",06,"TRINITY COUNTY","Early Education",4
"2019-2020",06,"TRINITY COUNTY","Pre-kindergarten",137
"2019-2020",06,"TRINITY COUNTY","Kindergarten",158
"2019-2020",06,"TRINITY COUNTY","Grade 1",140
"2019-2020",06,"TRINITY COUNTY","Grade 2",144
"2019-2020",06,"TRINITY COUNTY","Grade 3",188
"2019-2020",06,"TRINITY COUNTY","Grade 4",188
"2019-2020",06,"TRINITY COUNTY","Grade 5",153
"2019-2020",06,"TRINITY COUNTY","Grade 6",167
"2019-2020",06,"TRINITY COUNTY","Grade 7",177
"2019-2020",06,"TRINITY COUNTY","Grade 8",202
"2019-2020",06,"TRINITY COUNTY","Grade 9",179
"2019-2020",06,"TRINITY COUNTY","Grade 10",174
"2019-2020",06,"TRINITY COUNTY","Grade 11",156
"2019-2020",06,"TRINITY COUNTY","Grade 12",147
"2019-2020",05,"TYLER COUNTY","Early Education",6
"2019-2020",05,"TYLER COUNTY","Pre-kindergarten",169
"2019-2020",05,"TYLER COUNTY","Kindergarten",245
"2019-2020",05,"TYLER COUNTY","Grade 1",310
"2019-2020",05,"TYLER COUNTY","Grade 2",264
"2019-2020",05,"TYLER COUNTY","Grade 3",266
"2019-2020",05,"TYLER COUNTY","Grade 4",287
"2019-2020",05,"TYLER COUNTY","Grade 5",290
"2019-2020",05,"TYLER COUNTY","Grade 6",288
"2019-2020",05,"TYLER COUNTY","Grade 7",308
"2019-2020",05,"TYLER COUNTY","Grade 8",290
"2019-2020",05,"TYLER COUNTY","Grade 9",284
"2019-2020",05,"TYLER COUNTY","Grade 10",279
"2019-2020",05,"TYLER COUNTY","Grade 11",220
"2019-2020",05,"TYLER COUNTY","Grade 12",232
"2019-2020",07,"UPSHUR COUNTY","Early Education",19
"2019-2020",07,"UPSHUR COUNTY","Pre-kindergarten",344
"2019-2020",07,"UPSHUR COUNTY","Kindergarten",555
"2019-2020",07,"UPSHUR COUNTY","Grade 1",540
"2019-2020",07,"UPSHUR COUNTY","Grade 2",557
"2019-2020",07,"UPSHUR COUNTY","Grade 3",563
"2019-2020",07,"UPSHUR COUNTY","Grade 4",561
"2019-2020",07,"UPSHUR COUNTY","Grade 5",549
"2019-2020",07,"UPSHUR COUNTY","Grade 6",571
"2019-2020",07,"UPSHUR COUNTY","Grade 7",619
"2019-2020",07,"UPSHUR COUNTY","Grade 8",582
"2019-2020",07,"UPSHUR COUNTY","Grade 9",570
"2019-2020",07,"UPSHUR COUNTY","Grade 10",535
"2019-2020",07,"UPSHUR COUNTY","Grade 11",556
"2019-2020",07,"UPSHUR COUNTY","Grade 12",496
"2019-2020",18,"UPTON COUNTY","Early Education",2
"2019-2020",18,"UPTON COUNTY","Pre-kindergarten",46
"2019-2020",18,"UPTON COUNTY","Kindergarten",75
"2019-2020",18,"UPTON COUNTY","Grade 1",66
"2019-2020",18,"UPTON COUNTY","Grade 2",62
"2019-2020",18,"UPTON COUNTY","Grade 3",60
"2019-2020",18,"UPTON COUNTY","Grade 4",65
"2019-2020",18,"UPTON COUNTY","Grade 5",68
"2019-2020",18,"UPTON COUNTY","Grade 6",64
"2019-2020",18,"UPTON COUNTY","Grade 7",51
"2019-2020",18,"UPTON COUNTY","Grade 8",55
"2019-2020",18,"UPTON COUNTY","Grade 9",78
"2019-2020",18,"UPTON COUNTY","Grade 10",70
"2019-2020",18,"UPTON COUNTY","Grade 11",56
"2019-2020",18,"UPTON COUNTY","Grade 12",52
"2019-2020",20,"UVALDE COUNTY","Early Education",32
"2019-2020",20,"UVALDE COUNTY","Pre-kindergarten",361
"2019-2020",20,"UVALDE COUNTY","Kindergarten",372
"2019-2020",20,"UVALDE COUNTY","Grade 1",370
"2019-2020",20,"UVALDE COUNTY","Grade 2",350
"2019-2020",20,"UVALDE COUNTY","Grade 3",391
"2019-2020",20,"UVALDE COUNTY","Grade 4",380
"2019-2020",20,"UVALDE COUNTY","Grade 5",429
"2019-2020",20,"UVALDE COUNTY","Grade 6",413
"2019-2020",20,"UVALDE COUNTY","Grade 7",380
"2019-2020",20,"UVALDE COUNTY","Grade 8",392
"2019-2020",20,"UVALDE COUNTY","Grade 9",499
"2019-2020",20,"UVALDE COUNTY","Grade 10",362
"2019-2020",20,"UVALDE COUNTY","Grade 11",322
"2019-2020",20,"UVALDE COUNTY","Grade 12",334
"2019-2020",15,"VAL VERDE COUNTY","Early Education",54
"2019-2020",15,"VAL VERDE COUNTY","Pre-kindergarten",502
"2019-2020",15,"VAL VERDE COUNTY","Kindergarten",687
"2019-2020",15,"VAL VERDE COUNTY","Grade 1",785
"2019-2020",15,"VAL VERDE COUNTY","Grade 2",731
"2019-2020",15,"VAL VERDE COUNTY","Grade 3",746
"2019-2020",15,"VAL VERDE COUNTY","Grade 4",768
"2019-2020",15,"VAL VERDE COUNTY","Grade 5",797
"2019-2020",15,"VAL VERDE COUNTY","Grade 6",804
"2019-2020",15,"VAL VERDE COUNTY","Grade 7",710
"2019-2020",15,"VAL VERDE COUNTY","Grade 8",858
"2019-2020",15,"VAL VERDE COUNTY","Grade 9",777
"2019-2020",15,"VAL VERDE COUNTY","Grade 10",786
"2019-2020",15,"VAL VERDE COUNTY","Grade 11",771
"2019-2020",15,"VAL VERDE COUNTY","Grade 12",760
"2019-2020",07,"VAN ZANDT COUNTY","Early Education",10
"2019-2020",10,"VAN ZANDT COUNTY","Early Education",19
"2019-2020",07,"VAN ZANDT COUNTY","Pre-kindergarten",208
"2019-2020",10,"VAN ZANDT COUNTY","Pre-kindergarten",190
"2019-2020",07,"VAN ZANDT COUNTY","Kindergarten",383
"2019-2020",10,"VAN ZANDT COUNTY","Kindergarten",346
"2019-2020",07,"VAN ZANDT COUNTY","Grade 1",381
"2019-2020",10,"VAN ZANDT COUNTY","Grade 1",364
"2019-2020",07,"VAN ZANDT COUNTY","Grade 2",375
"2019-2020",10,"VAN ZANDT COUNTY","Grade 2",328
"2019-2020",07,"VAN ZANDT COUNTY","Grade 3",369
"2019-2020",10,"VAN ZANDT COUNTY","Grade 3",342
"2019-2020",07,"VAN ZANDT COUNTY","Grade 4",432
"2019-2020",10,"VAN ZANDT COUNTY","Grade 4",308
"2019-2020",07,"VAN ZANDT COUNTY","Grade 5",392
"2019-2020",10,"VAN ZANDT COUNTY","Grade 5",378
"2019-2020",07,"VAN ZANDT COUNTY","Grade 6",440
"2019-2020",10,"VAN ZANDT COUNTY","Grade 6",376
"2019-2020",07,"VAN ZANDT COUNTY","Grade 7",422
"2019-2020",10,"VAN ZANDT COUNTY","Grade 7",388
"2019-2020",07,"VAN ZANDT COUNTY","Grade 8",399
"2019-2020",10,"VAN ZANDT COUNTY","Grade 8",391
"2019-2020",07,"VAN ZANDT COUNTY","Grade 9",445
"2019-2020",10,"VAN ZANDT COUNTY","Grade 9",380
"2019-2020",07,"VAN ZANDT COUNTY","Grade 10",442
"2019-2020",10,"VAN ZANDT COUNTY","Grade 10",331
"2019-2020",07,"VAN ZANDT COUNTY","Grade 11",410
"2019-2020",10,"VAN ZANDT COUNTY","Grade 11",322
"2019-2020",07,"VAN ZANDT COUNTY","Grade 12",390
"2019-2020",10,"VAN ZANDT COUNTY","Grade 12",301
"2019-2020",03,"VICTORIA COUNTY","Early Education",85
"2019-2020",03,"VICTORIA COUNTY","Pre-kindergarten",646
"2019-2020",03,"VICTORIA COUNTY","Kindergarten",1052
"2019-2020",03,"VICTORIA COUNTY","Grade 1",1087
"2019-2020",03,"VICTORIA COUNTY","Grade 2",1072
"2019-2020",03,"VICTORIA COUNTY","Grade 3",1085
"2019-2020",03,"VICTORIA COUNTY","Grade 4",1093
"2019-2020",03,"VICTORIA COUNTY","Grade 5",1187
"2019-2020",03,"VICTORIA COUNTY","Grade 6",1197
"2019-2020",03,"VICTORIA COUNTY","Grade 7",1149
"2019-2020",03,"VICTORIA COUNTY","Grade 8",1077
"2019-2020",03,"VICTORIA COUNTY","Grade 9",1287
"2019-2020",03,"VICTORIA COUNTY","Grade 10",1022
"2019-2020",03,"VICTORIA COUNTY","Grade 11",908
"2019-2020",03,"VICTORIA COUNTY","Grade 12",882
"2019-2020",06,"WALKER COUNTY","Early Education",32
"2019-2020",06,"WALKER COUNTY","Pre-kindergarten",368
"2019-2020",06,"WALKER COUNTY","Kindergarten",585
"2019-2020",06,"WALKER COUNTY","Grade 1",598
"2019-2020",06,"WALKER COUNTY","Grade 2",579
"2019-2020",06,"WALKER COUNTY","Grade 3",591
"2019-2020",06,"WALKER COUNTY","Grade 4",696
"2019-2020",06,"WALKER COUNTY","Grade 5",732
"2019-2020",06,"WALKER COUNTY","Grade 6",840
"2019-2020",06,"WALKER COUNTY","Grade 7",925
"2019-2020",06,"WALKER COUNTY","Grade 8",970
"2019-2020",06,"WALKER COUNTY","Grade 9",1068
"2019-2020",06,"WALKER COUNTY","Grade 10",926
"2019-2020",06,"WALKER COUNTY","Grade 11",906
"2019-2020",06,"WALKER COUNTY","Grade 12",777
"2019-2020",04,"WALLER COUNTY","Early Education",72
"2019-2020",04,"WALLER COUNTY","Pre-kindergarten",580
"2019-2020",04,"WALLER COUNTY","Kindergarten",809
"2019-2020",04,"WALLER COUNTY","Grade 1",822
"2019-2020",04,"WALLER COUNTY","Grade 2",823
"2019-2020",04,"WALLER COUNTY","Grade 3",832
"2019-2020",04,"WALLER COUNTY","Grade 4",885
"2019-2020",04,"WALLER COUNTY","Grade 5",965
"2019-2020",04,"WALLER COUNTY","Grade 6",961
"2019-2020",04,"WALLER COUNTY","Grade 7",991
"2019-2020",04,"WALLER COUNTY","Grade 8",842
"2019-2020",04,"WALLER COUNTY","Grade 9",938
"2019-2020",04,"WALLER COUNTY","Grade 10",803
"2019-2020",04,"WALLER COUNTY","Grade 11",748
"2019-2020",04,"WALLER COUNTY","Grade 12",706
"2019-2020",18,"WARD COUNTY","Early Education",23
"2019-2020",18,"WARD COUNTY","Pre-kindergarten",52
"2019-2020",18,"WARD COUNTY","Kindergarten",208
"2019-2020",18,"WARD COUNTY","Grade 1",228
"2019-2020",18,"WARD COUNTY","Grade 2",185
"2019-2020",18,"WARD COUNTY","Grade 3",201
"2019-2020",18,"WARD COUNTY","Grade 4",202
"2019-2020",18,"WARD COUNTY","Grade 5",200
"2019-2020",18,"WARD COUNTY","Grade 6",210
"2019-2020",18,"WARD COUNTY","Grade 7",192
"2019-2020",18,"WARD COUNTY","Grade 8",165
"2019-2020",18,"WARD COUNTY","Grade 9",215
"2019-2020",18,"WARD COUNTY","Grade 10",198
"2019-2020",18,"WARD COUNTY","Grade 11",147
"2019-2020",18,"WARD COUNTY","Grade 12",157
"2019-2020",06,"WASHINGTON COUNTY","Early Education",28
"2019-2020",06,"WASHINGTON COUNTY","Pre-kindergarten",277
"2019-2020",06,"WASHINGTON COUNTY","Kindergarten",392
"2019-2020",06,"WASHINGTON COUNTY","Grade 1",393
"2019-2020",06,"WASHINGTON COUNTY","Grade 2",412
"2019-2020",06,"WASHINGTON COUNTY","Grade 3",393
"2019-2020",06,"WASHINGTON COUNTY","Grade 4",361
"2019-2020",06,"WASHINGTON COUNTY","Grade 5",393
"2019-2020",06,"WASHINGTON COUNTY","Grade 6",403
"2019-2020",06,"WASHINGTON COUNTY","Grade 7",458
"2019-2020",06,"WASHINGTON COUNTY","Grade 8",427
"2019-2020",06,"WASHINGTON COUNTY","Grade 9",460
"2019-2020",06,"WASHINGTON COUNTY","Grade 10",431
"2019-2020",06,"WASHINGTON COUNTY","Grade 11",400
"2019-2020",06,"WASHINGTON COUNTY","Grade 12",351
"2019-2020",01,"WEBB COUNTY","Early Education",215
"2019-2020",01,"WEBB COUNTY","Pre-kindergarten",3995
"2019-2020",01,"WEBB COUNTY","Kindergarten",4418
"2019-2020",01,"WEBB COUNTY","Grade 1",4864
"2019-2020",01,"WEBB COUNTY","Grade 2",4683
"2019-2020",01,"WEBB COUNTY","Grade 3",4653
"2019-2020",01,"WEBB COUNTY","Grade 4",4664
"2019-2020",01,"WEBB COUNTY","Grade 5",4861
"2019-2020",01,"WEBB COUNTY","Grade 6",4863
"2019-2020",01,"WEBB COUNTY","Grade 7",4909
"2019-2020",01,"WEBB COUNTY","Grade 8",4893
"2019-2020",01,"WEBB COUNTY","Grade 9",5443
"2019-2020",01,"WEBB COUNTY","Grade 10",5101
"2019-2020",01,"WEBB COUNTY","Grade 11",4620
"2019-2020",01,"WEBB COUNTY","Grade 12",5085
"2019-2020",03,"WHARTON COUNTY","Early Education",45
"2019-2020",03,"WHARTON COUNTY","Pre-kindergarten",347
"2019-2020",03,"WHARTON COUNTY","Kindergarten",532
"2019-2020",03,"WHARTON COUNTY","Grade 1",587
"2019-2020",03,"WHARTON COUNTY","Grade 2",547
"2019-2020",03,"WHARTON COUNTY","Grade 3",571
"2019-2020",03,"WHARTON COUNTY","Grade 4",602
"2019-2020",03,"WHARTON COUNTY","Grade 5",579
"2019-2020",03,"WHARTON COUNTY","Grade 6",607
"2019-2020",03,"WHARTON COUNTY","Grade 7",646
"2019-2020",03,"WHARTON COUNTY","Grade 8",620
"2019-2020",03,"WHARTON COUNTY","Grade 9",709
"2019-2020",03,"WHARTON COUNTY","Grade 10",666
"2019-2020",03,"WHARTON COUNTY","Grade 11",587
"2019-2020",03,"WHARTON COUNTY","Grade 12",592
"2019-2020",16,"WHEELER COUNTY","Early Education",7
"2019-2020",16,"WHEELER COUNTY","Pre-kindergarten",68
"2019-2020",16,"WHEELER COUNTY","Kindergarten",72
"2019-2020",16,"WHEELER COUNTY","Grade 1",80
"2019-2020",16,"WHEELER COUNTY","Grade 2",80
"2019-2020",16,"WHEELER COUNTY","Grade 3",80
"2019-2020",16,"WHEELER COUNTY","Grade 4",70
"2019-2020",16,"WHEELER COUNTY","Grade 5",81
"2019-2020",16,"WHEELER COUNTY","Grade 6",79
"2019-2020",16,"WHEELER COUNTY","Grade 7",81
"2019-2020",16,"WHEELER COUNTY","Grade 8",75
"2019-2020",16,"WHEELER COUNTY","Grade 9",92
"2019-2020",16,"WHEELER COUNTY","Grade 10",79
"2019-2020",16,"WHEELER COUNTY","Grade 11",67
"2019-2020",16,"WHEELER COUNTY","Grade 12",78
"2019-2020",09,"WICHITA COUNTY","Early Education",107
"2019-2020",09,"WICHITA COUNTY","Pre-kindergarten",1264
"2019-2020",09,"WICHITA COUNTY","Kindergarten",1576
"2019-2020",09,"WICHITA COUNTY","Grade 1",1527
"2019-2020",09,"WICHITA COUNTY","Grade 2",1562
"2019-2020",09,"WICHITA COUNTY","Grade 3",1522
"2019-2020",09,"WICHITA COUNTY","Grade 4",1509
"2019-2020",09,"WICHITA COUNTY","Grade 5",1551
"2019-2020",09,"WICHITA COUNTY","Grade 6",1556
"2019-2020",09,"WICHITA COUNTY","Grade 7",1541
"2019-2020",09,"WICHITA COUNTY","Grade 8",1481
"2019-2020",09,"WICHITA COUNTY","Grade 9",1461
"2019-2020",09,"WICHITA COUNTY","Grade 10",1376
"2019-2020",09,"WICHITA COUNTY","Grade 11",1370
"2019-2020",09,"WICHITA COUNTY","Grade 12",1372
"2019-2020",09,"WILBARGER COUNTY","Early Education",4
"2019-2020",09,"WILBARGER COUNTY","Pre-kindergarten",57
"2019-2020",09,"WILBARGER COUNTY","Kindergarten",155
"2019-2020",09,"WILBARGER COUNTY","Grade 1",185
"2019-2020",09,"WILBARGER COUNTY","Grade 2",174
"2019-2020",09,"WILBARGER COUNTY","Grade 3",174
"2019-2020",09,"WILBARGER COUNTY","Grade 4",161
"2019-2020",09,"WILBARGER COUNTY","Grade 5",172
"2019-2020",09,"WILBARGER COUNTY","Grade 6",189
"2019-2020",09,"WILBARGER COUNTY","Grade 7",157
"2019-2020",09,"WILBARGER COUNTY","Grade 8",187
"2019-2020",09,"WILBARGER COUNTY","Grade 9",204
"2019-2020",09,"WILBARGER COUNTY","Grade 10",159
"2019-2020",09,"WILBARGER COUNTY","Grade 11",161
"2019-2020",09,"WILBARGER COUNTY","Grade 12",149
"2019-2020",01,"WILLACY COUNTY","Early Education",6
"2019-2020",01,"WILLACY COUNTY","Pre-kindergarten",321
"2019-2020",01,"WILLACY COUNTY","Kindergarten",230
"2019-2020",01,"WILLACY COUNTY","Grade 1",281
"2019-2020",01,"WILLACY COUNTY","Grade 2",260
"2019-2020",01,"WILLACY COUNTY","Grade 3",296
"2019-2020",01,"WILLACY COUNTY","Grade 4",283
"2019-2020",01,"WILLACY COUNTY","Grade 5",284
"2019-2020",01,"WILLACY COUNTY","Grade 6",326
"2019-2020",01,"WILLACY COUNTY","Grade 7",304
"2019-2020",01,"WILLACY COUNTY","Grade 8",311
"2019-2020",01,"WILLACY COUNTY","Grade 9",312
"2019-2020",01,"WILLACY COUNTY","Grade 10",312
"2019-2020",01,"WILLACY COUNTY","Grade 11",313
"2019-2020",01,"WILLACY COUNTY","Grade 12",308
"2019-2020",13,"WILLIAMSON COUNTY","Early Education",944
"2019-2020",13,"WILLIAMSON COUNTY","Pre-kindergarten",2438
"2019-2020",13,"WILLIAMSON COUNTY","Kindergarten",9028
"2019-2020",13,"WILLIAMSON COUNTY","Grade 1",9154
"2019-2020",13,"WILLIAMSON COUNTY","Grade 2",9015
"2019-2020",13,"WILLIAMSON COUNTY","Grade 3",9335
"2019-2020",13,"WILLIAMSON COUNTY","Grade 4",9395
"2019-2020",13,"WILLIAMSON COUNTY","Grade 5",9650
"2019-2020",13,"WILLIAMSON COUNTY","Grade 6",10100
"2019-2020",13,"WILLIAMSON COUNTY","Grade 7",9948
"2019-2020",13,"WILLIAMSON COUNTY","Grade 8",9767
"2019-2020",13,"WILLIAMSON COUNTY","Grade 9",10386
"2019-2020",13,"WILLIAMSON COUNTY","Grade 10",9854
"2019-2020",13,"WILLIAMSON COUNTY","Grade 11",9385
"2019-2020",13,"WILLIAMSON COUNTY","Grade 12",8875
"2019-2020",20,"WILSON COUNTY","Early Education",57
"2019-2020",20,"WILSON COUNTY","Pre-kindergarten",329
"2019-2020",20,"WILSON COUNTY","Kindergarten",655
"2019-2020",20,"WILSON COUNTY","Grade 1",616
"2019-2020",20,"WILSON COUNTY","Grade 2",676
"2019-2020",20,"WILSON COUNTY","Grade 3",604
"2019-2020",20,"WILSON COUNTY","Grade 4",662
"2019-2020",20,"WILSON COUNTY","Grade 5",711
"2019-2020",20,"WILSON COUNTY","Grade 6",683
"2019-2020",20,"WILSON COUNTY","Grade 7",751
"2019-2020",20,"WILSON COUNTY","Grade 8",686
"2019-2020",20,"WILSON COUNTY","Grade 9",711
"2019-2020",20,"WILSON COUNTY","Grade 10",693
"2019-2020",20,"WILSON COUNTY","Grade 11",699
"2019-2020",20,"WILSON COUNTY","Grade 12",665
"2019-2020",18,"WINKLER COUNTY","Early Education",8
"2019-2020",18,"WINKLER COUNTY","Pre-kindergarten",103
"2019-2020",18,"WINKLER COUNTY","Kindergarten",133
"2019-2020",18,"WINKLER COUNTY","Grade 1",143
"2019-2020",18,"WINKLER COUNTY","Grade 2",142
"2019-2020",18,"WINKLER COUNTY","Grade 3",130
"2019-2020",18,"WINKLER COUNTY","Grade 4",133
"2019-2020",18,"WINKLER COUNTY","Grade 5",146
"2019-2020",18,"WINKLER COUNTY","Grade 6",173
"2019-2020",18,"WINKLER COUNTY","Grade 7",154
"2019-2020",18,"WINKLER COUNTY","Grade 8",141
"2019-2020",18,"WINKLER COUNTY","Grade 9",144
"2019-2020",18,"WINKLER COUNTY","Grade 10",125
"2019-2020",18,"WINKLER COUNTY","Grade 11",121
"2019-2020",18,"WINKLER COUNTY","Grade 12",105
"2019-2020",11,"WISE COUNTY","Early Education",36
"2019-2020",11,"WISE COUNTY","Pre-kindergarten",350
"2019-2020",11,"WISE COUNTY","Kindergarten",717
"2019-2020",11,"WISE COUNTY","Grade 1",733
"2019-2020",11,"WISE COUNTY","Grade 2",665
"2019-2020",11,"WISE COUNTY","Grade 3",713
"2019-2020",11,"WISE COUNTY","Grade 4",684
"2019-2020",11,"WISE COUNTY","Grade 5",700
"2019-2020",11,"WISE COUNTY","Grade 6",768
"2019-2020",11,"WISE COUNTY","Grade 7",778
"2019-2020",11,"WISE COUNTY","Grade 8",737
"2019-2020",11,"WISE COUNTY","Grade 9",731
"2019-2020",11,"WISE COUNTY","Grade 10",709
"2019-2020",11,"WISE COUNTY","Grade 11",713
"2019-2020",11,"WISE COUNTY","Grade 12",695
"2019-2020",07,"WOOD COUNTY","Early Education",17
"2019-2020",07,"WOOD COUNTY","Pre-kindergarten",294
"2019-2020",07,"WOOD COUNTY","Kindergarten",450
"2019-2020",07,"WOOD COUNTY","Grade 1",456
"2019-2020",07,"WOOD COUNTY","Grade 2",443
"2019-2020",07,"WOOD COUNTY","Grade 3",419
"2019-2020",07,"WOOD COUNTY","Grade 4",455
"2019-2020",07,"WOOD COUNTY","Grade 5",497
"2019-2020",07,"WOOD COUNTY","Grade 6",470
"2019-2020",07,"WOOD COUNTY","Grade 7",482
"2019-2020",07,"WOOD COUNTY","Grade 8",486
"2019-2020",07,"WOOD COUNTY","Grade 9",483
"2019-2020",07,"WOOD COUNTY","Grade 10",487
"2019-2020",07,"WOOD COUNTY","Grade 11",459
"2019-2020",07,"WOOD COUNTY","Grade 12",398
"2019-2020",17,"YOAKUM COUNTY","Early Education",18
"2019-2020",17,"YOAKUM COUNTY","Pre-kindergarten",64
"2019-2020",17,"YOAKUM COUNTY","Kindergarten",141
"2019-2020",17,"YOAKUM COUNTY","Grade 1",173
"2019-2020",17,"YOAKUM COUNTY","Grade 2",146
"2019-2020",17,"YOAKUM COUNTY","Grade 3",140
"2019-2020",17,"YOAKUM COUNTY","Grade 4",163
"2019-2020",17,"YOAKUM COUNTY","Grade 5",170
"2019-2020",17,"YOAKUM COUNTY","Grade 6",180
"2019-2020",17,"YOAKUM COUNTY","Grade 7",179
"2019-2020",17,"YOAKUM COUNTY","Grade 8",155
"2019-2020",17,"YOAKUM COUNTY","Grade 9",188
"2019-2020",17,"YOAKUM COUNTY","Grade 10",149
