School Year,LEA TYPE,LEA Name,School Name,Total K-12,K,Grade_1,Grade_2,Grade_3,Grade_4,Grade_5,Grade_6,Grade_7,Grade_8,Grade_9,Grade_10,Grade_11,Grade_12,Female,Male,American Indian,AfAm/Black,Asian,Hispanic,Multiple Race,Pacific Islander,White,Economically Disadvantaged,English Learner,Student With a Disability,Homeless,Preschool
2021,District,Beaver District,Beaver Preschool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,48
2021,District,Beaver District,Belknap School,457,59,65,66,54,68,74,71,0,0,0,0,0,0,198,259,2,0,3,73,8,3,368,198,19,67,0,0
2021,District,Beaver District,Milford High,220,0,0,0,0,0,0,0,36,39,29,44,36,36,106,114,3,1,2,38,3,3,170,72,10,18,3,0
2021,District,Beaver District,Milford School,224,33,27,34,29,33,34,34,0,0,0,0,0,0,114,110,3,0,0,52,5,7,157,104,19,42,0,0
2021,District,Beaver District,Minersville School,30,0,0,0,0,0,0,0,18,12,0,0,0,0,15,15,0,0,0,4,0,0,26,11,1,4,2,0
2021,District,Beaver District,Minersville School,100,16,15,14,11,9,18,17,0,0,0,0,0,0,47,53,0,1,0,19,0,0,80,47,0,13,4,0
2021,District,Box Elder District,Bear River High,1102,0,0,0,0,0,0,0,0,0,0,396,378,328,544,558,4,5,4,93,12,5,979,332,13,106,8,0
2021,District,Box Elder District,Bear River Middle,840,0,0,0,0,0,0,0,0,450,390,0,0,0,405,435,3,2,4,81,13,4,733,287,34,89,4,0
2021,District,Box Elder District,Box Elder High,1501,0,0,0,0,0,0,0,0,0,0,516,525,460,735,765,10,6,6,171,36,12,1260,405,37,123,3,0
2021,District,Box Elder District,Box Elder Middle,1127,0,0,0,0,0,0,0,0,541,586,0,0,0,542,585,8,2,1,113,28,4,971,352,27,95,6,0
2021,District,Box Elder District,Century School,466,95,68,71,79,78,75,0,0,0,0,0,0,0,221,245,1,2,1,45,8,0,409,142,13,59,3,3
2021,District,Box Elder District,Discovery School,426,87,58,75,61,79,66,0,0,0,0,0,0,0,199,227,0,5,0,63,7,1,350,195,22,71,1,63
2021,District,Box Elder District,Fielding School,444,85,68,84,61,72,74,0,0,0,0,0,0,0,216,228,2,1,0,26,6,1,408,145,5,39,2,50
2021,District,Box Elder District,Foothill School,491,58,64,85,96,94,94,0,0,0,0,0,0,0,218,273,5,2,4,53,14,1,412,177,11,65,3,4
2021,District,Box Elder District,Garland School,645,87,107,90,136,131,94,0,0,0,0,0,0,0,328,317,0,3,1,72,6,0,563,210,19,76,19,5
2021,District,Box Elder District,Grouse Creek Elementary,3,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,2,0,1,0,0
2021,District,Box Elder District,Harris Intermediate,802,0,0,0,0,0,0,404,398,0,0,0,0,0,376,426,4,3,4,86,12,4,689,290,24,68,4,0
2021,District,Box Elder District,Lake View School,540,83,88,95,85,93,96,0,0,0,0,0,0,0,270,270,8,1,1,125,4,6,395,274,49,60,6,2
2021,District,Box Elder District,Mckinley School,516,104,106,85,72,73,76,0,0,0,0,0,0,0,236,280,3,1,5,103,16,0,388,241,30,72,5,87
2021,District,Box Elder District,Mountain View School,359,47,64,46,28,42,132,0,0,0,0,0,0,0,181,178,3,2,1,44,6,1,302,177,10,57,9,7
2021,District,Box Elder District,North Park School,509,106,91,102,63,74,73,0,0,0,0,0,0,0,241,268,4,3,8,59,12,1,422,216,26,81,3,1
2021,District,Box Elder District,Park Valley Elementary,26,5,3,3,5,4,2,4,0,0,0,0,0,0,14,12,0,0,0,0,0,0,26,10,0,0,0,0
2021,District,Box Elder District,Park Valley Secondary,10,0,0,0,0,0,0,0,0,3,5,2,0,0,6,4,0,0,0,0,0,0,10,3,0,1,0,0
2021,District,Box Elder District,Snowville School,20,4,0,6,4,5,1,0,0,0,0,0,0,0,12,8,0,0,0,0,0,0,20,11,0,5,0,0
2021,District,Box Elder District,Sunrise High School,119,0,0,0,0,0,0,0,0,2,0,10,31,76,43,76,1,1,0,17,4,1,95,62,2,45,1,0
2021,District,Box Elder District,Three Mile Creek School,570,0,0,144,154,138,134,0,0,0,0,0,0,0,277,293,2,1,4,40,9,1,513,123,14,65,0,2
2021,District,Box Elder District,Willard School,245,116,129,0,0,0,0,0,0,0,0,0,0,0,110,135,1,0,0,13,1,0,230,38,6,27,0,57
2021,District,Box Elder District,Young Intermediate,1071,0,0,0,0,0,0,547,524,0,0,0,0,0,535,536,7,2,5,128,12,5,912,384,37,90,4,0
2021,District,Cache District,Birch Creek School,600,75,103,83,75,87,95,82,0,0,0,0,0,0,294,306,7,4,2,53,20,4,510,275,14,102,0,30
2021,District,Cache District,Cache High,145,0,0,0,0,0,0,0,0,0,2,12,31,100,59,86,0,1,0,47,3,1,93,87,5,58,1,0
2021,District,Cache District,Cache Preschool,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,80
2021,District,Cache District,Canyon School,664,93,93,96,106,112,75,89,0,0,0,0,0,0,312,352,12,5,4,118,11,4,510,320,73,73,6,0
2021,District,Cache District,Cedar Ridge School,793,100,99,112,121,103,129,129,0,0,0,0,0,0,401,392,3,2,9,39,15,10,715,153,12,88,1,0
2021,District,Cache District,Green Canyon High School,1584,0,0,0,0,0,0,0,0,0,435,401,397,351,774,810,11,10,18,190,22,4,1329,379,53,136,0,0
2021,District,Cache District,Greenville School,509,74,47,72,86,77,70,83,0,0,0,0,0,0,275,234,5,1,9,59,16,5,414,197,33,59,1,27
2021,District,Cache District,Heritage School,734,96,92,114,105,110,121,96,0,0,0,0,0,0,353,381,5,0,2,92,16,2,617,184,34,102,0,18
2021,District,Cache District,Lewiston School,441,66,76,48,59,67,61,64,0,0,0,0,0,0,229,212,3,0,0,60,8,1,369,201,26,58,5,20
2021,District,Cache District,Lincoln School,458,61,64,74,71,68,61,59,0,0,0,0,0,0,202,256,2,1,5,91,7,0,352,247,64,74,6,24
2021,District,Cache District,Millville School,454,72,49,70,60,62,77,64,0,0,0,0,0,0,204,250,4,2,3,55,11,0,379,189,21,77,3,28
2021,District,Cache District,Mountain Crest High,1484,0,0,0,0,0,0,0,0,0,379,369,387,349,720,764,10,16,6,158,20,10,1264,491,38,186,0,0
2021,District,Cache District,Mountainside School,418,67,50,48,68,64,60,61,0,0,0,0,0,0,197,221,2,0,2,23,10,4,377,120,8,54,0,31
2021,District,Cache District,Nibley School,408,47,59,55,65,66,53,63,0,0,0,0,0,0,196,212,5,0,3,70,11,0,319,153,29,74,5,59
2021,District,Cache District,North Cache Middle School,1137,0,0,0,0,0,0,0,525,612,0,0,0,0,555,582,5,9,5,103,20,5,990,405,39,107,4,0
2021,District,Cache District,North Park School,442,66,65,66,53,64,63,65,0,0,0,0,0,0,227,215,2,8,3,41,17,5,366,116,25,63,11,37
2021,District,Cache District,Providence School,751,86,89,118,109,113,115,121,0,0,0,0,0,0,359,392,4,3,8,42,14,6,674,154,7,76,0,0
2021,District,Cache District,Ridgeline High School,1708,0,0,0,0,0,0,0,0,0,475,449,409,375,887,821,12,7,15,135,29,10,1500,434,36,134,0,0
2021,District,Cache District,River Heights School,525,75,83,71,77,65,73,81,0,0,0,0,0,0,258,267,3,1,4,36,8,2,471,132,15,44,0,18
2021,District,Cache District,Sky View High,1439,0,0,0,0,0,0,0,0,0,376,344,395,324,734,705,7,8,9,113,28,2,1272,478,29,137,0,0
2021,District,Cache District,South Cache Middle School,1022,0,0,0,0,0,0,0,518,504,0,0,0,0,492,530,7,6,8,128,16,7,850,413,58,126,1,0
2021,District,Cache District,Spring Creek Middle School,787,0,0,0,0,0,0,0,408,379,0,0,0,0,417,370,3,6,8,69,19,4,678,220,19,64,0,0
2021,District,Cache District,Summit School,673,100,97,82,99,95,91,109,0,0,0,0,0,0,330,343,11,3,0,84,14,3,558,312,46,83,11,32
2021,District,Cache District,Sunrise School,759,81,111,104,109,116,113,125,0,0,0,0,0,0,396,363,4,2,9,41,24,3,676,177,7,78,0,0
2021,District,Cache District,Wellsville School,502,50,75,74,58,80,73,92,0,0,0,0,0,0,244,258,7,2,1,18,15,0,459,101,4,65,4,0
2021,District,Cache District,White Pine School,396,59,64,59,45,61,59,49,0,0,0,0,0,0,206,190,3,0,1,23,5,1,363,173,11,77,2,26
2021,District,Canyons District,Albion Middle,963,0,0,0,0,0,0,322,319,322,0,0,0,0,484,479,1,10,8,56,42,2,844,99,14,72,16,0
2021,District,Canyons District,Alta High,2323,0,0,0,0,0,0,0,0,0,607,577,575,564,1116,1207,4,29,52,256,103,35,1844,335,46,179,45,3
2021,District,Canyons District,Alta View School,608,109,105,91,106,91,106,0,0,0,0,0,0,0,282,326,1,3,3,120,28,4,449,144,27,70,14,0
2021,District,Canyons District,Altara School,536,88,117,76,76,88,91,0,0,0,0,0,0,0,277,259,1,9,9,79,20,4,414,108,29,59,3,0
2021,District,Canyons District,Bell View School,305,76,45,47,46,44,47,0,0,0,0,0,0,0,165,140,1,3,2,74,19,6,200,145,30,54,18,0
2021,District,Canyons District,Bella Vista School,242,43,41,35,39,34,50,0,0,0,0,0,0,0,114,128,4,3,6,47,20,1,161,67,27,32,8,0
2021,District,Canyons District,Brighton High,2184,0,0,0,0,0,0,0,0,0,572,562,547,503,1037,1147,4,23,27,208,124,16,1782,273,45,154,62,0
2021,District,Canyons District,Brookwood School,447,62,76,65,80,85,79,0,0,0,0,0,0,0,210,237,0,3,5,31,23,0,385,33,6,37,8,0
2021,District,Canyons District,Butler Middle,915,0,0,0,0,0,0,301,316,298,0,0,0,0,413,502,3,9,12,116,76,8,691,180,37,85,33,0
2021,District,Canyons District,Butler School,615,90,114,103,105,92,111,0,0,0,0,0,0,0,298,317,1,6,4,49,42,0,513,75,18,49,5,0
2021,District,Canyons District,Canyon View School,478,81,83,91,75,71,77,0,0,0,0,0,0,0,251,227,2,3,8,43,29,0,393,74,9,30,17,0
2021,District,Canyons District,Canyons Transition Academy,49,0,0,0,0,0,0,0,0,0,0,0,0,49,16,33,0,0,3,4,4,0,38,49,5,49,3,0
2021,District,Canyons District,Copperview School,388,70,68,78,52,61,59,0,0,0,0,0,0,0,186,202,4,14,1,231,17,16,105,388,177,56,47,17
2021,District,Canyons District,Corner Canyon High,2372,0,0,0,0,0,0,0,0,0,593,632,572,575,1151,1221,4,16,57,177,104,10,2004,178,34,145,28,0
2021,District,Canyons District,Crescent School,430,92,56,67,67,68,80,0,0,0,0,0,0,0,194,236,1,13,7,100,18,1,290,121,65,65,14,0
2021,District,Canyons District,Diamond Ridge High School,80,0,0,0,0,0,0,0,0,0,0,3,26,51,44,36,1,2,0,28,3,2,44,39,7,12,12,0
2021,District,Canyons District,Draper Park Middle,1627,0,0,0,0,0,0,500,531,596,0,0,0,0,802,825,0,20,35,145,79,8,1340,188,51,118,16,0
2021,District,Canyons District,Draper School,693,106,111,107,116,118,135,0,0,0,0,0,0,0,338,355,1,2,23,42,48,4,573,82,26,63,17,0
2021,District,Canyons District,East Midvale School,493,88,78,83,84,78,82,0,0,0,0,0,0,0,241,252,1,70,20,159,35,12,196,493,141,64,72,18
2021,District,Canyons District,East Sandy School,407,51,60,77,76,67,76,0,0,0,0,0,0,0,197,210,2,3,8,50,26,2,316,111,33,55,13,0
2021,District,Canyons District,Eastmont Middle,674,0,0,0,0,0,0,227,226,221,0,0,0,0,314,359,3,6,11,73,22,5,554,174,25,102,16,0
2021,District,Canyons District,Edgemont School,324,49,60,51,45,51,68,0,0,0,0,0,0,0,158,166,2,5,12,56,14,6,229,99,27,79,6,0
2021,District,Canyons District,Entrada,30,0,0,0,0,0,0,1,3,1,3,4,10,8,11,19,1,2,1,9,3,0,14,17,2,3,3,0
2021,District,Canyons District,Goldminer's Daughter,11,0,3,0,3,0,4,0,1,0,0,0,0,0,4,7,0,0,0,2,0,0,9,0,0,0,0,0
2021,District,Canyons District,Granite School,384,49,70,59,71,71,64,0,0,0,0,0,0,0,199,185,0,3,4,29,6,0,342,36,8,60,10,0
2021,District,Canyons District,Hillcrest High,2125,0,0,0,0,0,0,0,0,0,546,618,506,455,1051,1074,8,43,169,553,117,29,1206,742,215,200,167,2
2021,District,Canyons District,Indian Hills Middle,1150,0,0,0,0,0,0,358,385,407,0,0,0,0,555,595,1,18,19,96,53,14,949,167,25,124,17,0
2021,District,Canyons District,Jordan High,1953,0,0,0,0,0,0,0,0,0,531,478,481,463,965,988,8,26,34,562,102,30,1191,637,193,205,102,1
2021,District,Canyons District,Jordan Valley School,96,6,7,5,11,6,9,5,6,4,6,3,5,23,33,63,0,1,6,12,5,3,69,37,3,96,10,0
2021,District,Canyons District,Lone Peak School,633,66,109,107,105,118,128,0,0,0,0,0,0,0,306,327,0,2,15,22,48,10,536,54,15,42,16,0
2021,District,Canyons District,Midvale Middle,954,0,0,0,0,0,0,326,326,302,0,0,0,0,469,485,10,55,43,430,44,26,346,954,313,122,105,0
2021,District,Canyons District,Midvale School,686,117,113,104,117,132,103,0,0,0,0,0,0,0,341,345,5,24,4,397,31,27,198,685,293,75,145,22
2021,District,Canyons District,Midvalley School,437,56,84,88,63,79,67,0,0,0,0,0,0,0,216,221,11,14,10,132,27,9,234,227,69,63,55,0
2021,District,Canyons District,Mt. Jordan Middle,903,0,0,0,0,0,0,306,298,299,0,0,0,0,448,455,4,17,23,284,35,22,518,395,145,144,72,0
2021,District,Canyons District,Oak Hollow School,644,85,97,101,113,107,141,0,0,0,0,0,0,0,318,326,3,4,12,74,27,3,521,76,34,45,2,0
2021,District,Canyons District,Oakdale School,371,63,53,56,66,61,72,0,0,0,0,0,0,0,187,184,2,3,9,40,19,5,293,71,19,32,13,0
2021,District,Canyons District,Park Lane School,364,50,74,50,67,55,68,0,0,0,0,0,0,0,168,196,0,7,5,25,17,1,309,74,8,86,6,0
2021,District,Canyons District,Peruvian Park School,532,64,98,92,90,100,88,0,0,0,0,0,0,0,246,286,2,1,53,61,39,7,369,96,32,31,11,0
