"Year","Region","County Name","Grade Level Name","Enrollment by Grade Level"
"2015-2016",13,"LLANO COUNTY","Early Education",12
"2015-2016",13,"LLANO COUNTY","Pre-kindergarten",65
"2015-2016",13,"LLANO COUNTY","Kindergarten",132
"2015-2016",13,"LLANO COUNTY","Grade  1",141
"2015-2016",13,"LLANO COUNTY","Grade  2",149
"2015-2016",13,"LLANO COUNTY","Grade  3",136
"2015-2016",13,"LLANO COUNTY","Grade  4",135
"2015-2016",13,"LLANO COUNTY","Grade  5",153
"2015-2016",13,"LLANO COUNTY","Grade  6",123
"2015-2016",13,"LLANO COUNTY","Grade  7",124
"2015-2016",13,"LLANO COUNTY","Grade  8",157
"2015-2016",13,"LLANO COUNTY","Grade  9",157
"2015-2016",13,"LLANO COUNTY","Grade 10",126
"2015-2016",13,"LLANO COUNTY","Grade 11",101
"2015-2016",13,"LLANO COUNTY","Grade 12",110
"2015-2016",17,"LUBBOCK COUNTY","Early Education",232
"2015-2016",17,"LUBBOCK COUNTY","Pre-kindergarten",1965
"2015-2016",17,"LUBBOCK COUNTY","Kindergarten",4062
"2015-2016",17,"LUBBOCK COUNTY","Grade  1",4219
"2015-2016",17,"LUBBOCK COUNTY","Grade  2",4208
"2015-2016",17,"LUBBOCK COUNTY","Grade  3",4186
"2015-2016",17,"LUBBOCK COUNTY","Grade  4",3656
"2015-2016",17,"LUBBOCK COUNTY","Grade  5",3787
"2015-2016",17,"LUBBOCK COUNTY","Grade  6",3624
"2015-2016",17,"LUBBOCK COUNTY","Grade  7",3625
"2015-2016",17,"LUBBOCK COUNTY","Grade  8",3541
"2015-2016",17,"LUBBOCK COUNTY","Grade  9",3708
"2015-2016",17,"LUBBOCK COUNTY","Grade 10",3355
"2015-2016",17,"LUBBOCK COUNTY","Grade 11",3013
"2015-2016",17,"LUBBOCK COUNTY","Grade 12",2895
"2015-2016",17,"LYNN COUNTY","Early Education",5
"2015-2016",17,"LYNN COUNTY","Pre-kindergarten",85
"2015-2016",17,"LYNN COUNTY","Kindergarten",104
"2015-2016",17,"LYNN COUNTY","Grade  1",122
"2015-2016",17,"LYNN COUNTY","Grade  2",101
"2015-2016",17,"LYNN COUNTY","Grade  3",141
"2015-2016",17,"LYNN COUNTY","Grade  4",95
"2015-2016",17,"LYNN COUNTY","Grade  5",95
"2015-2016",17,"LYNN COUNTY","Grade  6",90
"2015-2016",17,"LYNN COUNTY","Grade  7",111
"2015-2016",17,"LYNN COUNTY","Grade  8",87
"2015-2016",17,"LYNN COUNTY","Grade  9",91
"2015-2016",17,"LYNN COUNTY","Grade 10",87
"2015-2016",17,"LYNN COUNTY","Grade 11",90
"2015-2016",17,"LYNN COUNTY","Grade 12",78
"2015-2016",06,"MADISON COUNTY","Early Education",-9999999
"2015-2016",06,"MADISON COUNTY","Pre-kindergarten",185
"2015-2016",06,"MADISON COUNTY","Kindergarten",198
"2015-2016",06,"MADISON COUNTY","Grade  1",214
"2015-2016",06,"MADISON COUNTY","Grade  2",198
"2015-2016",06,"MADISON COUNTY","Grade  3",190
"2015-2016",06,"MADISON COUNTY","Grade  4",189
"2015-2016",06,"MADISON COUNTY","Grade  5",183
"2015-2016",06,"MADISON COUNTY","Grade  6",175
"2015-2016",06,"MADISON COUNTY","Grade  7",184
"2015-2016",06,"MADISON COUNTY","Grade  8",200
"2015-2016",06,"MADISON COUNTY","Grade  9",222
"2015-2016",06,"MADISON COUNTY","Grade 10",207
"2015-2016",06,"MADISON COUNTY","Grade 11",169
"2015-2016",06,"MADISON COUNTY","Grade 12",171
"2015-2016",08,"MARION COUNTY","Pre-kindergarten",57
"2015-2016",08,"MARION COUNTY","Kindergarten",86
"2015-2016",08,"MARION COUNTY","Grade  1",100
"2015-2016",08,"MARION COUNTY","Grade  2",101
"2015-2016",08,"MARION COUNTY","Grade  3",95
"2015-2016",08,"MARION COUNTY","Grade  4",74
"2015-2016",08,"MARION COUNTY","Grade  5",93
"2015-2016",08,"MARION COUNTY","Grade  6",83
"2015-2016",08,"MARION COUNTY","Grade  7",105
"2015-2016",08,"MARION COUNTY","Grade  8",84
"2015-2016",08,"MARION COUNTY","Grade  9",85
"2015-2016",08,"MARION COUNTY","Grade 10",73
"2015-2016",08,"MARION COUNTY","Grade 11",92
"2015-2016",08,"MARION COUNTY","Grade 12",78
"2015-2016",18,"MARTIN COUNTY","Early Education",5
"2015-2016",18,"MARTIN COUNTY","Pre-kindergarten",19
"2015-2016",18,"MARTIN COUNTY","Kindergarten",103
"2015-2016",18,"MARTIN COUNTY","Grade  1",128
"2015-2016",18,"MARTIN COUNTY","Grade  2",106
"2015-2016",18,"MARTIN COUNTY","Grade  3",89
"2015-2016",18,"MARTIN COUNTY","Grade  4",84
"2015-2016",18,"MARTIN COUNTY","Grade  5",105
"2015-2016",18,"MARTIN COUNTY","Grade  6",87
"2015-2016",18,"MARTIN COUNTY","Grade  7",93
"2015-2016",18,"MARTIN COUNTY","Grade  8",86
"2015-2016",18,"MARTIN COUNTY","Grade  9",97
"2015-2016",18,"MARTIN COUNTY","Grade 10",84
"2015-2016",18,"MARTIN COUNTY","Grade 11",71
"2015-2016",18,"MARTIN COUNTY","Grade 12",63
"2015-2016",15,"MASON COUNTY","Pre-kindergarten",36
"2015-2016",15,"MASON COUNTY","Kindergarten",35
"2015-2016",15,"MASON COUNTY","Grade  1",41
"2015-2016",15,"MASON COUNTY","Grade  2",56
"2015-2016",15,"MASON COUNTY","Grade  3",39
"2015-2016",15,"MASON COUNTY","Grade  4",53
"2015-2016",15,"MASON COUNTY","Grade  5",53
"2015-2016",15,"MASON COUNTY","Grade  6",51
"2015-2016",15,"MASON COUNTY","Grade  7",46
"2015-2016",15,"MASON COUNTY","Grade  8",43
"2015-2016",15,"MASON COUNTY","Grade  9",56
"2015-2016",15,"MASON COUNTY","Grade 10",60
"2015-2016",15,"MASON COUNTY","Grade 11",55
"2015-2016",15,"MASON COUNTY","Grade 12",46
"2015-2016",03,"MATAGORDA COUNTY","Early Education",33
"2015-2016",03,"MATAGORDA COUNTY","Pre-kindergarten",314
"2015-2016",03,"MATAGORDA COUNTY","Kindergarten",536
"2015-2016",03,"MATAGORDA COUNTY","Grade  1",591
"2015-2016",03,"MATAGORDA COUNTY","Grade  2",608
"2015-2016",03,"MATAGORDA COUNTY","Grade  3",563
"2015-2016",03,"MATAGORDA COUNTY","Grade  4",513
"2015-2016",03,"MATAGORDA COUNTY","Grade  5",545
"2015-2016",03,"MATAGORDA COUNTY","Grade  6",483
"2015-2016",03,"MATAGORDA COUNTY","Grade  7",548
"2015-2016",03,"MATAGORDA COUNTY","Grade  8",515
"2015-2016",03,"MATAGORDA COUNTY","Grade  9",563
"2015-2016",03,"MATAGORDA COUNTY","Grade 10",504
"2015-2016",03,"MATAGORDA COUNTY","Grade 11",486
"2015-2016",03,"MATAGORDA COUNTY","Grade 12",459
"2015-2016",20,"MAVERICK COUNTY","Early Education",96
"2015-2016",20,"MAVERICK COUNTY","Pre-kindergarten",512
"2015-2016",20,"MAVERICK COUNTY","Kindergarten",994
"2015-2016",20,"MAVERICK COUNTY","Grade  1",1159
"2015-2016",20,"MAVERICK COUNTY","Grade  2",1132
"2015-2016",20,"MAVERICK COUNTY","Grade  3",1154
"2015-2016",20,"MAVERICK COUNTY","Grade  4",1087
"2015-2016",20,"MAVERICK COUNTY","Grade  5",1110
"2015-2016",20,"MAVERICK COUNTY","Grade  6",1083
"2015-2016",20,"MAVERICK COUNTY","Grade  7",1092
"2015-2016",20,"MAVERICK COUNTY","Grade  8",1191
"2015-2016",20,"MAVERICK COUNTY","Grade  9",1470
"2015-2016",20,"MAVERICK COUNTY","Grade 10",1055
"2015-2016",20,"MAVERICK COUNTY","Grade 11",1044
"2015-2016",20,"MAVERICK COUNTY","Grade 12",914
"2015-2016",15,"MCCULLOCH COUNTY","Early Education",10
"2015-2016",15,"MCCULLOCH COUNTY","Pre-kindergarten",76
"2015-2016",15,"MCCULLOCH COUNTY","Kindergarten",117
"2015-2016",15,"MCCULLOCH COUNTY","Grade  1",118
"2015-2016",15,"MCCULLOCH COUNTY","Grade  2",113
"2015-2016",15,"MCCULLOCH COUNTY","Grade  3",120
"2015-2016",15,"MCCULLOCH COUNTY","Grade  4",106
"2015-2016",15,"MCCULLOCH COUNTY","Grade  5",116
"2015-2016",15,"MCCULLOCH COUNTY","Grade  6",104
"2015-2016",15,"MCCULLOCH COUNTY","Grade  7",115
"2015-2016",15,"MCCULLOCH COUNTY","Grade  8",114
"2015-2016",15,"MCCULLOCH COUNTY","Grade  9",96
"2015-2016",15,"MCCULLOCH COUNTY","Grade 10",119
"2015-2016",15,"MCCULLOCH COUNTY","Grade 11",135
"2015-2016",15,"MCCULLOCH COUNTY","Grade 12",103
"2015-2016",12,"MCLENNAN COUNTY","Early Education",138
"2015-2016",12,"MCLENNAN COUNTY","Pre-kindergarten",1939
"2015-2016",12,"MCLENNAN COUNTY","Kindergarten",3884
"2015-2016",12,"MCLENNAN COUNTY","Grade  1",4147
"2015-2016",12,"MCLENNAN COUNTY","Grade  2",4130
"2015-2016",12,"MCLENNAN COUNTY","Grade  3",4150
"2015-2016",12,"MCLENNAN COUNTY","Grade  4",4098
"2015-2016",12,"MCLENNAN COUNTY","Grade  5",4053
"2015-2016",12,"MCLENNAN COUNTY","Grade  6",4125
"2015-2016",12,"MCLENNAN COUNTY","Grade  7",4250
"2015-2016",12,"MCLENNAN COUNTY","Grade  8",3970
"2015-2016",12,"MCLENNAN COUNTY","Grade  9",4188
"2015-2016",12,"MCLENNAN COUNTY","Grade 10",3679
"2015-2016",12,"MCLENNAN COUNTY","Grade 11",3251
"2015-2016",12,"MCLENNAN COUNTY","Grade 12",2951
"2015-2016",02,"MCMULLEN COUNTY","Pre-kindergarten",18
"2015-2016",02,"MCMULLEN COUNTY","Kindergarten",20
"2015-2016",02,"MCMULLEN COUNTY","Grade  1",19
"2015-2016",02,"MCMULLEN COUNTY","Grade  2",19
"2015-2016",02,"MCMULLEN COUNTY","Grade  3",15
"2015-2016",02,"MCMULLEN COUNTY","Grade  4",17
"2015-2016",02,"MCMULLEN COUNTY","Grade  5",28
"2015-2016",02,"MCMULLEN COUNTY","Grade  6",21
"2015-2016",02,"MCMULLEN COUNTY","Grade  7",12
"2015-2016",02,"MCMULLEN COUNTY","Grade  8",19
"2015-2016",02,"MCMULLEN COUNTY","Grade  9",17
"2015-2016",02,"MCMULLEN COUNTY","Grade 10",17
"2015-2016",02,"MCMULLEN COUNTY","Grade 11",18
"2015-2016",02,"MCMULLEN COUNTY","Grade 12",24
"2015-2016",20,"MEDINA COUNTY","Early Education",34
"2015-2016",20,"MEDINA COUNTY","Pre-kindergarten",406
"2015-2016",20,"MEDINA COUNTY","Kindergarten",662
"2015-2016",20,"MEDINA COUNTY","Grade  1",757
"2015-2016",20,"MEDINA COUNTY","Grade  2",760
"2015-2016",20,"MEDINA COUNTY","Grade  3",730
"2015-2016",20,"MEDINA COUNTY","Grade  4",778
"2015-2016",20,"MEDINA COUNTY","Grade  5",744
"2015-2016",20,"MEDINA COUNTY","Grade  6",744
"2015-2016",20,"MEDINA COUNTY","Grade  7",768
"2015-2016",20,"MEDINA COUNTY","Grade  8",761
"2015-2016",20,"MEDINA COUNTY","Grade  9",794
"2015-2016",20,"MEDINA COUNTY","Grade 10",755
"2015-2016",20,"MEDINA COUNTY","Grade 11",677
"2015-2016",20,"MEDINA COUNTY","Grade 12",601
"2015-2016",15,"MENARD COUNTY","Early Education",-9999999
"2015-2016",15,"MENARD COUNTY","Pre-kindergarten",11
"2015-2016",15,"MENARD COUNTY","Kindergarten",22
"2015-2016",15,"MENARD COUNTY","Grade  1",19
"2015-2016",15,"MENARD COUNTY","Grade  2",29
"2015-2016",15,"MENARD COUNTY","Grade  3",18
"2015-2016",15,"MENARD COUNTY","Grade  4",26
"2015-2016",15,"MENARD COUNTY","Grade  5",19
"2015-2016",15,"MENARD COUNTY","Grade  6",19
"2015-2016",15,"MENARD COUNTY","Grade  7",18
"2015-2016",15,"MENARD COUNTY","Grade  8",25
"2015-2016",15,"MENARD COUNTY","Grade  9",22
"2015-2016",15,"MENARD COUNTY","Grade 10",20
"2015-2016",15,"MENARD COUNTY","Grade 11",26
"2015-2016",15,"MENARD COUNTY","Grade 12",17
"2015-2016",18,"MIDLAND COUNTY","Early Education",107
"2015-2016",18,"MIDLAND COUNTY","Pre-kindergarten",880
"2015-2016",18,"MIDLAND COUNTY","Kindergarten",2276
"2015-2016",18,"MIDLAND COUNTY","Grade  1",2272
"2015-2016",18,"MIDLAND COUNTY","Grade  2",2289
"2015-2016",18,"MIDLAND COUNTY","Grade  3",2248
"2015-2016",18,"MIDLAND COUNTY","Grade  4",2101
"2015-2016",18,"MIDLAND COUNTY","Grade  5",2085
"2015-2016",18,"MIDLAND COUNTY","Grade  6",2003
"2015-2016",18,"MIDLAND COUNTY","Grade  7",1995
"2015-2016",18,"MIDLAND COUNTY","Grade  8",1915
"2015-2016",18,"MIDLAND COUNTY","Grade  9",2300
"2015-2016",18,"MIDLAND COUNTY","Grade 10",1805
"2015-2016",18,"MIDLAND COUNTY","Grade 11",1668
"2015-2016",18,"MIDLAND COUNTY","Grade 12",1369
"2015-2016",06,"MILAM COUNTY/06","Early Education",7
"2015-2016",06,"MILAM COUNTY/06","Pre-kindergarten",254
"2015-2016",06,"MILAM COUNTY/06","Kindergarten",287
"2015-2016",06,"MILAM COUNTY/06","Grade  1",300
"2015-2016",06,"MILAM COUNTY/06","Grade  2",332
"2015-2016",06,"MILAM COUNTY/06","Grade  3",317
"2015-2016",06,"MILAM COUNTY/06","Grade  4",268
"2015-2016",06,"MILAM COUNTY/06","Grade  5",322
"2015-2016",06,"MILAM COUNTY/06","Grade  6",285
"2015-2016",06,"MILAM COUNTY/06","Grade  7",329
"2015-2016",06,"MILAM COUNTY/06","Grade  8",285
"2015-2016",06,"MILAM COUNTY/06","Grade  9",322
"2015-2016",06,"MILAM COUNTY/06","Grade 10",281
"2015-2016",06,"MILAM COUNTY/06","Grade 11",246
"2015-2016",06,"MILAM COUNTY/06","Grade 12",233
"2015-2016",13,"MILAM COUNTY/13","Pre-kindergarten",16
"2015-2016",13,"MILAM COUNTY/13","Kindergarten",36
"2015-2016",13,"MILAM COUNTY/13","Grade  1",34
"2015-2016",13,"MILAM COUNTY/13","Grade  2",30
"2015-2016",13,"MILAM COUNTY/13","Grade  3",39
"2015-2016",13,"MILAM COUNTY/13","Grade  4",37
"2015-2016",13,"MILAM COUNTY/13","Grade  5",40
"2015-2016",13,"MILAM COUNTY/13","Grade  6",54
"2015-2016",13,"MILAM COUNTY/13","Grade  7",41
"2015-2016",13,"MILAM COUNTY/13","Grade  8",46
"2015-2016",13,"MILAM COUNTY/13","Grade  9",55
"2015-2016",13,"MILAM COUNTY/13","Grade 10",65
"2015-2016",13,"MILAM COUNTY/13","Grade 11",36
"2015-2016",13,"MILAM COUNTY/13","Grade 12",43
"2015-2016","AL","MILAM COUNTY/ALL","Early Education",7
"2015-2016","AL","MILAM COUNTY/ALL","Pre-kindergarten",270
"2015-2016","AL","MILAM COUNTY/ALL","Kindergarten",323
"2015-2016","AL","MILAM COUNTY/ALL","Grade  1",334
"2015-2016","AL","MILAM COUNTY/ALL","Grade  2",362
"2015-2016","AL","MILAM COUNTY/ALL","Grade  3",356
"2015-2016","AL","MILAM COUNTY/ALL","Grade  4",305
"2015-2016","AL","MILAM COUNTY/ALL","Grade  5",362
"2015-2016","AL","MILAM COUNTY/ALL","Grade  6",339
"2015-2016","AL","MILAM COUNTY/ALL","Grade  7",370
"2015-2016","AL","MILAM COUNTY/ALL","Grade  8",331
"2015-2016","AL","MILAM COUNTY/ALL","Grade  9",377
"2015-2016","AL","MILAM COUNTY/ALL","Grade 10",346
"2015-2016","AL","MILAM COUNTY/ALL","Grade 11",282
"2015-2016","AL","MILAM COUNTY/ALL","Grade 12",276
"2015-2016",12,"MILLS COUNTY","Early Education",-9999999
"2015-2016",12,"MILLS COUNTY","Pre-kindergarten",27
"2015-2016",12,"MILLS COUNTY","Kindergarten",56
"2015-2016",12,"MILLS COUNTY","Grade  1",53
"2015-2016",12,"MILLS COUNTY","Grade  2",56
"2015-2016",12,"MILLS COUNTY","Grade  3",74
"2015-2016",12,"MILLS COUNTY","Grade  4",73
"2015-2016",12,"MILLS COUNTY","Grade  5",77
"2015-2016",12,"MILLS COUNTY","Grade  6",78
"2015-2016",12,"MILLS COUNTY","Grade  7",68
"2015-2016",12,"MILLS COUNTY","Grade  8",89
"2015-2016",12,"MILLS COUNTY","Grade  9",130
"2015-2016",12,"MILLS COUNTY","Grade 10",110
"2015-2016",12,"MILLS COUNTY","Grade 11",118
"2015-2016",12,"MILLS COUNTY","Grade 12",119
"2015-2016",14,"MITCHELL COUNTY","Early Education",18
"2015-2016",14,"MITCHELL COUNTY","Pre-kindergarten",108
"2015-2016",14,"MITCHELL COUNTY","Kindergarten",102
"2015-2016",14,"MITCHELL COUNTY","Grade  1",122
"2015-2016",14,"MITCHELL COUNTY","Grade  2",111
"2015-2016",14,"MITCHELL COUNTY","Grade  3",103
"2015-2016",14,"MITCHELL COUNTY","Grade  4",98
"2015-2016",14,"MITCHELL COUNTY","Grade  5",90
"2015-2016",14,"MITCHELL COUNTY","Grade  6",111
"2015-2016",14,"MITCHELL COUNTY","Grade  7",97
"2015-2016",14,"MITCHELL COUNTY","Grade  8",92
"2015-2016",14,"MITCHELL COUNTY","Grade  9",103
"2015-2016",14,"MITCHELL COUNTY","Grade 10",114
"2015-2016",14,"MITCHELL COUNTY","Grade 11",96
"2015-2016",14,"MITCHELL COUNTY","Grade 12",101
"2015-2016",09,"MONTAGUE COUNTY","Early Education",13
"2015-2016",09,"MONTAGUE COUNTY","Pre-kindergarten",182
"2015-2016",09,"MONTAGUE COUNTY","Kindergarten",247
"2015-2016",09,"MONTAGUE COUNTY","Grade  1",256
"2015-2016",09,"MONTAGUE COUNTY","Grade  2",263
"2015-2016",09,"MONTAGUE COUNTY","Grade  3",250
"2015-2016",09,"MONTAGUE COUNTY","Grade  4",229
"2015-2016",09,"MONTAGUE COUNTY","Grade  5",239
"2015-2016",09,"MONTAGUE COUNTY","Grade  6",255
"2015-2016",09,"MONTAGUE COUNTY","Grade  7",243
"2015-2016",09,"MONTAGUE COUNTY","Grade  8",245
"2015-2016",09,"MONTAGUE COUNTY","Grade  9",255
"2015-2016",09,"MONTAGUE COUNTY","Grade 10",251
"2015-2016",09,"MONTAGUE COUNTY","Grade 11",213
"2015-2016",09,"MONTAGUE COUNTY","Grade 12",211
"2015-2016",06,"MONTGOMERY COUNTY","Early Education",416
"2015-2016",06,"MONTGOMERY COUNTY","Pre-kindergarten",2580
"2015-2016",06,"MONTGOMERY COUNTY","Kindergarten",7302
"2015-2016",06,"MONTGOMERY COUNTY","Grade  1",8107
"2015-2016",06,"MONTGOMERY COUNTY","Grade  2",8023
"2015-2016",06,"MONTGOMERY COUNTY","Grade  3",8078
"2015-2016",06,"MONTGOMERY COUNTY","Grade  4",7890
"2015-2016",06,"MONTGOMERY COUNTY","Grade  5",7982
"2015-2016",06,"MONTGOMERY COUNTY","Grade  6",7889
"2015-2016",06,"MONTGOMERY COUNTY","Grade  7",8025
"2015-2016",06,"MONTGOMERY COUNTY","Grade  8",8068
"2015-2016",06,"MONTGOMERY COUNTY","Grade  9",8341
"2015-2016",06,"MONTGOMERY COUNTY","Grade 10",8067
"2015-2016",06,"MONTGOMERY COUNTY","Grade 11",7148
"2015-2016",06,"MONTGOMERY COUNTY","Grade 12",6481
"2015-2016",16,"MOORE COUNTY","Early Education",20
"2015-2016",16,"MOORE COUNTY","Pre-kindergarten",230
"2015-2016",16,"MOORE COUNTY","Kindergarten",387
"2015-2016",16,"MOORE COUNTY","Grade  1",430
"2015-2016",16,"MOORE COUNTY","Grade  2",397
"2015-2016",16,"MOORE COUNTY","Grade  3",401
"2015-2016",16,"MOORE COUNTY","Grade  4",363
"2015-2016",16,"MOORE COUNTY","Grade  5",415
"2015-2016",16,"MOORE COUNTY","Grade  6",368
"2015-2016",16,"MOORE COUNTY","Grade  7",365
"2015-2016",16,"MOORE COUNTY","Grade  8",354
"2015-2016",16,"MOORE COUNTY","Grade  9",346
"2015-2016",16,"MOORE COUNTY","Grade 10",349
"2015-2016",16,"MOORE COUNTY","Grade 11",341
"2015-2016",16,"MOORE COUNTY","Grade 12",330
"2015-2016",08,"MORRIS COUNTY","Early Education",15
"2015-2016",08,"MORRIS COUNTY","Pre-kindergarten",112
"2015-2016",08,"MORRIS COUNTY","Kindergarten",143
"2015-2016",08,"MORRIS COUNTY","Grade  1",158
"2015-2016",08,"MORRIS COUNTY","Grade  2",165
"2015-2016",08,"MORRIS COUNTY","Grade  3",145
"2015-2016",08,"MORRIS COUNTY","Grade  4",143
"2015-2016",08,"MORRIS COUNTY","Grade  5",131
"2015-2016",08,"MORRIS COUNTY","Grade  6",143
"2015-2016",08,"MORRIS COUNTY","Grade  7",151
"2015-2016",08,"MORRIS COUNTY","Grade  8",122
"2015-2016",08,"MORRIS COUNTY","Grade  9",157
"2015-2016",08,"MORRIS COUNTY","Grade 10",133
"2015-2016",08,"MORRIS COUNTY","Grade 11",143
"2015-2016",08,"MORRIS COUNTY","Grade 12",151
"2015-2016",17,"MOTLEY COUNTY","Pre-kindergarten",6
"2015-2016",17,"MOTLEY COUNTY","Kindergarten",11
"2015-2016",17,"MOTLEY COUNTY","Grade  1",11
"2015-2016",17,"MOTLEY COUNTY","Grade  2",11
"2015-2016",17,"MOTLEY COUNTY","Grade  3",16
"2015-2016",17,"MOTLEY COUNTY","Grade  4",12
"2015-2016",17,"MOTLEY COUNTY","Grade  5",14
"2015-2016",17,"MOTLEY COUNTY","Grade  6",9
"2015-2016",17,"MOTLEY COUNTY","Grade  7",13
"2015-2016",17,"MOTLEY COUNTY","Grade  8",12
"2015-2016",17,"MOTLEY COUNTY","Grade  9",15
"2015-2016",17,"MOTLEY COUNTY","Grade 10",10
"2015-2016",17,"MOTLEY COUNTY","Grade 11",6
"2015-2016",17,"MOTLEY COUNTY","Grade 12",12
"2015-2016",07,"NACOGDOCHES COUNTY","Early Education",21
"2015-2016",07,"NACOGDOCHES COUNTY","Pre-kindergarten",567
"2015-2016",07,"NACOGDOCHES COUNTY","Kindergarten",868
"2015-2016",07,"NACOGDOCHES COUNTY","Grade  1",912
"2015-2016",07,"NACOGDOCHES COUNTY","Grade  2",908
"2015-2016",07,"NACOGDOCHES COUNTY","Grade  3",867
"2015-2016",07,"NACOGDOCHES COUNTY","Grade  4",805
"2015-2016",07,"NACOGDOCHES COUNTY","Grade  5",860
"2015-2016",07,"NACOGDOCHES COUNTY","Grade  6",783
"2015-2016",07,"NACOGDOCHES COUNTY","Grade  7",808
"2015-2016",07,"NACOGDOCHES COUNTY","Grade  8",786
"2015-2016",07,"NACOGDOCHES COUNTY","Grade  9",817
"2015-2016",07,"NACOGDOCHES COUNTY","Grade 10",795
"2015-2016",07,"NACOGDOCHES COUNTY","Grade 11",747
"2015-2016",07,"NACOGDOCHES COUNTY","Grade 12",654
"2015-2016",12,"NAVARRO COUNTY","Early Education",16
"2015-2016",12,"NAVARRO COUNTY","Pre-kindergarten",397
"2015-2016",12,"NAVARRO COUNTY","Kindergarten",694
"2015-2016",12,"NAVARRO COUNTY","Grade  1",771
"2015-2016",12,"NAVARRO COUNTY","Grade  2",767
"2015-2016",12,"NAVARRO COUNTY","Grade  3",817
"2015-2016",12,"NAVARRO COUNTY","Grade  4",709
"2015-2016",12,"NAVARRO COUNTY","Grade  5",728
"2015-2016",12,"NAVARRO COUNTY","Grade  6",749
"2015-2016",12,"NAVARRO COUNTY","Grade  7",740
"2015-2016",12,"NAVARRO COUNTY","Grade  8",707
"2015-2016",12,"NAVARRO COUNTY","Grade  9",834
"2015-2016",12,"NAVARRO COUNTY","Grade 10",717
"2015-2016",12,"NAVARRO COUNTY","Grade 11",647
"2015-2016",12,"NAVARRO COUNTY","Grade 12",626
"2015-2016",05,"NEWTON COUNTY","Early Education",12
"2015-2016",05,"NEWTON COUNTY","Pre-kindergarten",106
"2015-2016",05,"NEWTON COUNTY","Kindergarten",128
"2015-2016",05,"NEWTON COUNTY","Grade  1",148
"2015-2016",05,"NEWTON COUNTY","Grade  2",132
"2015-2016",05,"NEWTON COUNTY","Grade  3",142
"2015-2016",05,"NEWTON COUNTY","Grade  4",126
"2015-2016",05,"NEWTON COUNTY","Grade  5",143
"2015-2016",05,"NEWTON COUNTY","Grade  6",134
"2015-2016",05,"NEWTON COUNTY","Grade  7",129
"2015-2016",05,"NEWTON COUNTY","Grade  8",161
"2015-2016",05,"NEWTON COUNTY","Grade  9",176
"2015-2016",05,"NEWTON COUNTY","Grade 10",130
"2015-2016",05,"NEWTON COUNTY","Grade 11",148
"2015-2016",05,"NEWTON COUNTY","Grade 12",134
"2015-2016",14,"NOLAN COUNTY","Early Education",84
"2015-2016",14,"NOLAN COUNTY","Pre-kindergarten",186
"2015-2016",14,"NOLAN COUNTY","Kindergarten",265
"2015-2016",14,"NOLAN COUNTY","Grade  1",240
"2015-2016",14,"NOLAN COUNTY","Grade  2",258
"2015-2016",14,"NOLAN COUNTY","Grade  3",255
"2015-2016",14,"NOLAN COUNTY","Grade  4",245
"2015-2016",14,"NOLAN COUNTY","Grade  5",250
"2015-2016",14,"NOLAN COUNTY","Grade  6",235
"2015-2016",14,"NOLAN COUNTY","Grade  7",232
"2015-2016",14,"NOLAN COUNTY","Grade  8",223
"2015-2016",14,"NOLAN COUNTY","Grade  9",247
"2015-2016",14,"NOLAN COUNTY","Grade 10",159
"2015-2016",14,"NOLAN COUNTY","Grade 11",194
"2015-2016",14,"NOLAN COUNTY","Grade 12",170
"2015-2016",02,"NUECES COUNTY/02","Early Education",182
"2015-2016",02,"NUECES COUNTY/02","Pre-kindergarten",1825
"2015-2016",02,"NUECES COUNTY/02","Kindergarten",4030
"2015-2016",02,"NUECES COUNTY/02","Grade  1",4599
"2015-2016",02,"NUECES COUNTY/02","Grade  2",4539
"2015-2016",02,"NUECES COUNTY/02","Grade  3",4536
"2015-2016",02,"NUECES COUNTY/02","Grade  4",4531
"2015-2016",02,"NUECES COUNTY/02","Grade  5",4398
"2015-2016",02,"NUECES COUNTY/02","Grade  6",4280
"2015-2016",02,"NUECES COUNTY/02","Grade  7",4411
"2015-2016",02,"NUECES COUNTY/02","Grade  8",4537
"2015-2016",02,"NUECES COUNTY/02","Grade  9",4838
"2015-2016",02,"NUECES COUNTY/02","Grade 10",4379
"2015-2016",02,"NUECES COUNTY/02","Grade 11",3805
"2015-2016",02,"NUECES COUNTY/02","Grade 12",3558
"2015-2016",20,"NUECES COUNTY/20","Early Education",16
"2015-2016",20,"NUECES COUNTY/20","Pre-kindergarten",61
"2015-2016",20,"NUECES COUNTY/20","Kindergarten",262
"2015-2016",20,"NUECES COUNTY/20","Grade  1",257
"2015-2016",20,"NUECES COUNTY/20","Grade  2",300
"2015-2016",20,"NUECES COUNTY/20","Grade  3",277
"2015-2016",20,"NUECES COUNTY/20","Grade  4",292
"2015-2016",20,"NUECES COUNTY/20","Grade  5",317
"2015-2016",20,"NUECES COUNTY/20","Grade  6",269
"2015-2016",20,"NUECES COUNTY/20","Grade  7",305
"2015-2016",20,"NUECES COUNTY/20","Grade  8",290
"2015-2016",20,"NUECES COUNTY/20","Grade  9",326
"2015-2016",20,"NUECES COUNTY/20","Grade 10",297
"2015-2016",20,"NUECES COUNTY/20","Grade 11",297
"2015-2016",20,"NUECES COUNTY/20","Grade 12",284
"2015-2016","AL","NUECES COUNTY/ALL","Early Education",198
"2015-2016","AL","NUECES COUNTY/ALL","Pre-kindergarten",1886
