"Year","Region","County Name","Grade Level Name","Gender Name","Gender Count"
"2017-2018",10,"COLLIN COUNTY","Grade 11","Male",7796
"2017-2018",10,"COLLIN COUNTY","Grade 12","Female",7053
"2017-2018",10,"COLLIN COUNTY","Grade 12","Male",7434
"2017-2018",16,"COLLINGSWORTH COUNTY","Pre-kindergarten","Female",26
"2017-2018",16,"COLLINGSWORTH COUNTY","Pre-kindergarten","Male",11
"2017-2018",16,"COLLINGSWORTH COUNTY","Kindergarten","Female",32
"2017-2018",16,"COLLINGSWORTH COUNTY","Kindergarten","Male",25
"2017-2018",16,"COLLINGSWORTH COUNTY","Grade  1","Female",16
"2017-2018",16,"COLLINGSWORTH COUNTY","Grade  1","Male",32
"2017-2018",16,"COLLINGSWORTH COUNTY","Grade  2","Female",22
"2017-2018",16,"COLLINGSWORTH COUNTY","Grade  2","Male",24
"2017-2018",16,"COLLINGSWORTH COUNTY","Grade  3","Female",18
"2017-2018",16,"COLLINGSWORTH COUNTY","Grade  3","Male",23
"2017-2018",16,"COLLINGSWORTH COUNTY","Grade  4","Female",29
"2017-2018",16,"COLLINGSWORTH COUNTY","Grade  4","Male",16
"2017-2018",16,"COLLINGSWORTH COUNTY","Grade  5","Female",18
"2017-2018",16,"COLLINGSWORTH COUNTY","Grade  5","Male",32
"2017-2018",16,"COLLINGSWORTH COUNTY","Grade  6","Female",21
"2017-2018",16,"COLLINGSWORTH COUNTY","Grade  6","Male",24
"2017-2018",16,"COLLINGSWORTH COUNTY","Grade  7","Female",20
"2017-2018",16,"COLLINGSWORTH COUNTY","Grade  7","Male",17
"2017-2018",16,"COLLINGSWORTH COUNTY","Grade  8","Female",14
"2017-2018",16,"COLLINGSWORTH COUNTY","Grade  8","Male",16
"2017-2018",16,"COLLINGSWORTH COUNTY","Grade  9","Female",21
"2017-2018",16,"COLLINGSWORTH COUNTY","Grade  9","Male",22
"2017-2018",16,"COLLINGSWORTH COUNTY","Grade 10","Female",22
"2017-2018",16,"COLLINGSWORTH COUNTY","Grade 10","Male",17
"2017-2018",16,"COLLINGSWORTH COUNTY","Grade 11","Female",17
"2017-2018",16,"COLLINGSWORTH COUNTY","Grade 11","Male",19
"2017-2018",16,"COLLINGSWORTH COUNTY","Grade 12","Female",15
"2017-2018",16,"COLLINGSWORTH COUNTY","Grade 12","Male",19
"2017-2018",03,"COLORADO COUNTY","Early Education","Female",9
"2017-2018",03,"COLORADO COUNTY","Early Education","Male",13
"2017-2018",03,"COLORADO COUNTY","Pre-kindergarten","Female",94
"2017-2018",03,"COLORADO COUNTY","Pre-kindergarten","Male",97
"2017-2018",03,"COLORADO COUNTY","Kindergarten","Female",103
"2017-2018",03,"COLORADO COUNTY","Kindergarten","Male",126
"2017-2018",03,"COLORADO COUNTY","Grade  1","Female",117
"2017-2018",03,"COLORADO COUNTY","Grade  1","Male",125
"2017-2018",03,"COLORADO COUNTY","Grade  2","Female",111
"2017-2018",03,"COLORADO COUNTY","Grade  2","Male",132
"2017-2018",03,"COLORADO COUNTY","Grade  3","Female",133
"2017-2018",03,"COLORADO COUNTY","Grade  3","Male",132
"2017-2018",03,"COLORADO COUNTY","Grade  4","Female",125
"2017-2018",03,"COLORADO COUNTY","Grade  4","Male",151
"2017-2018",03,"COLORADO COUNTY","Grade  5","Female",113
"2017-2018",03,"COLORADO COUNTY","Grade  5","Male",131
"2017-2018",03,"COLORADO COUNTY","Grade  6","Female",126
"2017-2018",03,"COLORADO COUNTY","Grade  6","Male",135
"2017-2018",03,"COLORADO COUNTY","Grade  7","Female",114
"2017-2018",03,"COLORADO COUNTY","Grade  7","Male",118
"2017-2018",03,"COLORADO COUNTY","Grade  8","Female",119
"2017-2018",03,"COLORADO COUNTY","Grade  8","Male",110
"2017-2018",03,"COLORADO COUNTY","Grade  9","Female",148
"2017-2018",03,"COLORADO COUNTY","Grade  9","Male",175
"2017-2018",03,"COLORADO COUNTY","Grade 10","Female",125
"2017-2018",03,"COLORADO COUNTY","Grade 10","Male",151
"2017-2018",03,"COLORADO COUNTY","Grade 11","Female",130
"2017-2018",03,"COLORADO COUNTY","Grade 11","Male",160
"2017-2018",03,"COLORADO COUNTY","Grade 12","Female",128
"2017-2018",03,"COLORADO COUNTY","Grade 12","Male",126
"2017-2018",13,"COMAL COUNTY/13","Early Education","Female",9
"2017-2018",13,"COMAL COUNTY/13","Early Education","Male",25
"2017-2018",13,"COMAL COUNTY/13","Pre-kindergarten","Female",144
"2017-2018",13,"COMAL COUNTY/13","Pre-kindergarten","Male",155
"2017-2018",13,"COMAL COUNTY/13","Kindergarten","Female",318
"2017-2018",13,"COMAL COUNTY/13","Kindergarten","Male",327
"2017-2018",13,"COMAL COUNTY/13","Grade  1","Female",327
"2017-2018",13,"COMAL COUNTY/13","Grade  1","Male",346
"2017-2018",13,"COMAL COUNTY/13","Grade  2","Female",299
"2017-2018",13,"COMAL COUNTY/13","Grade  2","Male",358
"2017-2018",13,"COMAL COUNTY/13","Grade  3","Female",328
"2017-2018",13,"COMAL COUNTY/13","Grade  3","Male",340
"2017-2018",13,"COMAL COUNTY/13","Grade  4","Female",334
"2017-2018",13,"COMAL COUNTY/13","Grade  4","Male",343
"2017-2018",13,"COMAL COUNTY/13","Grade  5","Female",297
"2017-2018",13,"COMAL COUNTY/13","Grade  5","Male",373
"2017-2018",13,"COMAL COUNTY/13","Grade  6","Female",340
"2017-2018",13,"COMAL COUNTY/13","Grade  6","Male",371
"2017-2018",13,"COMAL COUNTY/13","Grade  7","Female",324
"2017-2018",13,"COMAL COUNTY/13","Grade  7","Male",330
"2017-2018",13,"COMAL COUNTY/13","Grade  8","Female",342
"2017-2018",13,"COMAL COUNTY/13","Grade  8","Male",368
"2017-2018",13,"COMAL COUNTY/13","Grade  9","Female",349
"2017-2018",13,"COMAL COUNTY/13","Grade  9","Male",345
"2017-2018",13,"COMAL COUNTY/13","Grade 10","Female",313
"2017-2018",13,"COMAL COUNTY/13","Grade 10","Male",375
"2017-2018",13,"COMAL COUNTY/13","Grade 11","Female",293
"2017-2018",13,"COMAL COUNTY/13","Grade 11","Male",288
"2017-2018",13,"COMAL COUNTY/13","Grade 12","Female",283
"2017-2018",13,"COMAL COUNTY/13","Grade 12","Male",306
"2017-2018",20,"COMAL COUNTY/20","Early Education","Female",55
"2017-2018",20,"COMAL COUNTY/20","Early Education","Male",107
"2017-2018",20,"COMAL COUNTY/20","Pre-kindergarten","Female",170
"2017-2018",20,"COMAL COUNTY/20","Pre-kindergarten","Male",162
"2017-2018",20,"COMAL COUNTY/20","Kindergarten","Female",782
"2017-2018",20,"COMAL COUNTY/20","Kindergarten","Male",830
"2017-2018",20,"COMAL COUNTY/20","Grade  1","Female",856
"2017-2018",20,"COMAL COUNTY/20","Grade  1","Male",859
"2017-2018",20,"COMAL COUNTY/20","Grade  2","Female",840
"2017-2018",20,"COMAL COUNTY/20","Grade  2","Male",840
"2017-2018",20,"COMAL COUNTY/20","Grade  3","Female",878
"2017-2018",20,"COMAL COUNTY/20","Grade  3","Male",916
"2017-2018",20,"COMAL COUNTY/20","Grade  4","Female",897
"2017-2018",20,"COMAL COUNTY/20","Grade  4","Male",989
"2017-2018",20,"COMAL COUNTY/20","Grade  5","Female",881
"2017-2018",20,"COMAL COUNTY/20","Grade  5","Male",948
"2017-2018",20,"COMAL COUNTY/20","Grade  6","Female",881
"2017-2018",20,"COMAL COUNTY/20","Grade  6","Male",888
"2017-2018",20,"COMAL COUNTY/20","Grade  7","Female",864
"2017-2018",20,"COMAL COUNTY/20","Grade  7","Male",930
"2017-2018",20,"COMAL COUNTY/20","Grade  8","Female",936
"2017-2018",20,"COMAL COUNTY/20","Grade  8","Male",1060
"2017-2018",20,"COMAL COUNTY/20","Grade  9","Female",886
"2017-2018",20,"COMAL COUNTY/20","Grade  9","Male",1021
"2017-2018",20,"COMAL COUNTY/20","Grade 10","Female",870
"2017-2018",20,"COMAL COUNTY/20","Grade 10","Male",919
"2017-2018",20,"COMAL COUNTY/20","Grade 11","Female",851
"2017-2018",20,"COMAL COUNTY/20","Grade 11","Male",909
"2017-2018",20,"COMAL COUNTY/20","Grade 12","Female",767
"2017-2018",20,"COMAL COUNTY/20","Grade 12","Male",816
"2017-2018","AL","COMAL COUNTY/ALL","Early Education","Female",64
"2017-2018","AL","COMAL COUNTY/ALL","Early Education","Male",132
"2017-2018","AL","COMAL COUNTY/ALL","Pre-kindergarten","Female",314
"2017-2018","AL","COMAL COUNTY/ALL","Pre-kindergarten","Male",317
"2017-2018","AL","COMAL COUNTY/ALL","Kindergarten","Female",1100
"2017-2018","AL","COMAL COUNTY/ALL","Kindergarten","Male",1157
"2017-2018","AL","COMAL COUNTY/ALL","Grade  1","Female",1183
"2017-2018","AL","COMAL COUNTY/ALL","Grade  1","Male",1205
"2017-2018","AL","COMAL COUNTY/ALL","Grade  2","Female",1139
"2017-2018","AL","COMAL COUNTY/ALL","Grade  2","Male",1198
"2017-2018","AL","COMAL COUNTY/ALL","Grade  3","Female",1206
"2017-2018","AL","COMAL COUNTY/ALL","Grade  3","Male",1256
"2017-2018","AL","COMAL COUNTY/ALL","Grade  4","Female",1231
"2017-2018","AL","COMAL COUNTY/ALL","Grade  4","Male",1332
"2017-2018","AL","COMAL COUNTY/ALL","Grade  5","Female",1178
"2017-2018","AL","COMAL COUNTY/ALL","Grade  5","Male",1321
"2017-2018","AL","COMAL COUNTY/ALL","Grade  6","Female",1221
"2017-2018","AL","COMAL COUNTY/ALL","Grade  6","Male",1259
"2017-2018","AL","COMAL COUNTY/ALL","Grade  7","Female",1188
"2017-2018","AL","COMAL COUNTY/ALL","Grade  7","Male",1260
"2017-2018","AL","COMAL COUNTY/ALL","Grade  8","Female",1278
"2017-2018","AL","COMAL COUNTY/ALL","Grade  8","Male",1428
"2017-2018","AL","COMAL COUNTY/ALL","Grade  9","Female",1235
"2017-2018","AL","COMAL COUNTY/ALL","Grade  9","Male",1366
"2017-2018","AL","COMAL COUNTY/ALL","Grade 10","Female",1183
"2017-2018","AL","COMAL COUNTY/ALL","Grade 10","Male",1294
"2017-2018","AL","COMAL COUNTY/ALL","Grade 11","Female",1144
"2017-2018","AL","COMAL COUNTY/ALL","Grade 11","Male",1197
"2017-2018","AL","COMAL COUNTY/ALL","Grade 12","Female",1050
"2017-2018","AL","COMAL COUNTY/ALL","Grade 12","Male",1122
"2017-2018",14,"COMANCHE COUNTY","Early Education","Female",13
"2017-2018",14,"COMANCHE COUNTY","Early Education","Male",25
"2017-2018",14,"COMANCHE COUNTY","Pre-kindergarten","Female",63
"2017-2018",14,"COMANCHE COUNTY","Pre-kindergarten","Male",62
"2017-2018",14,"COMANCHE COUNTY","Kindergarten","Female",74
"2017-2018",14,"COMANCHE COUNTY","Kindergarten","Male",101
"2017-2018",14,"COMANCHE COUNTY","Grade  1","Female",85
"2017-2018",14,"COMANCHE COUNTY","Grade  1","Male",100
"2017-2018",14,"COMANCHE COUNTY","Grade  2","Female",79
"2017-2018",14,"COMANCHE COUNTY","Grade  2","Male",85
"2017-2018",14,"COMANCHE COUNTY","Grade  3","Female",80
"2017-2018",14,"COMANCHE COUNTY","Grade  3","Male",85
"2017-2018",14,"COMANCHE COUNTY","Grade  4","Female",92
"2017-2018",14,"COMANCHE COUNTY","Grade  4","Male",91
"2017-2018",14,"COMANCHE COUNTY","Grade  5","Female",90
"2017-2018",14,"COMANCHE COUNTY","Grade  5","Male",93
"2017-2018",14,"COMANCHE COUNTY","Grade  6","Female",98
"2017-2018",14,"COMANCHE COUNTY","Grade  6","Male",87
"2017-2018",14,"COMANCHE COUNTY","Grade  7","Female",82
"2017-2018",14,"COMANCHE COUNTY","Grade  7","Male",95
"2017-2018",14,"COMANCHE COUNTY","Grade  8","Female",96
"2017-2018",14,"COMANCHE COUNTY","Grade  8","Male",69
"2017-2018",14,"COMANCHE COUNTY","Grade  9","Female",82
"2017-2018",14,"COMANCHE COUNTY","Grade  9","Male",87
"2017-2018",14,"COMANCHE COUNTY","Grade 10","Female",79
"2017-2018",14,"COMANCHE COUNTY","Grade 10","Male",73
"2017-2018",14,"COMANCHE COUNTY","Grade 11","Female",54
"2017-2018",14,"COMANCHE COUNTY","Grade 11","Male",76
"2017-2018",14,"COMANCHE COUNTY","Grade 12","Female",62
"2017-2018",14,"COMANCHE COUNTY","Grade 12","Male",66
"2017-2018",15,"CONCHO COUNTY","Early Education","Female",0
"2017-2018",15,"CONCHO COUNTY","Early Education","Male",-9999999
"2017-2018",15,"CONCHO COUNTY","Pre-kindergarten","Female",-9999999
"2017-2018",15,"CONCHO COUNTY","Pre-kindergarten","Male",10
"2017-2018",15,"CONCHO COUNTY","Kindergarten","Female",10
"2017-2018",15,"CONCHO COUNTY","Kindergarten","Male",26
"2017-2018",15,"CONCHO COUNTY","Grade  1","Female",10
"2017-2018",15,"CONCHO COUNTY","Grade  1","Male",21
"2017-2018",15,"CONCHO COUNTY","Grade  2","Female",15
"2017-2018",15,"CONCHO COUNTY","Grade  2","Male",10
"2017-2018",15,"CONCHO COUNTY","Grade  3","Female",12
"2017-2018",15,"CONCHO COUNTY","Grade  3","Male",15
"2017-2018",15,"CONCHO COUNTY","Grade  4","Female",20
"2017-2018",15,"CONCHO COUNTY","Grade  4","Male",20
"2017-2018",15,"CONCHO COUNTY","Grade  5","Female",22
"2017-2018",15,"CONCHO COUNTY","Grade  5","Male",12
"2017-2018",15,"CONCHO COUNTY","Grade  6","Female",19
"2017-2018",15,"CONCHO COUNTY","Grade  6","Male",14
"2017-2018",15,"CONCHO COUNTY","Grade  7","Female",19
"2017-2018",15,"CONCHO COUNTY","Grade  7","Male",20
"2017-2018",15,"CONCHO COUNTY","Grade  8","Female",26
"2017-2018",15,"CONCHO COUNTY","Grade  8","Male",23
"2017-2018",15,"CONCHO COUNTY","Grade  9","Female",21
"2017-2018",15,"CONCHO COUNTY","Grade  9","Male",21
"2017-2018",15,"CONCHO COUNTY","Grade 10","Female",16
"2017-2018",15,"CONCHO COUNTY","Grade 10","Male",16
"2017-2018",15,"CONCHO COUNTY","Grade 11","Female",19
"2017-2018",15,"CONCHO COUNTY","Grade 11","Male",16
"2017-2018",15,"CONCHO COUNTY","Grade 12","Female",19
"2017-2018",15,"CONCHO COUNTY","Grade 12","Male",20
"2017-2018",11,"COOKE COUNTY","Early Education","Female",7
"2017-2018",11,"COOKE COUNTY","Early Education","Male",22
"2017-2018",11,"COOKE COUNTY","Pre-kindergarten","Female",137
"2017-2018",11,"COOKE COUNTY","Pre-kindergarten","Male",144
"2017-2018",11,"COOKE COUNTY","Kindergarten","Female",244
"2017-2018",11,"COOKE COUNTY","Kindergarten","Male",245
"2017-2018",11,"COOKE COUNTY","Grade  1","Female",226
"2017-2018",11,"COOKE COUNTY","Grade  1","Male",234
"2017-2018",11,"COOKE COUNTY","Grade  2","Female",234
"2017-2018",11,"COOKE COUNTY","Grade  2","Male",273
"2017-2018",11,"COOKE COUNTY","Grade  3","Female",246
"2017-2018",11,"COOKE COUNTY","Grade  3","Male",252
"2017-2018",11,"COOKE COUNTY","Grade  4","Female",243
"2017-2018",11,"COOKE COUNTY","Grade  4","Male",277
"2017-2018",11,"COOKE COUNTY","Grade  5","Female",253
"2017-2018",11,"COOKE COUNTY","Grade  5","Male",262
"2017-2018",11,"COOKE COUNTY","Grade  6","Female",241
"2017-2018",11,"COOKE COUNTY","Grade  6","Male",247
"2017-2018",11,"COOKE COUNTY","Grade  7","Female",241
"2017-2018",11,"COOKE COUNTY","Grade  7","Male",269
"2017-2018",11,"COOKE COUNTY","Grade  8","Female",238
"2017-2018",11,"COOKE COUNTY","Grade  8","Male",263
"2017-2018",11,"COOKE COUNTY","Grade  9","Female",252
"2017-2018",11,"COOKE COUNTY","Grade  9","Male",273
"2017-2018",11,"COOKE COUNTY","Grade 10","Female",235
"2017-2018",11,"COOKE COUNTY","Grade 10","Male",258
"2017-2018",11,"COOKE COUNTY","Grade 11","Female",233
"2017-2018",11,"COOKE COUNTY","Grade 11","Male",226
"2017-2018",11,"COOKE COUNTY","Grade 12","Female",194
"2017-2018",11,"COOKE COUNTY","Grade 12","Male",202
"2017-2018",12,"CORYELL COUNTY","Early Education","Female",14
"2017-2018",12,"CORYELL COUNTY","Early Education","Male",20
"2017-2018",12,"CORYELL COUNTY","Pre-kindergarten","Female",365
"2017-2018",12,"CORYELL COUNTY","Pre-kindergarten","Male",296
"2017-2018",12,"CORYELL COUNTY","Kindergarten","Female",371
"2017-2018",12,"CORYELL COUNTY","Kindergarten","Male",409
"2017-2018",12,"CORYELL COUNTY","Grade  1","Female",435
"2017-2018",12,"CORYELL COUNTY","Grade  1","Male",424
"2017-2018",12,"CORYELL COUNTY","Grade  2","Female",418
"2017-2018",12,"CORYELL COUNTY","Grade  2","Male",442
"2017-2018",12,"CORYELL COUNTY","Grade  3","Female",435
"2017-2018",12,"CORYELL COUNTY","Grade  3","Male",455
"2017-2018",12,"CORYELL COUNTY","Grade  4","Female",394
"2017-2018",12,"CORYELL COUNTY","Grade  4","Male",431
"2017-2018",12,"CORYELL COUNTY","Grade  5","Female",447
"2017-2018",12,"CORYELL COUNTY","Grade  5","Male",459
"2017-2018",12,"CORYELL COUNTY","Grade  6","Female",406
"2017-2018",12,"CORYELL COUNTY","Grade  6","Male",438
"2017-2018",12,"CORYELL COUNTY","Grade  7","Female",404
"2017-2018",12,"CORYELL COUNTY","Grade  7","Male",451
"2017-2018",12,"CORYELL COUNTY","Grade  8","Female",423
"2017-2018",12,"CORYELL COUNTY","Grade  8","Male",413
"2017-2018",12,"CORYELL COUNTY","Grade  9","Female",444
"2017-2018",12,"CORYELL COUNTY","Grade  9","Male",427
"2017-2018",12,"CORYELL COUNTY","Grade 10","Female",432
"2017-2018",12,"CORYELL COUNTY","Grade 10","Male",492
"2017-2018",12,"CORYELL COUNTY","Grade 11","Female",418
"2017-2018",12,"CORYELL COUNTY","Grade 11","Male",396
"2017-2018",12,"CORYELL COUNTY","Grade 12","Female",349
"2017-2018",12,"CORYELL COUNTY","Grade 12","Male",397
"2017-2018",17,"COTTLE COUNTY","Early Education","Female",0
"2017-2018",17,"COTTLE COUNTY","Early Education","Male",-9999999
"2017-2018",17,"COTTLE COUNTY","Pre-kindergarten","Female",-9999999
"2017-2018",17,"COTTLE COUNTY","Pre-kindergarten","Male",7
"2017-2018",17,"COTTLE COUNTY","Kindergarten","Female",-9999999
"2017-2018",17,"COTTLE COUNTY","Kindergarten","Male",-9999999
"2017-2018",17,"COTTLE COUNTY","Grade  1","Female",8
"2017-2018",17,"COTTLE COUNTY","Grade  1","Male",-9999999
"2017-2018",17,"COTTLE COUNTY","Grade  2","Female",10
"2017-2018",17,"COTTLE COUNTY","Grade  2","Male",12
"2017-2018",17,"COTTLE COUNTY","Grade  3","Female",8
"2017-2018",17,"COTTLE COUNTY","Grade  3","Male",7
"2017-2018",17,"COTTLE COUNTY","Grade  4","Female",6
"2017-2018",17,"COTTLE COUNTY","Grade  4","Male",-9999999
"2017-2018",17,"COTTLE COUNTY","Grade  5","Female",8
"2017-2018",17,"COTTLE COUNTY","Grade  5","Male",8
"2017-2018",17,"COTTLE COUNTY","Grade  6","Female",7
"2017-2018",17,"COTTLE COUNTY","Grade  6","Male",8
"2017-2018",17,"COTTLE COUNTY","Grade  7","Female",9
"2017-2018",17,"COTTLE COUNTY","Grade  7","Male",10
"2017-2018",17,"COTTLE COUNTY","Grade  8","Female",5
"2017-2018",17,"COTTLE COUNTY","Grade  8","Male",9
"2017-2018",17,"COTTLE COUNTY","Grade  9","Female",12
"2017-2018",17,"COTTLE COUNTY","Grade  9","Male",11
"2017-2018",17,"COTTLE COUNTY","Grade 10","Female",5
"2017-2018",17,"COTTLE COUNTY","Grade 10","Male",12
"2017-2018",17,"COTTLE COUNTY","Grade 11","Female",9
"2017-2018",17,"COTTLE COUNTY","Grade 11","Male",8
"2017-2018",17,"COTTLE COUNTY","Grade 12","Female",6
"2017-2018",17,"COTTLE COUNTY","Grade 12","Male",8
"2017-2018",18,"CRANE COUNTY","Early Education","Female",0
"2017-2018",18,"CRANE COUNTY","Early Education","Male",-9999999
"2017-2018",18,"CRANE COUNTY","Pre-kindergarten","Female",47
"2017-2018",18,"CRANE COUNTY","Pre-kindergarten","Male",32
"2017-2018",18,"CRANE COUNTY","Kindergarten","Female",43
"2017-2018",18,"CRANE COUNTY","Kindergarten","Male",41
"2017-2018",18,"CRANE COUNTY","Grade  1","Female",40
"2017-2018",18,"CRANE COUNTY","Grade  1","Male",31
"2017-2018",18,"CRANE COUNTY","Grade  2","Female",41
"2017-2018",18,"CRANE COUNTY","Grade  2","Male",37
"2017-2018",18,"CRANE COUNTY","Grade  3","Female",34
"2017-2018",18,"CRANE COUNTY","Grade  3","Male",51
"2017-2018",18,"CRANE COUNTY","Grade  4","Female",51
"2017-2018",18,"CRANE COUNTY","Grade  4","Male",45
"2017-2018",18,"CRANE COUNTY","Grade  5","Female",34
"2017-2018",18,"CRANE COUNTY","Grade  5","Male",41
"2017-2018",18,"CRANE COUNTY","Grade  6","Female",45
"2017-2018",18,"CRANE COUNTY","Grade  6","Male",42
"2017-2018",18,"CRANE COUNTY","Grade  7","Female",38
"2017-2018",18,"CRANE COUNTY","Grade  7","Male",47
"2017-2018",18,"CRANE COUNTY","Grade  8","Female",37
"2017-2018",18,"CRANE COUNTY","Grade  8","Male",52
"2017-2018",18,"CRANE COUNTY","Grade  9","Female",41
"2017-2018",18,"CRANE COUNTY","Grade  9","Male",30
"2017-2018",18,"CRANE COUNTY","Grade 10","Female",37
"2017-2018",18,"CRANE COUNTY","Grade 10","Male",54
"2017-2018",18,"CRANE COUNTY","Grade 11","Female",48
"2017-2018",18,"CRANE COUNTY","Grade 11","Male",37
"2017-2018",18,"CRANE COUNTY","Grade 12","Female",29
"2017-2018",18,"CRANE COUNTY","Grade 12","Male",48
"2017-2018",15,"CROCKETT COUNTY","Early Education","Female",0
"2017-2018",15,"CROCKETT COUNTY","Early Education","Male",-9999999
"2017-2018",15,"CROCKETT COUNTY","Pre-kindergarten","Female",18
"2017-2018",15,"CROCKETT COUNTY","Pre-kindergarten","Male",25
"2017-2018",15,"CROCKETT COUNTY","Kindergarten","Female",26
"2017-2018",15,"CROCKETT COUNTY","Kindergarten","Male",29
"2017-2018",15,"CROCKETT COUNTY","Grade  1","Female",22
"2017-2018",15,"CROCKETT COUNTY","Grade  1","Male",32
"2017-2018",15,"CROCKETT COUNTY","Grade  2","Female",34
"2017-2018",15,"CROCKETT COUNTY","Grade  2","Male",23
"2017-2018",15,"CROCKETT COUNTY","Grade  3","Female",28
"2017-2018",15,"CROCKETT COUNTY","Grade  3","Male",31
"2017-2018",15,"CROCKETT COUNTY","Grade  4","Female",33
"2017-2018",15,"CROCKETT COUNTY","Grade  4","Male",31
"2017-2018",15,"CROCKETT COUNTY","Grade  5","Female",32
"2017-2018",15,"CROCKETT COUNTY","Grade  5","Male",22
"2017-2018",15,"CROCKETT COUNTY","Grade  6","Female",38
"2017-2018",15,"CROCKETT COUNTY","Grade  6","Male",31
"2017-2018",15,"CROCKETT COUNTY","Grade  7","Female",26
"2017-2018",15,"CROCKETT COUNTY","Grade  7","Male",25
"2017-2018",15,"CROCKETT COUNTY","Grade  8","Female",29
"2017-2018",15,"CROCKETT COUNTY","Grade  8","Male",29
"2017-2018",15,"CROCKETT COUNTY","Grade  9","Female",25
"2017-2018",15,"CROCKETT COUNTY","Grade  9","Male",25
"2017-2018",15,"CROCKETT COUNTY","Grade 10","Female",29
"2017-2018",15,"CROCKETT COUNTY","Grade 10","Male",26
"2017-2018",15,"CROCKETT COUNTY","Grade 11","Female",20
"2017-2018",15,"CROCKETT COUNTY","Grade 11","Male",25
"2017-2018",15,"CROCKETT COUNTY","Grade 12","Female",20
"2017-2018",15,"CROCKETT COUNTY","Grade 12","Male",22
"2017-2018",17,"CROSBY COUNTY","Early Education","Female",-9999999
"2017-2018",17,"CROSBY COUNTY","Early Education","Male",-9999999
"2017-2018",17,"CROSBY COUNTY","Pre-kindergarten","Female",34
"2017-2018",17,"CROSBY COUNTY","Pre-kindergarten","Male",37
"2017-2018",17,"CROSBY COUNTY","Kindergarten","Female",43
"2017-2018",17,"CROSBY COUNTY","Kindergarten","Male",36
"2017-2018",17,"CROSBY COUNTY","Grade  1","Female",45
"2017-2018",17,"CROSBY COUNTY","Grade  1","Male",39
"2017-2018",17,"CROSBY COUNTY","Grade  2","Female",46
"2017-2018",17,"CROSBY COUNTY","Grade  2","Male",45
"2017-2018",17,"CROSBY COUNTY","Grade  3","Female",29
"2017-2018",17,"CROSBY COUNTY","Grade  3","Male",46
"2017-2018",17,"CROSBY COUNTY","Grade  4","Female",49
"2017-2018",17,"CROSBY COUNTY","Grade  4","Male",38
"2017-2018",17,"CROSBY COUNTY","Grade  5","Female",45
"2017-2018",17,"CROSBY COUNTY","Grade  5","Male",42
"2017-2018",17,"CROSBY COUNTY","Grade  6","Female",43
"2017-2018",17,"CROSBY COUNTY","Grade  6","Male",44
"2017-2018",17,"CROSBY COUNTY","Grade  7","Female",49
"2017-2018",17,"CROSBY COUNTY","Grade  7","Male",45
"2017-2018",17,"CROSBY COUNTY","Grade  8","Female",35
