"Year","Region","County Name","Grade Level Name","Gender Name","Gender Count"
"2017-2018",01,"CAMERON COUNTY","Grade 11","Male",3911
"2017-2018",01,"CAMERON COUNTY","Grade 12","Female",3428
"2017-2018",01,"CAMERON COUNTY","Grade 12","Male",3535
"2017-2018",08,"CAMP COUNTY","Early Education","Female",6
"2017-2018",08,"CAMP COUNTY","Early Education","Male",7
"2017-2018",08,"CAMP COUNTY","Pre-kindergarten","Female",44
"2017-2018",08,"CAMP COUNTY","Pre-kindergarten","Male",45
"2017-2018",08,"CAMP COUNTY","Kindergarten","Female",72
"2017-2018",08,"CAMP COUNTY","Kindergarten","Male",73
"2017-2018",08,"CAMP COUNTY","Grade  1","Female",93
"2017-2018",08,"CAMP COUNTY","Grade  1","Male",86
"2017-2018",08,"CAMP COUNTY","Grade  2","Female",97
"2017-2018",08,"CAMP COUNTY","Grade  2","Male",102
"2017-2018",08,"CAMP COUNTY","Grade  3","Female",69
"2017-2018",08,"CAMP COUNTY","Grade  3","Male",86
"2017-2018",08,"CAMP COUNTY","Grade  4","Female",91
"2017-2018",08,"CAMP COUNTY","Grade  4","Male",110
"2017-2018",08,"CAMP COUNTY","Grade  5","Female",86
"2017-2018",08,"CAMP COUNTY","Grade  5","Male",83
"2017-2018",08,"CAMP COUNTY","Grade  6","Female",80
"2017-2018",08,"CAMP COUNTY","Grade  6","Male",94
"2017-2018",08,"CAMP COUNTY","Grade  7","Female",83
"2017-2018",08,"CAMP COUNTY","Grade  7","Male",97
"2017-2018",08,"CAMP COUNTY","Grade  8","Female",90
"2017-2018",08,"CAMP COUNTY","Grade  8","Male",103
"2017-2018",08,"CAMP COUNTY","Grade  9","Female",96
"2017-2018",08,"CAMP COUNTY","Grade  9","Male",79
"2017-2018",08,"CAMP COUNTY","Grade 10","Female",89
"2017-2018",08,"CAMP COUNTY","Grade 10","Male",93
"2017-2018",08,"CAMP COUNTY","Grade 11","Female",52
"2017-2018",08,"CAMP COUNTY","Grade 11","Male",78
"2017-2018",08,"CAMP COUNTY","Grade 12","Female",82
"2017-2018",08,"CAMP COUNTY","Grade 12","Male",78
"2017-2018",16,"CARSON COUNTY","Early Education","Female",-9999999
"2017-2018",16,"CARSON COUNTY","Early Education","Male",-9999999
"2017-2018",16,"CARSON COUNTY","Pre-kindergarten","Female",27
"2017-2018",16,"CARSON COUNTY","Pre-kindergarten","Male",34
"2017-2018",16,"CARSON COUNTY","Kindergarten","Female",31
"2017-2018",16,"CARSON COUNTY","Kindergarten","Male",54
"2017-2018",16,"CARSON COUNTY","Grade  1","Female",44
"2017-2018",16,"CARSON COUNTY","Grade  1","Male",43
"2017-2018",16,"CARSON COUNTY","Grade  2","Female",35
"2017-2018",16,"CARSON COUNTY","Grade  2","Male",51
"2017-2018",16,"CARSON COUNTY","Grade  3","Female",48
"2017-2018",16,"CARSON COUNTY","Grade  3","Male",53
"2017-2018",16,"CARSON COUNTY","Grade  4","Female",46
"2017-2018",16,"CARSON COUNTY","Grade  4","Male",51
"2017-2018",16,"CARSON COUNTY","Grade  5","Female",49
"2017-2018",16,"CARSON COUNTY","Grade  5","Male",42
"2017-2018",16,"CARSON COUNTY","Grade  6","Female",50
"2017-2018",16,"CARSON COUNTY","Grade  6","Male",39
"2017-2018",16,"CARSON COUNTY","Grade  7","Female",44
"2017-2018",16,"CARSON COUNTY","Grade  7","Male",57
"2017-2018",16,"CARSON COUNTY","Grade  8","Female",42
"2017-2018",16,"CARSON COUNTY","Grade  8","Male",53
"2017-2018",16,"CARSON COUNTY","Grade  9","Female",51
"2017-2018",16,"CARSON COUNTY","Grade  9","Male",47
"2017-2018",16,"CARSON COUNTY","Grade 10","Female",44
"2017-2018",16,"CARSON COUNTY","Grade 10","Male",45
"2017-2018",16,"CARSON COUNTY","Grade 11","Female",39
"2017-2018",16,"CARSON COUNTY","Grade 11","Male",48
"2017-2018",16,"CARSON COUNTY","Grade 12","Female",41
"2017-2018",16,"CARSON COUNTY","Grade 12","Male",37
"2017-2018",08,"CASS COUNTY","Early Education","Female",5
"2017-2018",08,"CASS COUNTY","Early Education","Male",13
"2017-2018",08,"CASS COUNTY","Pre-kindergarten","Female",144
"2017-2018",08,"CASS COUNTY","Pre-kindergarten","Male",185
"2017-2018",08,"CASS COUNTY","Kindergarten","Female",193
"2017-2018",08,"CASS COUNTY","Kindergarten","Male",192
"2017-2018",08,"CASS COUNTY","Grade  1","Female",186
"2017-2018",08,"CASS COUNTY","Grade  1","Male",188
"2017-2018",08,"CASS COUNTY","Grade  2","Female",204
"2017-2018",08,"CASS COUNTY","Grade  2","Male",173
"2017-2018",08,"CASS COUNTY","Grade  3","Female",169
"2017-2018",08,"CASS COUNTY","Grade  3","Male",203
"2017-2018",08,"CASS COUNTY","Grade  4","Female",223
"2017-2018",08,"CASS COUNTY","Grade  4","Male",181
"2017-2018",08,"CASS COUNTY","Grade  5","Female",197
"2017-2018",08,"CASS COUNTY","Grade  5","Male",201
"2017-2018",08,"CASS COUNTY","Grade  6","Female",194
"2017-2018",08,"CASS COUNTY","Grade  6","Male",217
"2017-2018",08,"CASS COUNTY","Grade  7","Female",208
"2017-2018",08,"CASS COUNTY","Grade  7","Male",200
"2017-2018",08,"CASS COUNTY","Grade  8","Female",198
"2017-2018",08,"CASS COUNTY","Grade  8","Male",215
"2017-2018",08,"CASS COUNTY","Grade  9","Female",192
"2017-2018",08,"CASS COUNTY","Grade  9","Male",235
"2017-2018",08,"CASS COUNTY","Grade 10","Female",179
"2017-2018",08,"CASS COUNTY","Grade 10","Male",210
"2017-2018",08,"CASS COUNTY","Grade 11","Female",192
"2017-2018",08,"CASS COUNTY","Grade 11","Male",202
"2017-2018",08,"CASS COUNTY","Grade 12","Female",174
"2017-2018",08,"CASS COUNTY","Grade 12","Male",207
"2017-2018",16,"CASTRO COUNTY","Early Education","Female",0
"2017-2018",16,"CASTRO COUNTY","Early Education","Male",-9999999
"2017-2018",16,"CASTRO COUNTY","Pre-kindergarten","Female",49
"2017-2018",16,"CASTRO COUNTY","Pre-kindergarten","Male",78
"2017-2018",16,"CASTRO COUNTY","Kindergarten","Female",66
"2017-2018",16,"CASTRO COUNTY","Kindergarten","Male",58
"2017-2018",16,"CASTRO COUNTY","Grade  1","Female",62
"2017-2018",16,"CASTRO COUNTY","Grade  1","Male",58
"2017-2018",16,"CASTRO COUNTY","Grade  2","Female",77
"2017-2018",16,"CASTRO COUNTY","Grade  2","Male",56
"2017-2018",16,"CASTRO COUNTY","Grade  3","Female",56
"2017-2018",16,"CASTRO COUNTY","Grade  3","Male",82
"2017-2018",16,"CASTRO COUNTY","Grade  4","Female",63
"2017-2018",16,"CASTRO COUNTY","Grade  4","Male",57
"2017-2018",16,"CASTRO COUNTY","Grade  5","Female",65
"2017-2018",16,"CASTRO COUNTY","Grade  5","Male",66
"2017-2018",16,"CASTRO COUNTY","Grade  6","Female",61
"2017-2018",16,"CASTRO COUNTY","Grade  6","Male",53
"2017-2018",16,"CASTRO COUNTY","Grade  7","Female",58
"2017-2018",16,"CASTRO COUNTY","Grade  7","Male",64
"2017-2018",16,"CASTRO COUNTY","Grade  8","Female",65
"2017-2018",16,"CASTRO COUNTY","Grade  8","Male",60
"2017-2018",16,"CASTRO COUNTY","Grade  9","Female",67
"2017-2018",16,"CASTRO COUNTY","Grade  9","Male",71
"2017-2018",16,"CASTRO COUNTY","Grade 10","Female",47
"2017-2018",16,"CASTRO COUNTY","Grade 10","Male",60
"2017-2018",16,"CASTRO COUNTY","Grade 11","Female",58
"2017-2018",16,"CASTRO COUNTY","Grade 11","Male",53
"2017-2018",16,"CASTRO COUNTY","Grade 12","Female",60
"2017-2018",16,"CASTRO COUNTY","Grade 12","Male",43
"2017-2018",04,"CHAMBERS COUNTY/04","Early Education","Female",-9999999
"2017-2018",04,"CHAMBERS COUNTY/04","Early Education","Male",18
"2017-2018",04,"CHAMBERS COUNTY/04","Pre-kindergarten","Female",76
"2017-2018",04,"CHAMBERS COUNTY/04","Pre-kindergarten","Male",82
"2017-2018",04,"CHAMBERS COUNTY/04","Kindergarten","Female",220
"2017-2018",04,"CHAMBERS COUNTY/04","Kindergarten","Male",223
"2017-2018",04,"CHAMBERS COUNTY/04","Grade  1","Female",234
"2017-2018",04,"CHAMBERS COUNTY/04","Grade  1","Male",245
"2017-2018",04,"CHAMBERS COUNTY/04","Grade  2","Female",273
"2017-2018",04,"CHAMBERS COUNTY/04","Grade  2","Male",255
"2017-2018",04,"CHAMBERS COUNTY/04","Grade  3","Female",259
"2017-2018",04,"CHAMBERS COUNTY/04","Grade  3","Male",253
"2017-2018",04,"CHAMBERS COUNTY/04","Grade  4","Female",253
"2017-2018",04,"CHAMBERS COUNTY/04","Grade  4","Male",251
"2017-2018",04,"CHAMBERS COUNTY/04","Grade  5","Female",259
"2017-2018",04,"CHAMBERS COUNTY/04","Grade  5","Male",288
"2017-2018",04,"CHAMBERS COUNTY/04","Grade  6","Female",255
"2017-2018",04,"CHAMBERS COUNTY/04","Grade  6","Male",260
"2017-2018",04,"CHAMBERS COUNTY/04","Grade  7","Female",232
"2017-2018",04,"CHAMBERS COUNTY/04","Grade  7","Male",299
"2017-2018",04,"CHAMBERS COUNTY/04","Grade  8","Female",255
"2017-2018",04,"CHAMBERS COUNTY/04","Grade  8","Male",289
"2017-2018",04,"CHAMBERS COUNTY/04","Grade  9","Female",248
"2017-2018",04,"CHAMBERS COUNTY/04","Grade  9","Male",288
"2017-2018",04,"CHAMBERS COUNTY/04","Grade 10","Female",208
"2017-2018",04,"CHAMBERS COUNTY/04","Grade 10","Male",262
"2017-2018",04,"CHAMBERS COUNTY/04","Grade 11","Female",196
"2017-2018",04,"CHAMBERS COUNTY/04","Grade 11","Male",253
"2017-2018",04,"CHAMBERS COUNTY/04","Grade 12","Female",248
"2017-2018",04,"CHAMBERS COUNTY/04","Grade 12","Male",242
"2017-2018",05,"CHAMBERS COUNTY/05","Early Education","Female",-9999999
"2017-2018",05,"CHAMBERS COUNTY/05","Early Education","Male",8
"2017-2018",05,"CHAMBERS COUNTY/05","Pre-kindergarten","Female",35
"2017-2018",05,"CHAMBERS COUNTY/05","Pre-kindergarten","Male",40
"2017-2018",05,"CHAMBERS COUNTY/05","Kindergarten","Female",53
"2017-2018",05,"CHAMBERS COUNTY/05","Kindergarten","Male",59
"2017-2018",05,"CHAMBERS COUNTY/05","Grade  1","Female",56
"2017-2018",05,"CHAMBERS COUNTY/05","Grade  1","Male",69
"2017-2018",05,"CHAMBERS COUNTY/05","Grade  2","Female",48
"2017-2018",05,"CHAMBERS COUNTY/05","Grade  2","Male",60
"2017-2018",05,"CHAMBERS COUNTY/05","Grade  3","Female",50
"2017-2018",05,"CHAMBERS COUNTY/05","Grade  3","Male",60
"2017-2018",05,"CHAMBERS COUNTY/05","Grade  4","Female",50
"2017-2018",05,"CHAMBERS COUNTY/05","Grade  4","Male",67
"2017-2018",05,"CHAMBERS COUNTY/05","Grade  5","Female",44
"2017-2018",05,"CHAMBERS COUNTY/05","Grade  5","Male",67
"2017-2018",05,"CHAMBERS COUNTY/05","Grade  6","Female",52
"2017-2018",05,"CHAMBERS COUNTY/05","Grade  6","Male",50
"2017-2018",05,"CHAMBERS COUNTY/05","Grade  7","Female",48
"2017-2018",05,"CHAMBERS COUNTY/05","Grade  7","Male",65
"2017-2018",05,"CHAMBERS COUNTY/05","Grade  8","Female",55
"2017-2018",05,"CHAMBERS COUNTY/05","Grade  8","Male",47
"2017-2018",05,"CHAMBERS COUNTY/05","Grade  9","Female",51
"2017-2018",05,"CHAMBERS COUNTY/05","Grade  9","Male",51
"2017-2018",05,"CHAMBERS COUNTY/05","Grade 10","Female",64
"2017-2018",05,"CHAMBERS COUNTY/05","Grade 10","Male",66
"2017-2018",05,"CHAMBERS COUNTY/05","Grade 11","Female",52
"2017-2018",05,"CHAMBERS COUNTY/05","Grade 11","Male",55
"2017-2018",05,"CHAMBERS COUNTY/05","Grade 12","Female",54
"2017-2018",05,"CHAMBERS COUNTY/05","Grade 12","Male",42
"2017-2018","AL","CHAMBERS COUNTY/ALL","Early Education","Female",5
"2017-2018","AL","CHAMBERS COUNTY/ALL","Early Education","Male",26
"2017-2018","AL","CHAMBERS COUNTY/ALL","Pre-kindergarten","Female",111
"2017-2018","AL","CHAMBERS COUNTY/ALL","Pre-kindergarten","Male",122
"2017-2018","AL","CHAMBERS COUNTY/ALL","Kindergarten","Female",273
"2017-2018","AL","CHAMBERS COUNTY/ALL","Kindergarten","Male",282
"2017-2018","AL","CHAMBERS COUNTY/ALL","Grade  1","Female",290
"2017-2018","AL","CHAMBERS COUNTY/ALL","Grade  1","Male",314
"2017-2018","AL","CHAMBERS COUNTY/ALL","Grade  2","Female",321
"2017-2018","AL","CHAMBERS COUNTY/ALL","Grade  2","Male",315
"2017-2018","AL","CHAMBERS COUNTY/ALL","Grade  3","Female",309
"2017-2018","AL","CHAMBERS COUNTY/ALL","Grade  3","Male",313
"2017-2018","AL","CHAMBERS COUNTY/ALL","Grade  4","Female",303
"2017-2018","AL","CHAMBERS COUNTY/ALL","Grade  4","Male",318
"2017-2018","AL","CHAMBERS COUNTY/ALL","Grade  5","Female",303
"2017-2018","AL","CHAMBERS COUNTY/ALL","Grade  5","Male",355
"2017-2018","AL","CHAMBERS COUNTY/ALL","Grade  6","Female",307
"2017-2018","AL","CHAMBERS COUNTY/ALL","Grade  6","Male",310
"2017-2018","AL","CHAMBERS COUNTY/ALL","Grade  7","Female",280
"2017-2018","AL","CHAMBERS COUNTY/ALL","Grade  7","Male",364
"2017-2018","AL","CHAMBERS COUNTY/ALL","Grade  8","Female",310
"2017-2018","AL","CHAMBERS COUNTY/ALL","Grade  8","Male",336
"2017-2018","AL","CHAMBERS COUNTY/ALL","Grade  9","Female",299
"2017-2018","AL","CHAMBERS COUNTY/ALL","Grade  9","Male",339
"2017-2018","AL","CHAMBERS COUNTY/ALL","Grade 10","Female",272
"2017-2018","AL","CHAMBERS COUNTY/ALL","Grade 10","Male",328
"2017-2018","AL","CHAMBERS COUNTY/ALL","Grade 11","Female",248
"2017-2018","AL","CHAMBERS COUNTY/ALL","Grade 11","Male",308
"2017-2018","AL","CHAMBERS COUNTY/ALL","Grade 12","Female",302
"2017-2018","AL","CHAMBERS COUNTY/ALL","Grade 12","Male",284
"2017-2018",07,"CHEROKEE COUNTY","Early Education","Female",-9999999
"2017-2018",07,"CHEROKEE COUNTY","Early Education","Male",12
"2017-2018",07,"CHEROKEE COUNTY","Pre-kindergarten","Female",238
"2017-2018",07,"CHEROKEE COUNTY","Pre-kindergarten","Male",255
"2017-2018",07,"CHEROKEE COUNTY","Kindergarten","Female",286
"2017-2018",07,"CHEROKEE COUNTY","Kindergarten","Male",319
"2017-2018",07,"CHEROKEE COUNTY","Grade  1","Female",293
"2017-2018",07,"CHEROKEE COUNTY","Grade  1","Male",334
"2017-2018",07,"CHEROKEE COUNTY","Grade  2","Female",299
"2017-2018",07,"CHEROKEE COUNTY","Grade  2","Male",361
"2017-2018",07,"CHEROKEE COUNTY","Grade  3","Female",316
"2017-2018",07,"CHEROKEE COUNTY","Grade  3","Male",347
"2017-2018",07,"CHEROKEE COUNTY","Grade  4","Female",314
"2017-2018",07,"CHEROKEE COUNTY","Grade  4","Male",342
"2017-2018",07,"CHEROKEE COUNTY","Grade  5","Female",311
"2017-2018",07,"CHEROKEE COUNTY","Grade  5","Male",352
"2017-2018",07,"CHEROKEE COUNTY","Grade  6","Female",314
"2017-2018",07,"CHEROKEE COUNTY","Grade  6","Male",330
"2017-2018",07,"CHEROKEE COUNTY","Grade  7","Female",312
"2017-2018",07,"CHEROKEE COUNTY","Grade  7","Male",331
"2017-2018",07,"CHEROKEE COUNTY","Grade  8","Female",286
"2017-2018",07,"CHEROKEE COUNTY","Grade  8","Male",315
"2017-2018",07,"CHEROKEE COUNTY","Grade  9","Female",296
"2017-2018",07,"CHEROKEE COUNTY","Grade  9","Male",344
"2017-2018",07,"CHEROKEE COUNTY","Grade 10","Female",349
"2017-2018",07,"CHEROKEE COUNTY","Grade 10","Male",285
"2017-2018",07,"CHEROKEE COUNTY","Grade 11","Female",264
"2017-2018",07,"CHEROKEE COUNTY","Grade 11","Male",308
"2017-2018",07,"CHEROKEE COUNTY","Grade 12","Female",246
"2017-2018",07,"CHEROKEE COUNTY","Grade 12","Male",243
"2017-2018",16,"CHILDRESS COUNTY","Early Education","Female",-9999999
"2017-2018",16,"CHILDRESS COUNTY","Early Education","Male",-9999999
"2017-2018",16,"CHILDRESS COUNTY","Pre-kindergarten","Female",13
"2017-2018",16,"CHILDRESS COUNTY","Pre-kindergarten","Male",23
"2017-2018",16,"CHILDRESS COUNTY","Kindergarten","Female",42
"2017-2018",16,"CHILDRESS COUNTY","Kindergarten","Male",40
"2017-2018",16,"CHILDRESS COUNTY","Grade  1","Female",39
"2017-2018",16,"CHILDRESS COUNTY","Grade  1","Male",36
"2017-2018",16,"CHILDRESS COUNTY","Grade  2","Female",42
"2017-2018",16,"CHILDRESS COUNTY","Grade  2","Male",43
"2017-2018",16,"CHILDRESS COUNTY","Grade  3","Female",39
"2017-2018",16,"CHILDRESS COUNTY","Grade  3","Male",53
"2017-2018",16,"CHILDRESS COUNTY","Grade  4","Female",44
"2017-2018",16,"CHILDRESS COUNTY","Grade  4","Male",41
"2017-2018",16,"CHILDRESS COUNTY","Grade  5","Female",39
"2017-2018",16,"CHILDRESS COUNTY","Grade  5","Male",60
"2017-2018",16,"CHILDRESS COUNTY","Grade  6","Female",34
"2017-2018",16,"CHILDRESS COUNTY","Grade  6","Male",48
"2017-2018",16,"CHILDRESS COUNTY","Grade  7","Female",38
"2017-2018",16,"CHILDRESS COUNTY","Grade  7","Male",41
"2017-2018",16,"CHILDRESS COUNTY","Grade  8","Female",50
"2017-2018",16,"CHILDRESS COUNTY","Grade  8","Male",35
"2017-2018",16,"CHILDRESS COUNTY","Grade  9","Female",34
"2017-2018",16,"CHILDRESS COUNTY","Grade  9","Male",48
"2017-2018",16,"CHILDRESS COUNTY","Grade 10","Female",44
"2017-2018",16,"CHILDRESS COUNTY","Grade 10","Male",48
"2017-2018",16,"CHILDRESS COUNTY","Grade 11","Female",36
"2017-2018",16,"CHILDRESS COUNTY","Grade 11","Male",46
"2017-2018",16,"CHILDRESS COUNTY","Grade 12","Female",28
"2017-2018",16,"CHILDRESS COUNTY","Grade 12","Male",28
"2017-2018",09,"CLAY COUNTY","Early Education","Female",-9999999
"2017-2018",09,"CLAY COUNTY","Early Education","Male",-9999999
"2017-2018",09,"CLAY COUNTY","Pre-kindergarten","Female",40
"2017-2018",09,"CLAY COUNTY","Pre-kindergarten","Male",47
"2017-2018",09,"CLAY COUNTY","Kindergarten","Female",59
"2017-2018",09,"CLAY COUNTY","Kindergarten","Male",55
"2017-2018",09,"CLAY COUNTY","Grade  1","Female",53
"2017-2018",09,"CLAY COUNTY","Grade  1","Male",56
"2017-2018",09,"CLAY COUNTY","Grade  2","Female",55
"2017-2018",09,"CLAY COUNTY","Grade  2","Male",67
"2017-2018",09,"CLAY COUNTY","Grade  3","Female",62
"2017-2018",09,"CLAY COUNTY","Grade  3","Male",72
"2017-2018",09,"CLAY COUNTY","Grade  4","Female",56
"2017-2018",09,"CLAY COUNTY","Grade  4","Male",71
"2017-2018",09,"CLAY COUNTY","Grade  5","Female",64
"2017-2018",09,"CLAY COUNTY","Grade  5","Male",59
"2017-2018",09,"CLAY COUNTY","Grade  6","Female",57
"2017-2018",09,"CLAY COUNTY","Grade  6","Male",69
"2017-2018",09,"CLAY COUNTY","Grade  7","Female",61
"2017-2018",09,"CLAY COUNTY","Grade  7","Male",68
"2017-2018",09,"CLAY COUNTY","Grade  8","Female",80
"2017-2018",09,"CLAY COUNTY","Grade  8","Male",73
"2017-2018",09,"CLAY COUNTY","Grade  9","Female",55
"2017-2018",09,"CLAY COUNTY","Grade  9","Male",64
"2017-2018",09,"CLAY COUNTY","Grade 10","Female",74
"2017-2018",09,"CLAY COUNTY","Grade 10","Male",63
"2017-2018",09,"CLAY COUNTY","Grade 11","Female",58
"2017-2018",09,"CLAY COUNTY","Grade 11","Male",65
"2017-2018",09,"CLAY COUNTY","Grade 12","Female",58
"2017-2018",09,"CLAY COUNTY","Grade 12","Male",70
"2017-2018",17,"COCHRAN COUNTY","Early Education","Female",0
"2017-2018",17,"COCHRAN COUNTY","Early Education","Male",-9999999
"2017-2018",17,"COCHRAN COUNTY","Pre-kindergarten","Female",26
"2017-2018",17,"COCHRAN COUNTY","Pre-kindergarten","Male",26
"2017-2018",17,"COCHRAN COUNTY","Kindergarten","Female",19
"2017-2018",17,"COCHRAN COUNTY","Kindergarten","Male",21
"2017-2018",17,"COCHRAN COUNTY","Grade  1","Female",24
"2017-2018",17,"COCHRAN COUNTY","Grade  1","Male",25
"2017-2018",17,"COCHRAN COUNTY","Grade  2","Female",26
"2017-2018",17,"COCHRAN COUNTY","Grade  2","Male",29
"2017-2018",17,"COCHRAN COUNTY","Grade  3","Female",24
"2017-2018",17,"COCHRAN COUNTY","Grade  3","Male",34
"2017-2018",17,"COCHRAN COUNTY","Grade  4","Female",38
"2017-2018",17,"COCHRAN COUNTY","Grade  4","Male",26
"2017-2018",17,"COCHRAN COUNTY","Grade  5","Female",30
"2017-2018",17,"COCHRAN COUNTY","Grade  5","Male",29
"2017-2018",17,"COCHRAN COUNTY","Grade  6","Female",18
"2017-2018",17,"COCHRAN COUNTY","Grade  6","Male",33
"2017-2018",17,"COCHRAN COUNTY","Grade  7","Female",24
"2017-2018",17,"COCHRAN COUNTY","Grade  7","Male",24
"2017-2018",17,"COCHRAN COUNTY","Grade  8","Female",32
"2017-2018",17,"COCHRAN COUNTY","Grade  8","Male",25
"2017-2018",17,"COCHRAN COUNTY","Grade  9","Female",25
"2017-2018",17,"COCHRAN COUNTY","Grade  9","Male",27
"2017-2018",17,"COCHRAN COUNTY","Grade 10","Female",30
"2017-2018",17,"COCHRAN COUNTY","Grade 10","Male",21
"2017-2018",17,"COCHRAN COUNTY","Grade 11","Female",21
"2017-2018",17,"COCHRAN COUNTY","Grade 11","Male",16
"2017-2018",17,"COCHRAN COUNTY","Grade 12","Female",16
"2017-2018",17,"COCHRAN COUNTY","Grade 12","Male",24
"2017-2018",15,"COKE COUNTY","Pre-kindergarten","Female",19
"2017-2018",15,"COKE COUNTY","Pre-kindergarten","Male",22
"2017-2018",15,"COKE COUNTY","Kindergarten","Female",14
"2017-2018",15,"COKE COUNTY","Kindergarten","Male",20
"2017-2018",15,"COKE COUNTY","Grade  1","Female",21
"2017-2018",15,"COKE COUNTY","Grade  1","Male",18
"2017-2018",15,"COKE COUNTY","Grade  2","Female",23
"2017-2018",15,"COKE COUNTY","Grade  2","Male",12
"2017-2018",15,"COKE COUNTY","Grade  3","Female",19
"2017-2018",15,"COKE COUNTY","Grade  3","Male",19
"2017-2018",15,"COKE COUNTY","Grade  4","Female",25
"2017-2018",15,"COKE COUNTY","Grade  4","Male",22
"2017-2018",15,"COKE COUNTY","Grade  5","Female",14
"2017-2018",15,"COKE COUNTY","Grade  5","Male",18
"2017-2018",15,"COKE COUNTY","Grade  6","Female",17
"2017-2018",15,"COKE COUNTY","Grade  6","Male",18
"2017-2018",15,"COKE COUNTY","Grade  7","Female",24
"2017-2018",15,"COKE COUNTY","Grade  7","Male",15
"2017-2018",15,"COKE COUNTY","Grade  8","Female",18
"2017-2018",15,"COKE COUNTY","Grade  8","Male",16
"2017-2018",15,"COKE COUNTY","Grade  9","Female",21
"2017-2018",15,"COKE COUNTY","Grade  9","Male",12
"2017-2018",15,"COKE COUNTY","Grade 10","Female",19
"2017-2018",15,"COKE COUNTY","Grade 10","Male",20
"2017-2018",15,"COKE COUNTY","Grade 11","Female",21
"2017-2018",15,"COKE COUNTY","Grade 11","Male",22
"2017-2018",15,"COKE COUNTY","Grade 12","Female",19
"2017-2018",15,"COKE COUNTY","Grade 12","Male",23
"2017-2018",15,"COLEMAN COUNTY","Early Education","Female",-9999999
"2017-2018",15,"COLEMAN COUNTY","Early Education","Male",6
"2017-2018",15,"COLEMAN COUNTY","Pre-kindergarten","Female",52
"2017-2018",15,"COLEMAN COUNTY","Pre-kindergarten","Male",30
"2017-2018",15,"COLEMAN COUNTY","Kindergarten","Female",50
"2017-2018",15,"COLEMAN COUNTY","Kindergarten","Male",39
"2017-2018",15,"COLEMAN COUNTY","Grade  1","Female",43
"2017-2018",15,"COLEMAN COUNTY","Grade  1","Male",58
"2017-2018",15,"COLEMAN COUNTY","Grade  2","Female",31
"2017-2018",15,"COLEMAN COUNTY","Grade  2","Male",47
"2017-2018",15,"COLEMAN COUNTY","Grade  3","Female",70
"2017-2018",15,"COLEMAN COUNTY","Grade  3","Male",37
"2017-2018",15,"COLEMAN COUNTY","Grade  4","Female",53
"2017-2018",15,"COLEMAN COUNTY","Grade  4","Male",45
"2017-2018",15,"COLEMAN COUNTY","Grade  5","Female",50
"2017-2018",15,"COLEMAN COUNTY","Grade  5","Male",52
"2017-2018",15,"COLEMAN COUNTY","Grade  6","Female",40
"2017-2018",15,"COLEMAN COUNTY","Grade  6","Male",52
"2017-2018",15,"COLEMAN COUNTY","Grade  7","Female",45
"2017-2018",15,"COLEMAN COUNTY","Grade  7","Male",43
"2017-2018",15,"COLEMAN COUNTY","Grade  8","Female",49
"2017-2018",15,"COLEMAN COUNTY","Grade  8","Male",67
"2017-2018",15,"COLEMAN COUNTY","Grade  9","Female",57
"2017-2018",15,"COLEMAN COUNTY","Grade  9","Male",46
"2017-2018",15,"COLEMAN COUNTY","Grade 10","Female",41
"2017-2018",15,"COLEMAN COUNTY","Grade 10","Male",42
"2017-2018",15,"COLEMAN COUNTY","Grade 11","Female",45
"2017-2018",15,"COLEMAN COUNTY","Grade 11","Male",41
"2017-2018",15,"COLEMAN COUNTY","Grade 12","Female",38
"2017-2018",15,"COLEMAN COUNTY","Grade 12","Male",52
"2017-2018",10,"COLLIN COUNTY","Early Education","Female",471
"2017-2018",10,"COLLIN COUNTY","Early Education","Male",1092
"2017-2018",10,"COLLIN COUNTY","Pre-kindergarten","Female",1444
"2017-2018",10,"COLLIN COUNTY","Pre-kindergarten","Male",1475
"2017-2018",10,"COLLIN COUNTY","Kindergarten","Female",6988
"2017-2018",10,"COLLIN COUNTY","Kindergarten","Male",7485
"2017-2018",10,"COLLIN COUNTY","Grade  1","Female",7347
"2017-2018",10,"COLLIN COUNTY","Grade  1","Male",7588
"2017-2018",10,"COLLIN COUNTY","Grade  2","Female",7512
"2017-2018",10,"COLLIN COUNTY","Grade  2","Male",7876
"2017-2018",10,"COLLIN COUNTY","Grade  3","Female",7669
"2017-2018",10,"COLLIN COUNTY","Grade  3","Male",8032
"2017-2018",10,"COLLIN COUNTY","Grade  4","Female",8043
"2017-2018",10,"COLLIN COUNTY","Grade  4","Male",8334
"2017-2018",10,"COLLIN COUNTY","Grade  5","Female",8148
"2017-2018",10,"COLLIN COUNTY","Grade  5","Male",8446
"2017-2018",10,"COLLIN COUNTY","Grade  6","Female",8129
"2017-2018",10,"COLLIN COUNTY","Grade  6","Male",8315
"2017-2018",10,"COLLIN COUNTY","Grade  7","Female",8138
"2017-2018",10,"COLLIN COUNTY","Grade  7","Male",8477
"2017-2018",10,"COLLIN COUNTY","Grade  8","Female",8147
"2017-2018",10,"COLLIN COUNTY","Grade  8","Male",8627
"2017-2018",10,"COLLIN COUNTY","Grade  9","Female",8110
"2017-2018",10,"COLLIN COUNTY","Grade  9","Male",8574
"2017-2018",10,"COLLIN COUNTY","Grade 10","Female",7668
"2017-2018",10,"COLLIN COUNTY","Grade 10","Male",8160
"2017-2018",10,"COLLIN COUNTY","Grade 11","Female",7452
