"YEAR","REGION","COUNTY NAME","GRADE","ENROLLMENT"
"2018-2019",10,"GRAYSON COUNTY","Grade 6",1753
"2018-2019",10,"GRAYSON COUNTY","Grade 7",1797
"2018-2019",10,"GRAYSON COUNTY","Grade 8",1784
"2018-2019",10,"GRAYSON COUNTY","Grade 9",1901
"2018-2019",10,"GRAYSON COUNTY","Grade 10",1686
"2018-2019",10,"GRAYSON COUNTY","Grade 11",1639
"2018-2019",10,"GRAYSON COUNTY","Grade 12",1494
"2018-2019",07,"GREGG COUNTY","Early Education",93
"2018-2019",07,"GREGG COUNTY","Pre-kindergarten",1120
"2018-2019",07,"GREGG COUNTY","Kindergarten",1719
"2018-2019",07,"GREGG COUNTY","Grade 1",1840
"2018-2019",07,"GREGG COUNTY","Grade 2",1835
"2018-2019",07,"GREGG COUNTY","Grade 3",1842
"2018-2019",07,"GREGG COUNTY","Grade 4",1792
"2018-2019",07,"GREGG COUNTY","Grade 5",1879
"2018-2019",07,"GREGG COUNTY","Grade 6",1857
"2018-2019",07,"GREGG COUNTY","Grade 7",1777
"2018-2019",07,"GREGG COUNTY","Grade 8",1743
"2018-2019",07,"GREGG COUNTY","Grade 9",1767
"2018-2019",07,"GREGG COUNTY","Grade 10",1693
"2018-2019",07,"GREGG COUNTY","Grade 11",1680
"2018-2019",07,"GREGG COUNTY","Grade 12",1524
"2018-2019",06,"GRIMES COUNTY","Early Education",-999
"2018-2019",06,"GRIMES COUNTY","Pre-kindergarten",306
"2018-2019",06,"GRIMES COUNTY","Kindergarten",323
"2018-2019",06,"GRIMES COUNTY","Grade 1",310
"2018-2019",06,"GRIMES COUNTY","Grade 2",340
"2018-2019",06,"GRIMES COUNTY","Grade 3",-999
"2018-2019",06,"GRIMES COUNTY","Grade 4",346
"2018-2019",06,"GRIMES COUNTY","Grade 5",377
"2018-2019",06,"GRIMES COUNTY","Grade 6",333
"2018-2019",06,"GRIMES COUNTY","Grade 7",352
"2018-2019",06,"GRIMES COUNTY","Grade 8",312
"2018-2019",06,"GRIMES COUNTY","Grade 9",371
"2018-2019",06,"GRIMES COUNTY","Grade 10",348
"2018-2019",06,"GRIMES COUNTY","Grade 11",311
"2018-2019",06,"GRIMES COUNTY","Grade 12",297
"2018-2019",13,"GUADALUPE COUNTY","Early Education",-999
"2018-2019",20,"GUADALUPE COUNTY","Early Education",91
"2018-2019",13,"GUADALUPE COUNTY","Pre-kindergarten",-999
"2018-2019",20,"GUADALUPE COUNTY","Pre-kindergarten",879
"2018-2019",13,"GUADALUPE COUNTY","Kindergarten",124
"2018-2019",20,"GUADALUPE COUNTY","Kindergarten",1572
"2018-2019",13,"GUADALUPE COUNTY","Grade 1",142
"2018-2019",20,"GUADALUPE COUNTY","Grade 1",1659
"2018-2019",13,"GUADALUPE COUNTY","Grade 2",120
"2018-2019",20,"GUADALUPE COUNTY","Grade 2",1666
"2018-2019",13,"GUADALUPE COUNTY","Grade 3",128
"2018-2019",20,"GUADALUPE COUNTY","Grade 3",1750
"2018-2019",13,"GUADALUPE COUNTY","Grade 4",133
"2018-2019",20,"GUADALUPE COUNTY","Grade 4",1858
"2018-2019",13,"GUADALUPE COUNTY","Grade 5",148
"2018-2019",20,"GUADALUPE COUNTY","Grade 5",1852
"2018-2019",13,"GUADALUPE COUNTY","Grade 6",152
"2018-2019",20,"GUADALUPE COUNTY","Grade 6",1808
"2018-2019",13,"GUADALUPE COUNTY","Grade 7",151
"2018-2019",20,"GUADALUPE COUNTY","Grade 7",1818
"2018-2019",13,"GUADALUPE COUNTY","Grade 8",173
"2018-2019",20,"GUADALUPE COUNTY","Grade 8",1958
"2018-2019",13,"GUADALUPE COUNTY","Grade 9",178
"2018-2019",20,"GUADALUPE COUNTY","Grade 9",2174
"2018-2019",13,"GUADALUPE COUNTY","Grade 10",167
"2018-2019",20,"GUADALUPE COUNTY","Grade 10",1947
"2018-2019",13,"GUADALUPE COUNTY","Grade 11",143
"2018-2019",20,"GUADALUPE COUNTY","Grade 11",1865
"2018-2019",13,"GUADALUPE COUNTY","Grade 12",150
"2018-2019",20,"GUADALUPE COUNTY","Grade 12",1773
"2018-2019",17,"HALE COUNTY","Early Education",43
"2018-2019",17,"HALE COUNTY","Pre-kindergarten",350
"2018-2019",17,"HALE COUNTY","Kindergarten",465
"2018-2019",17,"HALE COUNTY","Grade 1",492
"2018-2019",17,"HALE COUNTY","Grade 2",499
"2018-2019",17,"HALE COUNTY","Grade 3",582
"2018-2019",17,"HALE COUNTY","Grade 4",571
"2018-2019",17,"HALE COUNTY","Grade 5",538
"2018-2019",17,"HALE COUNTY","Grade 6",626
"2018-2019",17,"HALE COUNTY","Grade 7",545
"2018-2019",17,"HALE COUNTY","Grade 8",512
"2018-2019",17,"HALE COUNTY","Grade 9",551
"2018-2019",17,"HALE COUNTY","Grade 10",509
"2018-2019",17,"HALE COUNTY","Grade 11",508
"2018-2019",17,"HALE COUNTY","Grade 12",429
"2018-2019",16,"HALL COUNTY","Early Education",-999
"2018-2019",16,"HALL COUNTY","Pre-kindergarten",56
"2018-2019",16,"HALL COUNTY","Kindergarten",44
"2018-2019",16,"HALL COUNTY","Grade 1",47
"2018-2019",16,"HALL COUNTY","Grade 2",50
"2018-2019",16,"HALL COUNTY","Grade 3",-999
"2018-2019",16,"HALL COUNTY","Grade 4",50
"2018-2019",16,"HALL COUNTY","Grade 5",49
"2018-2019",16,"HALL COUNTY","Grade 6",49
"2018-2019",16,"HALL COUNTY","Grade 7",55
"2018-2019",16,"HALL COUNTY","Grade 8",57
"2018-2019",16,"HALL COUNTY","Grade 9",51
"2018-2019",16,"HALL COUNTY","Grade 10",61
"2018-2019",16,"HALL COUNTY","Grade 11",59
"2018-2019",16,"HALL COUNTY","Grade 12",50
"2018-2019",12,"HAMILTON COUNTY","Early Education",-999
"2018-2019",12,"HAMILTON COUNTY","Pre-kindergarten",-999
"2018-2019",12,"HAMILTON COUNTY","Kindergarten",89
"2018-2019",12,"HAMILTON COUNTY","Grade 1",116
"2018-2019",12,"HAMILTON COUNTY","Grade 2",96
"2018-2019",12,"HAMILTON COUNTY","Grade 3",120
"2018-2019",12,"HAMILTON COUNTY","Grade 4",127
"2018-2019",12,"HAMILTON COUNTY","Grade 5",109
"2018-2019",12,"HAMILTON COUNTY","Grade 6",92
"2018-2019",12,"HAMILTON COUNTY","Grade 7",106
"2018-2019",12,"HAMILTON COUNTY","Grade 8",98
"2018-2019",12,"HAMILTON COUNTY","Grade 9",111
"2018-2019",12,"HAMILTON COUNTY","Grade 10",105
"2018-2019",12,"HAMILTON COUNTY","Grade 11",90
"2018-2019",12,"HAMILTON COUNTY","Grade 12",93
"2018-2019",16,"HANSFORD COUNTY","Early Education",-999
"2018-2019",16,"HANSFORD COUNTY","Pre-kindergarten",93
"2018-2019",16,"HANSFORD COUNTY","Kindergarten",-999
"2018-2019",16,"HANSFORD COUNTY","Grade 1",102
"2018-2019",16,"HANSFORD COUNTY","Grade 2",105
"2018-2019",16,"HANSFORD COUNTY","Grade 3",99
"2018-2019",16,"HANSFORD COUNTY","Grade 4",97
"2018-2019",16,"HANSFORD COUNTY","Grade 5",113
"2018-2019",16,"HANSFORD COUNTY","Grade 6",100
"2018-2019",16,"HANSFORD COUNTY","Grade 7",119
"2018-2019",16,"HANSFORD COUNTY","Grade 8",119
"2018-2019",16,"HANSFORD COUNTY","Grade 9",121
"2018-2019",16,"HANSFORD COUNTY","Grade 10",96
"2018-2019",16,"HANSFORD COUNTY","Grade 11",97
"2018-2019",16,"HANSFORD COUNTY","Grade 12",102
"2018-2019",09,"HARDEMAN COUNTY","Pre-kindergarten",44
"2018-2019",09,"HARDEMAN COUNTY","Kindergarten",46
"2018-2019",09,"HARDEMAN COUNTY","Grade 1",34
"2018-2019",09,"HARDEMAN COUNTY","Grade 2",48
"2018-2019",09,"HARDEMAN COUNTY","Grade 3",53
"2018-2019",09,"HARDEMAN COUNTY","Grade 4",48
"2018-2019",09,"HARDEMAN COUNTY","Grade 5",53
"2018-2019",09,"HARDEMAN COUNTY","Grade 6",58
"2018-2019",09,"HARDEMAN COUNTY","Grade 7",55
"2018-2019",09,"HARDEMAN COUNTY","Grade 8",54
"2018-2019",09,"HARDEMAN COUNTY","Grade 9",60
"2018-2019",09,"HARDEMAN COUNTY","Grade 10",48
"2018-2019",09,"HARDEMAN COUNTY","Grade 11",53
"2018-2019",09,"HARDEMAN COUNTY","Grade 12",46
"2018-2019",05,"HARDIN COUNTY","Early Education",68
"2018-2019",05,"HARDIN COUNTY","Pre-kindergarten",269
"2018-2019",05,"HARDIN COUNTY","Kindergarten",866
"2018-2019",05,"HARDIN COUNTY","Grade 1",832
"2018-2019",05,"HARDIN COUNTY","Grade 2",810
"2018-2019",05,"HARDIN COUNTY","Grade 3",820
"2018-2019",05,"HARDIN COUNTY","Grade 4",879
"2018-2019",05,"HARDIN COUNTY","Grade 5",861
"2018-2019",05,"HARDIN COUNTY","Grade 6",903
"2018-2019",05,"HARDIN COUNTY","Grade 7",810
"2018-2019",05,"HARDIN COUNTY","Grade 8",800
"2018-2019",05,"HARDIN COUNTY","Grade 9",888
"2018-2019",05,"HARDIN COUNTY","Grade 10",791
"2018-2019",05,"HARDIN COUNTY","Grade 11",736
"2018-2019",05,"HARDIN COUNTY","Grade 12",707
"2018-2019",04,"HARRIS COUNTY","Early Education",3872
"2018-2019",04,"HARRIS COUNTY","Pre-kindergarten",41195
"2018-2019",04,"HARRIS COUNTY","Kindergarten",60822
"2018-2019",04,"HARRIS COUNTY","Grade 1",64220
"2018-2019",04,"HARRIS COUNTY","Grade 2",65132
"2018-2019",04,"HARRIS COUNTY","Grade 3",66634
"2018-2019",04,"HARRIS COUNTY","Grade 4",69682
"2018-2019",04,"HARRIS COUNTY","Grade 5",68404
"2018-2019",04,"HARRIS COUNTY","Grade 6",68617
"2018-2019",04,"HARRIS COUNTY","Grade 7",66223
"2018-2019",04,"HARRIS COUNTY","Grade 8",65992
"2018-2019",04,"HARRIS COUNTY","Grade 9",71388
"2018-2019",04,"HARRIS COUNTY","Grade 10",65198
"2018-2019",04,"HARRIS COUNTY","Grade 11",60625
"2018-2019",04,"HARRIS COUNTY","Grade 12",57751
"2018-2019",07,"HARRISON COUNTY","Early Education",29
"2018-2019",07,"HARRISON COUNTY","Pre-kindergarten",510
"2018-2019",07,"HARRISON COUNTY","Kindergarten",893
"2018-2019",07,"HARRISON COUNTY","Grade 1",967
"2018-2019",07,"HARRISON COUNTY","Grade 2",909
"2018-2019",07,"HARRISON COUNTY","Grade 3",1060
"2018-2019",07,"HARRISON COUNTY","Grade 4",1143
"2018-2019",07,"HARRISON COUNTY","Grade 5",1261
"2018-2019",07,"HARRISON COUNTY","Grade 6",1374
"2018-2019",07,"HARRISON COUNTY","Grade 7",1553
"2018-2019",07,"HARRISON COUNTY","Grade 8",1671
"2018-2019",07,"HARRISON COUNTY","Grade 9",1750
"2018-2019",07,"HARRISON COUNTY","Grade 10",1654
"2018-2019",07,"HARRISON COUNTY","Grade 11",1406
"2018-2019",07,"HARRISON COUNTY","Grade 12",1308
"2018-2019",16,"HARTLEY COUNTY","Early Education",-999
"2018-2019",16,"HARTLEY COUNTY","Pre-kindergarten",22
"2018-2019",16,"HARTLEY COUNTY","Kindergarten",38
"2018-2019",16,"HARTLEY COUNTY","Grade 1",31
"2018-2019",16,"HARTLEY COUNTY","Grade 2",30
"2018-2019",16,"HARTLEY COUNTY","Grade 3",26
"2018-2019",16,"HARTLEY COUNTY","Grade 4",33
"2018-2019",16,"HARTLEY COUNTY","Grade 5",37
"2018-2019",16,"HARTLEY COUNTY","Grade 6",25
"2018-2019",16,"HARTLEY COUNTY","Grade 7",26
"2018-2019",16,"HARTLEY COUNTY","Grade 8",31
"2018-2019",16,"HARTLEY COUNTY","Grade 9",28
"2018-2019",16,"HARTLEY COUNTY","Grade 10",32
"2018-2019",16,"HARTLEY COUNTY","Grade 11",-999
"2018-2019",16,"HARTLEY COUNTY","Grade 12",23
"2018-2019",14,"HASKELL COUNTY","Early Education",-999
"2018-2019",14,"HASKELL COUNTY","Pre-kindergarten",58
"2018-2019",14,"HASKELL COUNTY","Kindergarten",54
"2018-2019",14,"HASKELL COUNTY","Grade 1",60
"2018-2019",14,"HASKELL COUNTY","Grade 2",56
"2018-2019",14,"HASKELL COUNTY","Grade 3",-999
"2018-2019",14,"HASKELL COUNTY","Grade 4",62
"2018-2019",14,"HASKELL COUNTY","Grade 5",71
"2018-2019",14,"HASKELL COUNTY","Grade 6",52
"2018-2019",14,"HASKELL COUNTY","Grade 7",54
"2018-2019",14,"HASKELL COUNTY","Grade 8",54
"2018-2019",14,"HASKELL COUNTY","Grade 9",59
"2018-2019",14,"HASKELL COUNTY","Grade 10",62
"2018-2019",14,"HASKELL COUNTY","Grade 11",55
"2018-2019",14,"HASKELL COUNTY","Grade 12",56
"2018-2019",13,"HAYS COUNTY","Early Education",228
"2018-2019",13,"HAYS COUNTY","Pre-kindergarten",1156
"2018-2019",13,"HAYS COUNTY","Kindergarten",2562
"2018-2019",13,"HAYS COUNTY","Grade 1",2629
"2018-2019",13,"HAYS COUNTY","Grade 2",2692
"2018-2019",13,"HAYS COUNTY","Grade 3",2750
"2018-2019",13,"HAYS COUNTY","Grade 4",2864
"2018-2019",13,"HAYS COUNTY","Grade 5",3054
"2018-2019",13,"HAYS COUNTY","Grade 6",2916
"2018-2019",13,"HAYS COUNTY","Grade 7",2928
"2018-2019",13,"HAYS COUNTY","Grade 8",3032
"2018-2019",13,"HAYS COUNTY","Grade 9",3214
"2018-2019",13,"HAYS COUNTY","Grade 10",2979
"2018-2019",13,"HAYS COUNTY","Grade 11",2529
"2018-2019",13,"HAYS COUNTY","Grade 12",2435
"2018-2019",16,"HEMPHILL COUNTY","Early Education",-999
"2018-2019",16,"HEMPHILL COUNTY","Pre-kindergarten",-999
"2018-2019",16,"HEMPHILL COUNTY","Kindergarten",55
"2018-2019",16,"HEMPHILL COUNTY","Grade 1",59
"2018-2019",16,"HEMPHILL COUNTY","Grade 2",61
"2018-2019",16,"HEMPHILL COUNTY","Grade 3",70
"2018-2019",16,"HEMPHILL COUNTY","Grade 4",61
"2018-2019",16,"HEMPHILL COUNTY","Grade 5",72
"2018-2019",16,"HEMPHILL COUNTY","Grade 6",82
"2018-2019",16,"HEMPHILL COUNTY","Grade 7",71
"2018-2019",16,"HEMPHILL COUNTY","Grade 8",68
"2018-2019",16,"HEMPHILL COUNTY","Grade 9",64
"2018-2019",16,"HEMPHILL COUNTY","Grade 10",68
"2018-2019",16,"HEMPHILL COUNTY","Grade 11",70
"2018-2019",16,"HEMPHILL COUNTY","Grade 12",65
"2018-2019",07,"HENDERSON COUNTY","Early Education",17
"2018-2019",10,"HENDERSON COUNTY","Early Education",10
"2018-2019",07,"HENDERSON COUNTY","Pre-kindergarten",314
"2018-2019",10,"HENDERSON COUNTY","Pre-kindergarten",139
"2018-2019",07,"HENDERSON COUNTY","Kindergarten",515
"2018-2019",10,"HENDERSON COUNTY","Kindergarten",202
"2018-2019",07,"HENDERSON COUNTY","Grade 1",541
"2018-2019",10,"HENDERSON COUNTY","Grade 1",228
"2018-2019",07,"HENDERSON COUNTY","Grade 2",526
"2018-2019",10,"HENDERSON COUNTY","Grade 2",217
"2018-2019",07,"HENDERSON COUNTY","Grade 3",507
"2018-2019",10,"HENDERSON COUNTY","Grade 3",219
"2018-2019",07,"HENDERSON COUNTY","Grade 4",549
"2018-2019",10,"HENDERSON COUNTY","Grade 4",229
"2018-2019",07,"HENDERSON COUNTY","Grade 5",530
"2018-2019",10,"HENDERSON COUNTY","Grade 5",211
"2018-2019",07,"HENDERSON COUNTY","Grade 6",565
"2018-2019",10,"HENDERSON COUNTY","Grade 6",218
"2018-2019",07,"HENDERSON COUNTY","Grade 7",571
"2018-2019",10,"HENDERSON COUNTY","Grade 7",205
"2018-2019",07,"HENDERSON COUNTY","Grade 8",527
"2018-2019",10,"HENDERSON COUNTY","Grade 8",234
"2018-2019",07,"HENDERSON COUNTY","Grade 9",501
"2018-2019",10,"HENDERSON COUNTY","Grade 9",247
"2018-2019",07,"HENDERSON COUNTY","Grade 10",487
"2018-2019",10,"HENDERSON COUNTY","Grade 10",228
"2018-2019",07,"HENDERSON COUNTY","Grade 11",476
"2018-2019",10,"HENDERSON COUNTY","Grade 11",226
"2018-2019",07,"HENDERSON COUNTY","Grade 12",452
"2018-2019",10,"HENDERSON COUNTY","Grade 12",198
"2018-2019",01,"HIDALGO COUNTY","Early Education",373
"2018-2019",01,"HIDALGO COUNTY","Pre-kindergarten",18636
"2018-2019",01,"HIDALGO COUNTY","Kindergarten",16988
"2018-2019",01,"HIDALGO COUNTY","Grade 1",17782
"2018-2019",01,"HIDALGO COUNTY","Grade 2",17610
"2018-2019",01,"HIDALGO COUNTY","Grade 3",16856
"2018-2019",01,"HIDALGO COUNTY","Grade 4",17707
"2018-2019",01,"HIDALGO COUNTY","Grade 5",17450
"2018-2019",01,"HIDALGO COUNTY","Grade 6",19282
"2018-2019",01,"HIDALGO COUNTY","Grade 7",18222
"2018-2019",01,"HIDALGO COUNTY","Grade 8",17929
"2018-2019",01,"HIDALGO COUNTY","Grade 9",19381
"2018-2019",01,"HIDALGO COUNTY","Grade 10",17063
"2018-2019",01,"HIDALGO COUNTY","Grade 11",15541
"2018-2019",01,"HIDALGO COUNTY","Grade 12",14524
"2018-2019",12,"HILL COUNTY","Early Education",20
"2018-2019",12,"HILL COUNTY","Pre-kindergarten",476
"2018-2019",12,"HILL COUNTY","Kindergarten",469
"2018-2019",12,"HILL COUNTY","Grade 1",432
"2018-2019",12,"HILL COUNTY","Grade 2",469
"2018-2019",12,"HILL COUNTY","Grade 3",465
"2018-2019",12,"HILL COUNTY","Grade 4",498
"2018-2019",12,"HILL COUNTY","Grade 5",492
"2018-2019",12,"HILL COUNTY","Grade 6",521
"2018-2019",12,"HILL COUNTY","Grade 7",494
"2018-2019",12,"HILL COUNTY","Grade 8",487
"2018-2019",12,"HILL COUNTY","Grade 9",466
"2018-2019",12,"HILL COUNTY","Grade 10",464
"2018-2019",12,"HILL COUNTY","Grade 11",468
"2018-2019",12,"HILL COUNTY","Grade 12",442
"2018-2019",17,"HOCKLEY COUNTY","Early Education",49
"2018-2019",17,"HOCKLEY COUNTY","Pre-kindergarten",282
"2018-2019",17,"HOCKLEY COUNTY","Kindergarten",337
"2018-2019",17,"HOCKLEY COUNTY","Grade 1",353
"2018-2019",17,"HOCKLEY COUNTY","Grade 2",357
"2018-2019",17,"HOCKLEY COUNTY","Grade 3",342
"2018-2019",17,"HOCKLEY COUNTY","Grade 4",373
"2018-2019",17,"HOCKLEY COUNTY","Grade 5",375
"2018-2019",17,"HOCKLEY COUNTY","Grade 6",367
"2018-2019",17,"HOCKLEY COUNTY","Grade 7",325
"2018-2019",17,"HOCKLEY COUNTY","Grade 8",347
"2018-2019",17,"HOCKLEY COUNTY","Grade 9",345
"2018-2019",17,"HOCKLEY COUNTY","Grade 10",336
"2018-2019",17,"HOCKLEY COUNTY","Grade 11",309
"2018-2019",17,"HOCKLEY COUNTY","Grade 12",323
"2018-2019",11,"HOOD COUNTY","Early Education",45
"2018-2019",11,"HOOD COUNTY","Pre-kindergarten",260
"2018-2019",11,"HOOD COUNTY","Kindergarten",673
"2018-2019",11,"HOOD COUNTY","Grade 1",563
"2018-2019",11,"HOOD COUNTY","Grade 2",651
"2018-2019",11,"HOOD COUNTY","Grade 3",633
"2018-2019",11,"HOOD COUNTY","Grade 4",667
"2018-2019",11,"HOOD COUNTY","Grade 5",700
"2018-2019",11,"HOOD COUNTY","Grade 6",650
"2018-2019",11,"HOOD COUNTY","Grade 7",701
"2018-2019",11,"HOOD COUNTY","Grade 8",670
"2018-2019",11,"HOOD COUNTY","Grade 9",676
"2018-2019",11,"HOOD COUNTY","Grade 10",644
"2018-2019",11,"HOOD COUNTY","Grade 11",590
"2018-2019",11,"HOOD COUNTY","Grade 12",533
"2018-2019",08,"HOPKINS COUNTY","Early Education",15
"2018-2019",08,"HOPKINS COUNTY","Pre-kindergarten",382
"2018-2019",08,"HOPKINS COUNTY","Kindergarten",488
"2018-2019",08,"HOPKINS COUNTY","Grade 1",489
"2018-2019",08,"HOPKINS COUNTY","Grade 2",471
"2018-2019",08,"HOPKINS COUNTY","Grade 3",478
"2018-2019",08,"HOPKINS COUNTY","Grade 4",498
"2018-2019",08,"HOPKINS COUNTY","Grade 5",533
"2018-2019",08,"HOPKINS COUNTY","Grade 6",504
"2018-2019",08,"HOPKINS COUNTY","Grade 7",500
"2018-2019",08,"HOPKINS COUNTY","Grade 8",529
"2018-2019",08,"HOPKINS COUNTY","Grade 9",532
"2018-2019",08,"HOPKINS COUNTY","Grade 10",502
"2018-2019",08,"HOPKINS COUNTY","Grade 11",465
"2018-2019",08,"HOPKINS COUNTY","Grade 12",469
"2018-2019",06,"HOUSTON COUNTY","Early Education",-999
"2018-2019",06,"HOUSTON COUNTY","Pre-kindergarten",215
"2018-2019",06,"HOUSTON COUNTY","Kindergarten",204
"2018-2019",06,"HOUSTON COUNTY","Grade 1",215
"2018-2019",06,"HOUSTON COUNTY","Grade 2",224
"2018-2019",06,"HOUSTON COUNTY","Grade 3",220
"2018-2019",06,"HOUSTON COUNTY","Grade 4",224
"2018-2019",06,"HOUSTON COUNTY","Grade 5",225
"2018-2019",06,"HOUSTON COUNTY","Grade 6",254
"2018-2019",06,"HOUSTON COUNTY","Grade 7",246
"2018-2019",06,"HOUSTON COUNTY","Grade 8",225
"2018-2019",06,"HOUSTON COUNTY","Grade 9",266
"2018-2019",06,"HOUSTON COUNTY","Grade 10",231
"2018-2019",06,"HOUSTON COUNTY","Grade 11",217
"2018-2019",06,"HOUSTON COUNTY","Grade 12",-999
"2018-2019",18,"HOWARD COUNTY","Early Education",38
"2018-2019",18,"HOWARD COUNTY","Pre-kindergarten",152
"2018-2019",18,"HOWARD COUNTY","Kindergarten",465
"2018-2019",18,"HOWARD COUNTY","Grade 1",452
"2018-2019",18,"HOWARD COUNTY","Grade 2",420
"2018-2019",18,"HOWARD COUNTY","Grade 3",458
"2018-2019",18,"HOWARD COUNTY","Grade 4",438
"2018-2019",18,"HOWARD COUNTY","Grade 5",481
"2018-2019",18,"HOWARD COUNTY","Grade 6",495
"2018-2019",18,"HOWARD COUNTY","Grade 7",471
"2018-2019",18,"HOWARD COUNTY","Grade 8",456
"2018-2019",18,"HOWARD COUNTY","Grade 9",451
"2018-2019",18,"HOWARD COUNTY","Grade 10",436
"2018-2019",18,"HOWARD COUNTY","Grade 11",370
"2018-2019",18,"HOWARD COUNTY","Grade 12",334
"2018-2019",19,"HUDSPETH COUNTY","Early Education",-999
"2018-2019",19,"HUDSPETH COUNTY","Pre-kindergarten",-999
"2018-2019",19,"HUDSPETH COUNTY","Kindergarten",42
"2018-2019",19,"HUDSPETH COUNTY","Grade 1",39
"2018-2019",19,"HUDSPETH COUNTY","Grade 2",38
"2018-2019",19,"HUDSPETH COUNTY","Grade 3",47
"2018-2019",19,"HUDSPETH COUNTY","Grade 4",45
"2018-2019",19,"HUDSPETH COUNTY","Grade 5",36
"2018-2019",19,"HUDSPETH COUNTY","Grade 6",36
"2018-2019",19,"HUDSPETH COUNTY","Grade 7",44
"2018-2019",19,"HUDSPETH COUNTY","Grade 8",40
"2018-2019",19,"HUDSPETH COUNTY","Grade 9",51
"2018-2019",19,"HUDSPETH COUNTY","Grade 10",40
"2018-2019",19,"HUDSPETH COUNTY","Grade 11",42
"2018-2019",19,"HUDSPETH COUNTY","Grade 12",47
"2018-2019",10,"HUNT COUNTY","Early Education",34
"2018-2019",10,"HUNT COUNTY","Pre-kindergarten",872
"2018-2019",10,"HUNT COUNTY","Kindergarten",1054
"2018-2019",10,"HUNT COUNTY","Grade 1",1074
"2018-2019",10,"HUNT COUNTY","Grade 2",1082
"2018-2019",10,"HUNT COUNTY","Grade 3",1023
"2018-2019",10,"HUNT COUNTY","Grade 4",1144
"2018-2019",10,"HUNT COUNTY","Grade 5",1215
"2018-2019",10,"HUNT COUNTY","Grade 6",1141
"2018-2019",10,"HUNT COUNTY","Grade 7",1102
"2018-2019",10,"HUNT COUNTY","Grade 8",1111
"2018-2019",10,"HUNT COUNTY","Grade 9",1118
"2018-2019",10,"HUNT COUNTY","Grade 10",1153
"2018-2019",10,"HUNT COUNTY","Grade 11",1132
"2018-2019",10,"HUNT COUNTY","Grade 12",1060
"2018-2019",16,"HUTCHINSON COUNTY","Early Education",14
"2018-2019",16,"HUTCHINSON COUNTY","Pre-kindergarten",325
"2018-2019",16,"HUTCHINSON COUNTY","Kindergarten",296
"2018-2019",16,"HUTCHINSON COUNTY","Grade 1",295
"2018-2019",16,"HUTCHINSON COUNTY","Grade 2",269
"2018-2019",16,"HUTCHINSON COUNTY","Grade 3",290
"2018-2019",16,"HUTCHINSON COUNTY","Grade 4",311
"2018-2019",16,"HUTCHINSON COUNTY","Grade 5",297
"2018-2019",16,"HUTCHINSON COUNTY","Grade 6",344
"2018-2019",16,"HUTCHINSON COUNTY","Grade 7",311
"2018-2019",16,"HUTCHINSON COUNTY","Grade 8",327
"2018-2019",16,"HUTCHINSON COUNTY","Grade 9",298
"2018-2019",16,"HUTCHINSON COUNTY","Grade 10",312
"2018-2019",16,"HUTCHINSON COUNTY","Grade 11",277
"2018-2019",16,"HUTCHINSON COUNTY","Grade 12",263
"2018-2019",15,"IRION COUNTY","Early Education",-999
"2018-2019",15,"IRION COUNTY","Kindergarten",21
"2018-2019",15,"IRION COUNTY","Grade 1",22
"2018-2019",15,"IRION COUNTY","Grade 2",18
"2018-2019",15,"IRION COUNTY","Grade 3",23
"2018-2019",15,"IRION COUNTY","Grade 4",17
"2018-2019",15,"IRION COUNTY","Grade 5",21
"2018-2019",15,"IRION COUNTY","Grade 6",-999
"2018-2019",15,"IRION COUNTY","Grade 7",16
"2018-2019",15,"IRION COUNTY","Grade 8",22
"2018-2019",15,"IRION COUNTY","Grade 9",27
"2018-2019",15,"IRION COUNTY","Grade 10",25
"2018-2019",15,"IRION COUNTY","Grade 11",21
"2018-2019",15,"IRION COUNTY","Grade 12",15
"2018-2019",09,"JACK COUNTY","Early Education",-999
"2018-2019",09,"JACK COUNTY","Pre-kindergarten",-999
"2018-2019",09,"JACK COUNTY","Kindergarten",119
"2018-2019",09,"JACK COUNTY","Grade 1",115
"2018-2019",09,"JACK COUNTY","Grade 2",127
"2018-2019",09,"JACK COUNTY","Grade 3",109
"2018-2019",09,"JACK COUNTY","Grade 4",121
"2018-2019",09,"JACK COUNTY","Grade 5",121
"2018-2019",09,"JACK COUNTY","Grade 6",141
"2018-2019",09,"JACK COUNTY","Grade 7",134
"2018-2019",09,"JACK COUNTY","Grade 8",117
"2018-2019",09,"JACK COUNTY","Grade 9",120
"2018-2019",09,"JACK COUNTY","Grade 10",129
"2018-2019",09,"JACK COUNTY","Grade 11",107
"2018-2019",09,"JACK COUNTY","Grade 12",123
"2018-2019",03,"JACKSON COUNTY","Early Education",17
"2018-2019",03,"JACKSON COUNTY","Pre-kindergarten",130
"2018-2019",03,"JACKSON COUNTY","Kindergarten",259
"2018-2019",03,"JACKSON COUNTY","Grade 1",245
"2018-2019",03,"JACKSON COUNTY","Grade 2",219
"2018-2019",03,"JACKSON COUNTY","Grade 3",263
"2018-2019",03,"JACKSON COUNTY","Grade 4",252
"2018-2019",03,"JACKSON COUNTY","Grade 5",293
"2018-2019",03,"JACKSON COUNTY","Grade 6",280
"2018-2019",03,"JACKSON COUNTY","Grade 7",267
"2018-2019",03,"JACKSON COUNTY","Grade 8",268
"2018-2019",03,"JACKSON COUNTY","Grade 9",261
"2018-2019",03,"JACKSON COUNTY","Grade 10",241
