"Year","Region","County Name","Grade Level Name","Enrollment by Grade Level"
"2017-2018",18,"PECOS COUNTY","Grade 11",246
"2017-2018",18,"PECOS COUNTY","Grade 12",203
"2017-2018",06,"POLK COUNTY","Early Education",22
"2017-2018",06,"POLK COUNTY","Pre-kindergarten",328
"2017-2018",06,"POLK COUNTY","Kindergarten",514
"2017-2018",06,"POLK COUNTY","Grade  1",483
"2017-2018",06,"POLK COUNTY","Grade  2",522
"2017-2018",06,"POLK COUNTY","Grade  3",545
"2017-2018",06,"POLK COUNTY","Grade  4",529
"2017-2018",06,"POLK COUNTY","Grade  5",551
"2017-2018",06,"POLK COUNTY","Grade  6",566
"2017-2018",06,"POLK COUNTY","Grade  7",538
"2017-2018",06,"POLK COUNTY","Grade  8",501
"2017-2018",06,"POLK COUNTY","Grade  9",564
"2017-2018",06,"POLK COUNTY","Grade 10",497
"2017-2018",06,"POLK COUNTY","Grade 11",430
"2017-2018",06,"POLK COUNTY","Grade 12",404
"2017-2018",16,"POTTER COUNTY","Early Education",161
"2017-2018",16,"POTTER COUNTY","Pre-kindergarten",1970
"2017-2018",16,"POTTER COUNTY","Kindergarten",2655
"2017-2018",16,"POTTER COUNTY","Grade  1",2737
"2017-2018",16,"POTTER COUNTY","Grade  2",2745
"2017-2018",16,"POTTER COUNTY","Grade  3",2905
"2017-2018",16,"POTTER COUNTY","Grade  4",2857
"2017-2018",16,"POTTER COUNTY","Grade  5",2870
"2017-2018",16,"POTTER COUNTY","Grade  6",2623
"2017-2018",16,"POTTER COUNTY","Grade  7",2719
"2017-2018",16,"POTTER COUNTY","Grade  8",2687
"2017-2018",16,"POTTER COUNTY","Grade  9",2740
"2017-2018",16,"POTTER COUNTY","Grade 10",2531
"2017-2018",16,"POTTER COUNTY","Grade 11",2377
"2017-2018",16,"POTTER COUNTY","Grade 12",2121
"2017-2018",18,"PRESIDIO COUNTY","Early Education",-9999999
"2017-2018",18,"PRESIDIO COUNTY","Pre-kindergarten",76
"2017-2018",18,"PRESIDIO COUNTY","Kindergarten",90
"2017-2018",18,"PRESIDIO COUNTY","Grade  1",92
"2017-2018",18,"PRESIDIO COUNTY","Grade  2",96
"2017-2018",18,"PRESIDIO COUNTY","Grade  3",103
"2017-2018",18,"PRESIDIO COUNTY","Grade  4",110
"2017-2018",18,"PRESIDIO COUNTY","Grade  5",114
"2017-2018",18,"PRESIDIO COUNTY","Grade  6",99
"2017-2018",18,"PRESIDIO COUNTY","Grade  7",126
"2017-2018",18,"PRESIDIO COUNTY","Grade  8",123
"2017-2018",18,"PRESIDIO COUNTY","Grade  9",173
"2017-2018",18,"PRESIDIO COUNTY","Grade 10",128
"2017-2018",18,"PRESIDIO COUNTY","Grade 11",140
"2017-2018",18,"PRESIDIO COUNTY","Grade 12",108
"2017-2018",07,"RAINS COUNTY","Early Education",7
"2017-2018",07,"RAINS COUNTY","Pre-kindergarten",75
"2017-2018",07,"RAINS COUNTY","Kindergarten",119
"2017-2018",07,"RAINS COUNTY","Grade  1",134
"2017-2018",07,"RAINS COUNTY","Grade  2",133
"2017-2018",07,"RAINS COUNTY","Grade  3",133
"2017-2018",07,"RAINS COUNTY","Grade  4",126
"2017-2018",07,"RAINS COUNTY","Grade  5",118
"2017-2018",07,"RAINS COUNTY","Grade  6",122
"2017-2018",07,"RAINS COUNTY","Grade  7",131
"2017-2018",07,"RAINS COUNTY","Grade  8",128
"2017-2018",07,"RAINS COUNTY","Grade  9",129
"2017-2018",07,"RAINS COUNTY","Grade 10",142
"2017-2018",07,"RAINS COUNTY","Grade 11",109
"2017-2018",07,"RAINS COUNTY","Grade 12",99
"2017-2018",16,"RANDALL COUNTY","Early Education",79
"2017-2018",16,"RANDALL COUNTY","Pre-kindergarten",127
"2017-2018",16,"RANDALL COUNTY","Kindergarten",718
"2017-2018",16,"RANDALL COUNTY","Grade  1",776
"2017-2018",16,"RANDALL COUNTY","Grade  2",699
"2017-2018",16,"RANDALL COUNTY","Grade  3",764
"2017-2018",16,"RANDALL COUNTY","Grade  4",776
"2017-2018",16,"RANDALL COUNTY","Grade  5",812
"2017-2018",16,"RANDALL COUNTY","Grade  6",778
"2017-2018",16,"RANDALL COUNTY","Grade  7",750
"2017-2018",16,"RANDALL COUNTY","Grade  8",799
"2017-2018",16,"RANDALL COUNTY","Grade  9",772
"2017-2018",16,"RANDALL COUNTY","Grade 10",755
"2017-2018",16,"RANDALL COUNTY","Grade 11",704
"2017-2018",16,"RANDALL COUNTY","Grade 12",693
"2017-2018",18,"REAGAN COUNTY","Early Education",-9999999
"2017-2018",18,"REAGAN COUNTY","Pre-kindergarten",72
"2017-2018",18,"REAGAN COUNTY","Kindergarten",63
"2017-2018",18,"REAGAN COUNTY","Grade  1",55
"2017-2018",18,"REAGAN COUNTY","Grade  2",53
"2017-2018",18,"REAGAN COUNTY","Grade  3",61
"2017-2018",18,"REAGAN COUNTY","Grade  4",70
"2017-2018",18,"REAGAN COUNTY","Grade  5",63
"2017-2018",18,"REAGAN COUNTY","Grade  6",69
"2017-2018",18,"REAGAN COUNTY","Grade  7",62
"2017-2018",18,"REAGAN COUNTY","Grade  8",60
"2017-2018",18,"REAGAN COUNTY","Grade  9",74
"2017-2018",18,"REAGAN COUNTY","Grade 10",61
"2017-2018",18,"REAGAN COUNTY","Grade 11",49
"2017-2018",18,"REAGAN COUNTY","Grade 12",45
"2017-2018",20,"REAL COUNTY","Pre-kindergarten",16
"2017-2018",20,"REAL COUNTY","Kindergarten",28
"2017-2018",20,"REAL COUNTY","Grade  1",27
"2017-2018",20,"REAL COUNTY","Grade  2",38
"2017-2018",20,"REAL COUNTY","Grade  3",35
"2017-2018",20,"REAL COUNTY","Grade  4",39
"2017-2018",20,"REAL COUNTY","Grade  5",43
"2017-2018",20,"REAL COUNTY","Grade  6",47
"2017-2018",20,"REAL COUNTY","Grade  7",44
"2017-2018",20,"REAL COUNTY","Grade  8",66
"2017-2018",20,"REAL COUNTY","Grade  9",34
"2017-2018",20,"REAL COUNTY","Grade 10",58
"2017-2018",20,"REAL COUNTY","Grade 11",39
"2017-2018",20,"REAL COUNTY","Grade 12",28
"2017-2018",08,"RED RIVER COUNTY","Early Education",6
"2017-2018",08,"RED RIVER COUNTY","Pre-kindergarten",144
"2017-2018",08,"RED RIVER COUNTY","Kindergarten",146
"2017-2018",08,"RED RIVER COUNTY","Grade  1",151
"2017-2018",08,"RED RIVER COUNTY","Grade  2",147
"2017-2018",08,"RED RIVER COUNTY","Grade  3",160
"2017-2018",08,"RED RIVER COUNTY","Grade  4",165
"2017-2018",08,"RED RIVER COUNTY","Grade  5",148
"2017-2018",08,"RED RIVER COUNTY","Grade  6",159
"2017-2018",08,"RED RIVER COUNTY","Grade  7",128
"2017-2018",08,"RED RIVER COUNTY","Grade  8",157
"2017-2018",08,"RED RIVER COUNTY","Grade  9",152
"2017-2018",08,"RED RIVER COUNTY","Grade 10",148
"2017-2018",08,"RED RIVER COUNTY","Grade 11",154
"2017-2018",08,"RED RIVER COUNTY","Grade 12",151
"2017-2018",18,"REEVES COUNTY","Early Education",9
"2017-2018",18,"REEVES COUNTY","Pre-kindergarten",85
"2017-2018",18,"REEVES COUNTY","Kindergarten",199
"2017-2018",18,"REEVES COUNTY","Grade  1",244
"2017-2018",18,"REEVES COUNTY","Grade  2",214
"2017-2018",18,"REEVES COUNTY","Grade  3",261
"2017-2018",18,"REEVES COUNTY","Grade  4",258
"2017-2018",18,"REEVES COUNTY","Grade  5",226
"2017-2018",18,"REEVES COUNTY","Grade  6",203
"2017-2018",18,"REEVES COUNTY","Grade  7",178
"2017-2018",18,"REEVES COUNTY","Grade  8",198
"2017-2018",18,"REEVES COUNTY","Grade  9",214
"2017-2018",18,"REEVES COUNTY","Grade 10",196
"2017-2018",18,"REEVES COUNTY","Grade 11",173
"2017-2018",18,"REEVES COUNTY","Grade 12",148
"2017-2018",03,"REFUGIO COUNTY","Early Education",11
"2017-2018",03,"REFUGIO COUNTY","Pre-kindergarten",52
"2017-2018",03,"REFUGIO COUNTY","Kindergarten",95
"2017-2018",03,"REFUGIO COUNTY","Grade  1",88
"2017-2018",03,"REFUGIO COUNTY","Grade  2",92
"2017-2018",03,"REFUGIO COUNTY","Grade  3",85
"2017-2018",03,"REFUGIO COUNTY","Grade  4",119
"2017-2018",03,"REFUGIO COUNTY","Grade  5",99
"2017-2018",03,"REFUGIO COUNTY","Grade  6",89
"2017-2018",03,"REFUGIO COUNTY","Grade  7",81
"2017-2018",03,"REFUGIO COUNTY","Grade  8",103
"2017-2018",03,"REFUGIO COUNTY","Grade  9",85
"2017-2018",03,"REFUGIO COUNTY","Grade 10",93
"2017-2018",03,"REFUGIO COUNTY","Grade 11",104
"2017-2018",03,"REFUGIO COUNTY","Grade 12",94
"2017-2018",16,"ROBERTS COUNTY","Pre-kindergarten",13
"2017-2018",16,"ROBERTS COUNTY","Kindergarten",10
"2017-2018",16,"ROBERTS COUNTY","Grade  1",20
"2017-2018",16,"ROBERTS COUNTY","Grade  2",15
"2017-2018",16,"ROBERTS COUNTY","Grade  3",9
"2017-2018",16,"ROBERTS COUNTY","Grade  4",16
"2017-2018",16,"ROBERTS COUNTY","Grade  5",25
"2017-2018",16,"ROBERTS COUNTY","Grade  6",20
"2017-2018",16,"ROBERTS COUNTY","Grade  7",12
"2017-2018",16,"ROBERTS COUNTY","Grade  8",18
"2017-2018",16,"ROBERTS COUNTY","Grade  9",16
"2017-2018",16,"ROBERTS COUNTY","Grade 10",12
"2017-2018",16,"ROBERTS COUNTY","Grade 11",21
"2017-2018",16,"ROBERTS COUNTY","Grade 12",12
"2017-2018",06,"ROBERTSON COUNTY","Early Education",-9999999
"2017-2018",06,"ROBERTSON COUNTY","Pre-kindergarten",235
"2017-2018",06,"ROBERTSON COUNTY","Kindergarten",263
"2017-2018",06,"ROBERTSON COUNTY","Grade  1",238
"2017-2018",06,"ROBERTSON COUNTY","Grade  2",254
"2017-2018",06,"ROBERTSON COUNTY","Grade  3",235
"2017-2018",06,"ROBERTSON COUNTY","Grade  4",268
"2017-2018",06,"ROBERTSON COUNTY","Grade  5",254
"2017-2018",06,"ROBERTSON COUNTY","Grade  6",258
"2017-2018",06,"ROBERTSON COUNTY","Grade  7",234
"2017-2018",06,"ROBERTSON COUNTY","Grade  8",246
"2017-2018",06,"ROBERTSON COUNTY","Grade  9",231
"2017-2018",06,"ROBERTSON COUNTY","Grade 10",207
"2017-2018",06,"ROBERTSON COUNTY","Grade 11",251
"2017-2018",06,"ROBERTSON COUNTY","Grade 12",226
"2017-2018",10,"ROCKWALL COUNTY","Early Education",192
"2017-2018",10,"ROCKWALL COUNTY","Pre-kindergarten",351
"2017-2018",10,"ROCKWALL COUNTY","Kindergarten",1444
"2017-2018",10,"ROCKWALL COUNTY","Grade  1",1520
"2017-2018",10,"ROCKWALL COUNTY","Grade  2",1513
"2017-2018",10,"ROCKWALL COUNTY","Grade  3",1599
"2017-2018",10,"ROCKWALL COUNTY","Grade  4",1659
"2017-2018",10,"ROCKWALL COUNTY","Grade  5",1755
"2017-2018",10,"ROCKWALL COUNTY","Grade  6",1746
"2017-2018",10,"ROCKWALL COUNTY","Grade  7",1774
"2017-2018",10,"ROCKWALL COUNTY","Grade  8",1768
"2017-2018",10,"ROCKWALL COUNTY","Grade  9",1865
"2017-2018",10,"ROCKWALL COUNTY","Grade 10",1717
"2017-2018",10,"ROCKWALL COUNTY","Grade 11",1652
"2017-2018",10,"ROCKWALL COUNTY","Grade 12",1479
"2017-2018",15,"RUNNELS COUNTY","Early Education",6
"2017-2018",15,"RUNNELS COUNTY","Pre-kindergarten",85
"2017-2018",15,"RUNNELS COUNTY","Kindergarten",130
"2017-2018",15,"RUNNELS COUNTY","Grade  1",141
"2017-2018",15,"RUNNELS COUNTY","Grade  2",144
"2017-2018",15,"RUNNELS COUNTY","Grade  3",141
"2017-2018",15,"RUNNELS COUNTY","Grade  4",150
"2017-2018",15,"RUNNELS COUNTY","Grade  5",159
"2017-2018",15,"RUNNELS COUNTY","Grade  6",151
"2017-2018",15,"RUNNELS COUNTY","Grade  7",166
"2017-2018",15,"RUNNELS COUNTY","Grade  8",149
"2017-2018",15,"RUNNELS COUNTY","Grade  9",159
"2017-2018",15,"RUNNELS COUNTY","Grade 10",159
"2017-2018",15,"RUNNELS COUNTY","Grade 11",119
"2017-2018",15,"RUNNELS COUNTY","Grade 12",134
"2017-2018",07,"RUSK COUNTY","Early Education",21
"2017-2018",07,"RUSK COUNTY","Pre-kindergarten",386
"2017-2018",07,"RUSK COUNTY","Kindergarten",603
"2017-2018",07,"RUSK COUNTY","Grade  1",570
"2017-2018",07,"RUSK COUNTY","Grade  2",565
"2017-2018",07,"RUSK COUNTY","Grade  3",613
"2017-2018",07,"RUSK COUNTY","Grade  4",601
"2017-2018",07,"RUSK COUNTY","Grade  5",676
"2017-2018",07,"RUSK COUNTY","Grade  6",597
"2017-2018",07,"RUSK COUNTY","Grade  7",621
"2017-2018",07,"RUSK COUNTY","Grade  8",586
"2017-2018",07,"RUSK COUNTY","Grade  9",608
"2017-2018",07,"RUSK COUNTY","Grade 10",572
"2017-2018",07,"RUSK COUNTY","Grade 11",566
"2017-2018",07,"RUSK COUNTY","Grade 12",572
"2017-2018",07,"SABINE COUNTY","Pre-kindergarten",69
"2017-2018",07,"SABINE COUNTY","Kindergarten",98
"2017-2018",07,"SABINE COUNTY","Grade  1",119
"2017-2018",07,"SABINE COUNTY","Grade  2",132
"2017-2018",07,"SABINE COUNTY","Grade  3",108
"2017-2018",07,"SABINE COUNTY","Grade  4",120
"2017-2018",07,"SABINE COUNTY","Grade  5",129
"2017-2018",07,"SABINE COUNTY","Grade  6",118
"2017-2018",07,"SABINE COUNTY","Grade  7",113
"2017-2018",07,"SABINE COUNTY","Grade  8",101
"2017-2018",07,"SABINE COUNTY","Grade  9",130
"2017-2018",07,"SABINE COUNTY","Grade 10",104
"2017-2018",07,"SABINE COUNTY","Grade 11",98
"2017-2018",07,"SABINE COUNTY","Grade 12",123
"2017-2018",07,"SAN AUGUSTINE COUNTY","Early Education",-9999999
"2017-2018",07,"SAN AUGUSTINE COUNTY","Pre-kindergarten",98
"2017-2018",07,"SAN AUGUSTINE COUNTY","Kindergarten",86
"2017-2018",07,"SAN AUGUSTINE COUNTY","Grade  1",75
"2017-2018",07,"SAN AUGUSTINE COUNTY","Grade  2",88
"2017-2018",07,"SAN AUGUSTINE COUNTY","Grade  3",86
"2017-2018",07,"SAN AUGUSTINE COUNTY","Grade  4",70
"2017-2018",07,"SAN AUGUSTINE COUNTY","Grade  5",95
"2017-2018",07,"SAN AUGUSTINE COUNTY","Grade  6",91
"2017-2018",07,"SAN AUGUSTINE COUNTY","Grade  7",88
"2017-2018",07,"SAN AUGUSTINE COUNTY","Grade  8",65
"2017-2018",07,"SAN AUGUSTINE COUNTY","Grade  9",81
"2017-2018",07,"SAN AUGUSTINE COUNTY","Grade 10",99
"2017-2018",07,"SAN AUGUSTINE COUNTY","Grade 11",81
"2017-2018",07,"SAN AUGUSTINE COUNTY","Grade 12",68
"2017-2018",06,"SAN JACINTO COUNTY","Early Education",-9999999
"2017-2018",06,"SAN JACINTO COUNTY","Pre-kindergarten",195
"2017-2018",06,"SAN JACINTO COUNTY","Kindergarten",230
"2017-2018",06,"SAN JACINTO COUNTY","Grade  1",249
"2017-2018",06,"SAN JACINTO COUNTY","Grade  2",234
"2017-2018",06,"SAN JACINTO COUNTY","Grade  3",277
"2017-2018",06,"SAN JACINTO COUNTY","Grade  4",295
"2017-2018",06,"SAN JACINTO COUNTY","Grade  5",271
"2017-2018",06,"SAN JACINTO COUNTY","Grade  6",239
"2017-2018",06,"SAN JACINTO COUNTY","Grade  7",264
"2017-2018",06,"SAN JACINTO COUNTY","Grade  8",245
"2017-2018",06,"SAN JACINTO COUNTY","Grade  9",280
"2017-2018",06,"SAN JACINTO COUNTY","Grade 10",261
"2017-2018",06,"SAN JACINTO COUNTY","Grade 11",269
"2017-2018",06,"SAN JACINTO COUNTY","Grade 12",237
"2017-2018",02,"SAN PATRICIO COUNTY","Early Education",34
"2017-2018",02,"SAN PATRICIO COUNTY","Pre-kindergarten",611
"2017-2018",02,"SAN PATRICIO COUNTY","Kindergarten",997
"2017-2018",02,"SAN PATRICIO COUNTY","Grade  1",1027
"2017-2018",02,"SAN PATRICIO COUNTY","Grade  2",1021
"2017-2018",02,"SAN PATRICIO COUNTY","Grade  3",1091
"2017-2018",02,"SAN PATRICIO COUNTY","Grade  4",1086
"2017-2018",02,"SAN PATRICIO COUNTY","Grade  5",1035
"2017-2018",02,"SAN PATRICIO COUNTY","Grade  6",1092
"2017-2018",02,"SAN PATRICIO COUNTY","Grade  7",1115
"2017-2018",02,"SAN PATRICIO COUNTY","Grade  8",1091
"2017-2018",02,"SAN PATRICIO COUNTY","Grade  9",1107
"2017-2018",02,"SAN PATRICIO COUNTY","Grade 10",1064
"2017-2018",02,"SAN PATRICIO COUNTY","Grade 11",990
"2017-2018",02,"SAN PATRICIO COUNTY","Grade 12",994
"2017-2018",15,"SAN SABA COUNTY","Early Education",-9999999
"2017-2018",15,"SAN SABA COUNTY","Pre-kindergarten",57
"2017-2018",15,"SAN SABA COUNTY","Kindergarten",79
"2017-2018",15,"SAN SABA COUNTY","Grade  1",78
"2017-2018",15,"SAN SABA COUNTY","Grade  2",51
"2017-2018",15,"SAN SABA COUNTY","Grade  3",74
"2017-2018",15,"SAN SABA COUNTY","Grade  4",65
"2017-2018",15,"SAN SABA COUNTY","Grade  5",92
"2017-2018",15,"SAN SABA COUNTY","Grade  6",64
"2017-2018",15,"SAN SABA COUNTY","Grade  7",68
"2017-2018",15,"SAN SABA COUNTY","Grade  8",74
"2017-2018",15,"SAN SABA COUNTY","Grade  9",72
"2017-2018",15,"SAN SABA COUNTY","Grade 10",73
"2017-2018",15,"SAN SABA COUNTY","Grade 11",79
"2017-2018",15,"SAN SABA COUNTY","Grade 12",52
"2017-2018",15,"SCHLEICHER COUNTY","Early Education",-9999999
"2017-2018",15,"SCHLEICHER COUNTY","Pre-kindergarten",40
"2017-2018",15,"SCHLEICHER COUNTY","Kindergarten",40
"2017-2018",15,"SCHLEICHER COUNTY","Grade  1",38
"2017-2018",15,"SCHLEICHER COUNTY","Grade  2",27
"2017-2018",15,"SCHLEICHER COUNTY","Grade  3",44
"2017-2018",15,"SCHLEICHER COUNTY","Grade  4",51
"2017-2018",15,"SCHLEICHER COUNTY","Grade  5",45
"2017-2018",15,"SCHLEICHER COUNTY","Grade  6",34
"2017-2018",15,"SCHLEICHER COUNTY","Grade  7",40
"2017-2018",15,"SCHLEICHER COUNTY","Grade  8",44
"2017-2018",15,"SCHLEICHER COUNTY","Grade  9",44
"2017-2018",15,"SCHLEICHER COUNTY","Grade 10",40
"2017-2018",15,"SCHLEICHER COUNTY","Grade 11",36
"2017-2018",15,"SCHLEICHER COUNTY","Grade 12",31
"2017-2018",14,"SCURRY COUNTY","Early Education",18
"2017-2018",14,"SCURRY COUNTY","Pre-kindergarten",111
"2017-2018",14,"SCURRY COUNTY","Kindergarten",250
"2017-2018",14,"SCURRY COUNTY","Grade  1",249
"2017-2018",14,"SCURRY COUNTY","Grade  2",255
"2017-2018",14,"SCURRY COUNTY","Grade  3",245
"2017-2018",14,"SCURRY COUNTY","Grade  4",234
"2017-2018",14,"SCURRY COUNTY","Grade  5",224
"2017-2018",14,"SCURRY COUNTY","Grade  6",248
"2017-2018",14,"SCURRY COUNTY","Grade  7",237
"2017-2018",14,"SCURRY COUNTY","Grade  8",267
"2017-2018",14,"SCURRY COUNTY","Grade  9",238
"2017-2018",14,"SCURRY COUNTY","Grade 10",201
"2017-2018",14,"SCURRY COUNTY","Grade 11",224
"2017-2018",14,"SCURRY COUNTY","Grade 12",208
"2017-2018",14,"SHACKELFORD COUNTY","Early Education",6
"2017-2018",14,"SHACKELFORD COUNTY","Pre-kindergarten",35
"2017-2018",14,"SHACKELFORD COUNTY","Kindergarten",54
"2017-2018",14,"SHACKELFORD COUNTY","Grade  1",42
"2017-2018",14,"SHACKELFORD COUNTY","Grade  2",38
"2017-2018",14,"SHACKELFORD COUNTY","Grade  3",43
"2017-2018",14,"SHACKELFORD COUNTY","Grade  4",41
"2017-2018",14,"SHACKELFORD COUNTY","Grade  5",44
"2017-2018",14,"SHACKELFORD COUNTY","Grade  6",51
"2017-2018",14,"SHACKELFORD COUNTY","Grade  7",42
"2017-2018",14,"SHACKELFORD COUNTY","Grade  8",47
"2017-2018",14,"SHACKELFORD COUNTY","Grade  9",42
"2017-2018",14,"SHACKELFORD COUNTY","Grade 10",55
"2017-2018",14,"SHACKELFORD COUNTY","Grade 11",38
"2017-2018",14,"SHACKELFORD COUNTY","Grade 12",59
"2017-2018",07,"SHELBY COUNTY","Early Education",15
"2017-2018",07,"SHELBY COUNTY","Pre-kindergarten",395
"2017-2018",07,"SHELBY COUNTY","Kindergarten",341
"2017-2018",07,"SHELBY COUNTY","Grade  1",388
"2017-2018",07,"SHELBY COUNTY","Grade  2",390
"2017-2018",07,"SHELBY COUNTY","Grade  3",430
"2017-2018",07,"SHELBY COUNTY","Grade  4",392
"2017-2018",07,"SHELBY COUNTY","Grade  5",429
"2017-2018",07,"SHELBY COUNTY","Grade  6",389
"2017-2018",07,"SHELBY COUNTY","Grade  7",393
"2017-2018",07,"SHELBY COUNTY","Grade  8",391
"2017-2018",07,"SHELBY COUNTY","Grade  9",406
"2017-2018",07,"SHELBY COUNTY","Grade 10",389
"2017-2018",07,"SHELBY COUNTY","Grade 11",364
"2017-2018",07,"SHELBY COUNTY","Grade 12",357
"2017-2018",16,"SHERMAN COUNTY","Pre-kindergarten",56
"2017-2018",16,"SHERMAN COUNTY","Kindergarten",64
"2017-2018",16,"SHERMAN COUNTY","Grade  1",60
"2017-2018",16,"SHERMAN COUNTY","Grade  2",72
"2017-2018",16,"SHERMAN COUNTY","Grade  3",76
"2017-2018",16,"SHERMAN COUNTY","Grade  4",58
"2017-2018",16,"SHERMAN COUNTY","Grade  5",60
"2017-2018",16,"SHERMAN COUNTY","Grade  6",52
"2017-2018",16,"SHERMAN COUNTY","Grade  7",51
"2017-2018",16,"SHERMAN COUNTY","Grade  8",51
"2017-2018",16,"SHERMAN COUNTY","Grade  9",48
"2017-2018",16,"SHERMAN COUNTY","Grade 10",33
"2017-2018",16,"SHERMAN COUNTY","Grade 11",50
"2017-2018",16,"SHERMAN COUNTY","Grade 12",51
"2017-2018",07,"SMITH COUNTY","Early Education",169
"2017-2018",07,"SMITH COUNTY","Pre-kindergarten",1246
"2017-2018",07,"SMITH COUNTY","Kindergarten",2723
"2017-2018",07,"SMITH COUNTY","Grade  1",2880
"2017-2018",07,"SMITH COUNTY","Grade  2",2886
"2017-2018",07,"SMITH COUNTY","Grade  3",2914
"2017-2018",07,"SMITH COUNTY","Grade  4",2973
"2017-2018",07,"SMITH COUNTY","Grade  5",3039
"2017-2018",07,"SMITH COUNTY","Grade  6",2945
"2017-2018",07,"SMITH COUNTY","Grade  7",2952
"2017-2018",07,"SMITH COUNTY","Grade  8",2922
"2017-2018",07,"SMITH COUNTY","Grade  9",3032
"2017-2018",07,"SMITH COUNTY","Grade 10",2819
"2017-2018",07,"SMITH COUNTY","Grade 11",2615
"2017-2018",07,"SMITH COUNTY","Grade 12",2349
"2017-2018",11,"SOMERVELL COUNTY","Early Education",-9999999
"2017-2018",11,"SOMERVELL COUNTY","Pre-kindergarten",69
"2017-2018",11,"SOMERVELL COUNTY","Kindergarten",128
"2017-2018",11,"SOMERVELL COUNTY","Grade  1",114
"2017-2018",11,"SOMERVELL COUNTY","Grade  2",135
"2017-2018",11,"SOMERVELL COUNTY","Grade  3",143
"2017-2018",11,"SOMERVELL COUNTY","Grade  4",144
"2017-2018",11,"SOMERVELL COUNTY","Grade  5",159
"2017-2018",11,"SOMERVELL COUNTY","Grade  6",143
"2017-2018",11,"SOMERVELL COUNTY","Grade  7",171
"2017-2018",11,"SOMERVELL COUNTY","Grade  8",147
"2017-2018",11,"SOMERVELL COUNTY","Grade  9",184
"2017-2018",11,"SOMERVELL COUNTY","Grade 10",158
"2017-2018",11,"SOMERVELL COUNTY","Grade 11",184
"2017-2018",11,"SOMERVELL COUNTY","Grade 12",160
"2017-2018",01,"STARR COUNTY","Early Education",49
"2017-2018",01,"STARR COUNTY","Pre-kindergarten",883
"2017-2018",01,"STARR COUNTY","Kindergarten",1083
"2017-2018",01,"STARR COUNTY","Grade  1",1213
"2017-2018",01,"STARR COUNTY","Grade  2",1302
"2017-2018",01,"STARR COUNTY","Grade  3",1239
"2017-2018",01,"STARR COUNTY","Grade  4",1213
"2017-2018",01,"STARR COUNTY","Grade  5",1267
"2017-2018",01,"STARR COUNTY","Grade  6",1279
"2017-2018",01,"STARR COUNTY","Grade  7",1291
"2017-2018",01,"STARR COUNTY","Grade  8",1214
"2017-2018",01,"STARR COUNTY","Grade  9",1500
"2017-2018",01,"STARR COUNTY","Grade 10",1197
"2017-2018",01,"STARR COUNTY","Grade 11",1178
"2017-2018",01,"STARR COUNTY","Grade 12",1171
"2017-2018",14,"STEPHENS COUNTY","Early Education",-9999999
"2017-2018",14,"STEPHENS COUNTY","Pre-kindergarten",72
"2017-2018",14,"STEPHENS COUNTY","Kindergarten",107
"2017-2018",14,"STEPHENS COUNTY","Grade  1",100
"2017-2018",14,"STEPHENS COUNTY","Grade  2",104
"2017-2018",14,"STEPHENS COUNTY","Grade  3",102
"2017-2018",14,"STEPHENS COUNTY","Grade  4",116
"2017-2018",14,"STEPHENS COUNTY","Grade  5",118
"2017-2018",14,"STEPHENS COUNTY","Grade  6",123
"2017-2018",14,"STEPHENS COUNTY","Grade  7",109
"2017-2018",14,"STEPHENS COUNTY","Grade  8",129
"2017-2018",14,"STEPHENS COUNTY","Grade  9",103
"2017-2018",14,"STEPHENS COUNTY","Grade 10",128
"2017-2018",14,"STEPHENS COUNTY","Grade 11",100
"2017-2018",14,"STEPHENS COUNTY","Grade 12",88
"2017-2018",15,"STERLING COUNTY","Early Education",-9999999
"2017-2018",15,"STERLING COUNTY","Kindergarten",15
"2017-2018",15,"STERLING COUNTY","Grade  1",12
"2017-2018",15,"STERLING COUNTY","Grade  2",25
"2017-2018",15,"STERLING COUNTY","Grade  3",35
"2017-2018",15,"STERLING COUNTY","Grade  4",21
"2017-2018",15,"STERLING COUNTY","Grade  5",26
"2017-2018",15,"STERLING COUNTY","Grade  6",30
"2017-2018",15,"STERLING COUNTY","Grade  7",26
"2017-2018",15,"STERLING COUNTY","Grade  8",21
"2017-2018",15,"STERLING COUNTY","Grade  9",26
"2017-2018",15,"STERLING COUNTY","Grade 10",20
"2017-2018",15,"STERLING COUNTY","Grade 11",25
"2017-2018",15,"STERLING COUNTY","Grade 12",23
"2017-2018",14,"STONEWALL COUNTY","Early Education",6
"2017-2018",14,"STONEWALL COUNTY","Pre-kindergarten",11
"2017-2018",14,"STONEWALL COUNTY","Kindergarten",15
"2017-2018",14,"STONEWALL COUNTY","Grade  1",14
"2017-2018",14,"STONEWALL COUNTY","Grade  2",14
"2017-2018",14,"STONEWALL COUNTY","Grade  3",10
"2017-2018",14,"STONEWALL COUNTY","Grade  4",15
"2017-2018",14,"STONEWALL COUNTY","Grade  5",19
"2017-2018",14,"STONEWALL COUNTY","Grade  6",21
"2017-2018",14,"STONEWALL COUNTY","Grade  7",15
"2017-2018",14,"STONEWALL COUNTY","Grade  8",19
"2017-2018",14,"STONEWALL COUNTY","Grade  9",22
"2017-2018",14,"STONEWALL COUNTY","Grade 10",18
"2017-2018",14,"STONEWALL COUNTY","Grade 11",16
"2017-2018",14,"STONEWALL COUNTY","Grade 12",12
