rowid,leaid,leaid_num,year,lea_name,fips,grade_edfacts,race,sex,lep,homeless,migrant,disability,econ_disadvantaged,foster_care,military_connected,read_test_num_valid,read_test_pct_prof_low,read_test_pct_prof_high,read_test_pct_prof_midpt,math_test_num_valid,math_test_pct_prof_low,math_test_pct_prof_high,math_test_pct_prof_midpt
12577,4800017,4800017,2010,MEDICAL CENTER CHARTER SCHOOL,48,99,99,99,99,99,99,99,99,99,99,43,90,100,95.0,43,90,100,95.0
12621,1700004,1700004,2009,Norris City-Omaha-Enfield CUSD 3,17,8,99,2,99,99,99,99,99,99,99,32,80,89,84.5,32,90,100,95.0
12637,1734230,1734230,2011,Robinson CUSD 2,17,8,99,1,99,99,99,99,99,99,99,58,80,89,84.5,57,90,100,95.0
12769,4808550,4808550,2009,ARANSAS COUNTY ISD,48,99,4,99,99,99,99,99,99,99,99,46,90,100,95.0,46,90,100,95.0
12781,3904407,3904407,2013,Grandview Heights City,39,5,99,1,99,99,99,99,99,99,99,37,90,100,95.0,36,90,100,95.0
12876,2717250,2717250,2009,LACRESCENT-HOKAH SCHOOL DISTRICT,27,3,99,1,99,99,99,99,99,99,99,43,90,100,95.0,43,90,100,95.0
13010,1918840,1918840,2010,MOC-Floyd Valley Comm School District,19,3,99,1,99,99,99,99,99,99,99,51,90,100,95.0,51,90,100,95.0
13204,2618540,2618540,2009,Homer Community Schools,26,3,99,1,99,99,99,99,99,99,99,41,80,89,84.5,41,90,100,95.0
13403,4840110,4840110,2010,SHINER ISD,48,6,99,99,99,99,99,99,99,99,99,43,90,100,95.0,43,90,100,95.0
13496,3406330,3406330,2010,HADDON HEIGHTS,34,6,99,2,99,99,99,99,99,99,99,34,80,89,84.5,34,90,100,95.0
13654,614760,614760,2013,Fullerton Joint Union High,6,9,4,99,99,99,99,99,99,99,99,765,90,90,90.0,767,95,95,95.0
13710,1708340,1708340,2010,Carbondale ESD 95,17,99,4,99,99,99,99,99,99,99,99,33,90,100,95.0,33,90,100,95.0
13712,3621180,3621180,2009,NORTH SALEM CENTRAL SCHOOL DISTRICT,36,99,1,99,99,99,99,99,99,99,99,662,90,90,90.0,661,95,95,95.0
13798,5100600,5100600,2009,CAMPBELL CO PBLC SCHS,51,9,3,99,99,99,99,99,99,99,99,8,50,100,75.0,31,90,100,95.0
13848,1709540,1709540,2010,Channahon SD 17,17,99,99,2,99,99,99,99,99,99,99,507,92,92,92.0,507,95,95,95.0
13949,2622320,2622320,2010,Madison School District (Lenawee),26,8,99,2,99,99,99,99,99,99,99,46,90,100,95.0,46,90,100,95.0
13966,3600161,3600161,2009,SOUTH BRONX CLASSICAL CHARTER SCHOOL,36,99,2,99,99,99,99,99,99,99,99,37,50,59,54.5,37,90,100,95.0
14303,509150,509150,2011,MAGAZINE SCHOOL DISTRICT,5,3,1,99,99,99,99,99,99,99,99,37,90,100,95.0,37,90,100,95.0
14508,2000001,2000001,2011,Southeast Of Saline,20,8,99,2,99,99,99,99,99,99,99,31,90,100,95.0,31,90,100,95.0
14623,400075,400075,2009,Young Scholars Academy Charter School Corp.,4,8,99,99,99,99,99,99,99,99,99,34,80,89,84.5,34,90,100,95.0
14638,4846320,4846320,2015,WODEN ISD,48,5,99,99,99,99,99,99,99,99,99,55,90,100,95.0,55,90,100,95.0
14754,1802190,1802190,2012,South Central Com School Corp,18,4,99,1,99,99,99,99,99,99,99,33,90,100,95.0,33,90,100,95.0
14777,4225650,4225650,2013,West Middlesex Area SD,42,6,99,1,99,99,99,99,99,99,99,37,70,79,74.5,37,90,100,95.0
14802,512180,512180,2009,SCRANTON SCHOOL DISTRICT,5,9,99,2,99,99,99,99,99,99,99,14,50,100,75.0,32,90,100,95.0
14912,4823070,4823070,2010,HICO ISD,48,8,1,99,99,99,99,99,99,99,99,39,90,100,95.0,39,90,100,95.0
14985,4900064,4900064,2011,RANCHES ACADEMY,49,5,1,99,99,99,99,99,99,99,99,42,90,100,95.0,42,90,100,95.0
15173,2505880,2505880,2009,Harvard,25,9,99,1,99,99,99,99,99,99,99,53,90,100,95.0,53,90,100,95.0
15263,3172570,3172570,2009,KIMBALL PUBLIC SCHOOLS,31,99,3,99,99,99,99,99,99,99,99,35,40,49,44.5,36,90,100,95.0
15309,3416230,3416230,2009,TOMS RIVER REGIONAL,34,5,4,99,99,99,99,99,99,99,99,52,80,89,84.5,52,90,100,95.0
15342,1733840,1733840,2010,River Grove SD 85-5,17,8,1,99,99,99,99,99,99,99,99,38,90,100,95.0,39,90,100,95.0
15448,801920,801920,2010,"Academy, School District No. 20, in the county of El Paso an",8,5,99,99,99,99,99,99,99,99,99,1689,94,94,94.0,1688,95,95,95.0
15456,3905019,3905019,2010,Liberty Local,39,5,1,99,99,99,99,99,99,99,99,50,80,89,84.5,50,90,100,95.0
15794,1720180,1720180,2009,Iroquois West CUSD 10,17,6,1,99,99,99,99,99,99,99,99,42,90,100,95.0,42,90,100,95.0
15878,4819740,4819740,2011,FRANKLIN ISD,48,5,99,2,99,99,99,99,99,99,99,40,90,100,95.0,40,90,100,95.0
16160,1722130,1722130,2009,Red Hill CUSD 10,17,3,99,2,99,99,99,99,99,99,99,35,80,89,84.5,35,90,100,95.0
16183,4674370,4674370,2011,Vermillion School District 13-1,46,8,99,1,99,99,99,99,99,99,99,49,90,100,95.0,49,90,100,95.0
16190,3904458,3904458,2011,Oakwood City,39,99,99,99,99,99,99,99,99,99,99,1169,98,98,98.0,1164,95,95,95.0
16220,3620430,3620430,2009,NEW LEBANON CENTRAL SCHOOL DISTRICT,36,9,99,99,99,99,99,99,99,99,99,43,90,100,95.0,43,90,100,95.0
16247,1302070,1302070,2010,Evans County,13,8,99,2,99,99,99,99,99,99,99,52,90,100,95.0,50,90,100,95.0
16267,3904556,3904556,2012,Newton Falls Exempted Village,39,9,99,1,99,99,99,99,99,99,99,42,80,89,84.5,42,90,100,95.0
16331,905130,905130,2017,WILTON SCHOOL DISTRICT,9,7,4,99,99,99,99,99,99,99,99,44,80,89,84.5,44,90,100,95.0
16520,1808970,1808970,2010,Plainfield Community Sch Corp,18,4,1,99,99,99,99,99,99,99,99,350,93,93,93.0,350,95,95,95.0
16623,3410290,3410290,2012,Milltown Borough Public Schools,34,5,99,1,99,99,99,99,99,99,99,32,70,79,74.5,32,90,100,95.0
16803,4821630,4821630,2010,GRAPELAND ISD,48,4,99,99,99,99,99,99,99,99,99,35,90,100,95.0,35,90,100,95.0
16814,3412240,3412240,2011,ORADELL,34,5,99,1,99,99,99,99,99,99,99,54,70,79,74.5,54,90,100,95.0
16904,3600141,3600141,2017,HARLEM VILLAGE ACADEMY LEADERSHIP CHARTER SCHOOL,36,99,99,2,99,99,99,99,99,99,99,34,90,100,95.0,34,90,100,95.0
16912,4809410,4809410,2015,BANQUETE ISD,48,3,99,99,99,99,99,99,1,99,99,60,90,100,95.0,60,90,100,95.0
16988,3600956,3600956,2009,BRONX ACADEMY OF PROMISE CHARTER SCHOOL,36,99,3,99,99,99,99,99,99,99,99,34,50,59,54.5,36,90,100,95.0
17197,3904820,3904820,2011,Anthony Wayne Local,39,9,99,99,99,99,99,99,99,99,99,386,97,97,97.0,386,95,95,95.0
17234,1732520,1732520,2011,Prairie Grove CSD 46,17,5,99,1,99,99,99,99,99,99,99,46,80,89,84.5,46,90,100,95.0
17267,2400150,2400150,2013,Calvert County Public Schools,24,9,3,99,99,99,99,99,99,99,99,44,90,100,95.0,44,90,100,95.0
17304,4019950,4019950,2011,MIDWEST CITY-DEL CITY,40,3,4,99,99,99,99,99,99,99,99,31,80,89,84.5,32,90,100,95.0
18065,1730750,1730750,2011,Paris-Union SD 95,17,7,99,99,99,99,99,99,1,99,99,59,70,79,74.5,59,90,100,95.0
18195,2510770,2510770,2013,Shrewsbury,25,9,99,99,99,99,99,99,99,99,99,404,97,97,97.0,404,95,95,95.0
18387,4828140,4828140,2012,LOOP ISD,48,99,1,99,99,99,99,99,99,99,99,38,90,100,95.0,38,90,100,95.0
18539,1810920,1810920,2015,School Town of Speedway,18,5,1,99,99,99,99,99,99,99,99,60,80,89,84.5,60,90,100,95.0
18640,3604290,3604290,2014,BEEKMANTOWN CENTRAL SCHOOL DISTRICT,36,9,99,2,99,99,99,99,99,99,99,50,90,100,95.0,51,90,100,95.0
18658,2801440,2801440,2012,ENTERPRISE SCHOOL DIST,28,7,99,2,99,99,99,99,99,99,99,43,70,79,74.5,43,90,100,95.0
18693,4842840,4842840,2013,TIMPSON ISD,48,99,3,99,99,99,99,99,99,99,99,47,70,79,74.5,41,90,100,95.0
18717,4800022,4800022,2013,RAUL YZAGUIRRE SCHOOL FOR SUCCESS,48,5,99,1,99,99,99,99,99,99,99,53,70,79,74.5,53,90,100,95.0
19142,1908940,1908940,2013,Denver Comm School District,19,9,1,99,99,99,99,99,99,99,99,42,90,100,95.0,42,90,100,95.0
19209,3613830,3613830,2009,HARTFORD CENTRAL SCHOOL DISTRICT,36,5,1,99,99,99,99,99,99,99,99,45,80,89,84.5,45,90,100,95.0
19336,3904934,3904934,2017,Kalida Local,39,3,1,99,99,99,99,99,99,99,99,55,80,89,84.5,55,90,100,95.0
19529,1910050,1910050,2016,Earlham Comm School District,19,7,99,99,99,99,99,99,99,99,99,53,70,79,74.5,53,90,100,95.0
19597,3416560,3416560,2013,UPPER FREEHOLD REGIONAL SCHOOL DISTRICT,34,3,99,2,99,99,99,99,99,99,99,58,90,100,95.0,58,90,100,95.0
19971,400747,400747,2015,Scottsdale Preparatory Academy,4,5,99,1,99,99,99,99,99,99,99,54,80,89,84.5,53,90,100,95.0
20015,4800074,4800074,2016,PINEYWOODS COMMUNITY ACADEMY,48,8,1,99,99,99,99,99,99,99,99,43,90,100,95.0,43,90,100,95.0
20125,2600184,2600184,2009,Oakland Academy,26,99,99,2,99,99,99,99,99,99,99,47,90,100,95.0,47,90,100,95.0
20165,5009060,5009060,2014,Weybridge School District,50,99,99,99,99,99,99,99,99,99,99,32,80,89,84.5,32,90,100,95.0
20168,4810710,4810710,2009,BOERNE ISD,48,4,99,99,99,99,99,1,99,99,99,33,80,89,84.5,33,90,100,95.0
20208,4203390,4203390,2013,Benton Area SD,42,6,99,2,99,99,99,99,99,99,99,34,80,89,84.5,34,90,100,95.0
20427,4845670,4845670,2009,WHITEWRIGHT ISD,48,6,1,99,99,99,99,99,99,99,99,50,90,100,95.0,50,90,100,95.0
20471,4808310,4808310,2009,ANGLETON ISD,48,8,99,99,99,99,99,99,99,99,99,469,97,97,97.0,472,95,95,95.0
20568,500020,500020,2011,MIDLAND SCHOOL DISTRICT,5,3,1,99,99,99,99,99,99,99,99,48,70,79,74.5,48,90,100,95.0
20753,1903060,1903060,2011,AGWSR Comm School District,19,5,99,99,99,99,99,99,99,99,99,39,70,79,74.5,39,90,100,95.0
20779,1728980,1728980,2010,Northbrook SD 28,17,99,99,99,99,99,99,99,99,99,99,1167,94,94,94.0,1170,95,95,95.0
20823,4826370,4826370,2013,LACKLAND ISD,48,99,7,99,99,99,99,99,99,99,99,49,80,89,84.5,45,90,100,95.0
20842,101800,101800,2010,Huntsville City,1,6,4,99,99,99,99,99,99,99,99,46,90,100,95.0,46,90,100,95.0
20886,3604370,3604370,2009,BELLEVILLE HENDERSON CENTRAL SCHOOL DISTRICT,36,3,1,99,99,99,99,99,99,99,99,33,80,89,84.5,33,90,100,95.0
20993,4814130,4814130,2011,CITY VIEW ISD,48,5,99,1,99,99,99,99,99,99,99,45,90,100,95.0,45,90,100,95.0
21012,3904976,3904976,2017,Botkins Local,39,5,99,1,99,99,99,99,99,99,99,33,80,89,84.5,33,90,100,95.0
21451,901710,901710,2016,GREENWICH SCHOOL DISTRICT,9,6,4,99,99,99,99,99,99,99,99,57,70,79,74.5,59,90,100,95.0
21488,4828500,4828500,2009,LUBBOCK ISD,48,7,4,99,99,99,99,99,99,99,99,51,90,100,95.0,51,90,100,95.0
21628,514040,514040,2012,WEST SIDE SCHOOL DISTRICT,5,3,1,99,99,99,99,99,99,99,99,39,80,89,84.5,39,90,100,95.0
21651,2621240,2621240,2010,Lawton Community School District,26,4,99,99,99,99,99,99,1,99,99,51,80,89,84.5,51,90,100,95.0
21683,4842690,4842690,2012,THREE RIVERS ISD,48,9,99,1,99,99,99,99,99,99,99,68,75,79,77.0,58,90,100,95.0
21790,3904407,3904407,2013,Grandview Heights City,39,3,99,1,99,99,99,99,99,99,99,40,90,100,95.0,40,90,100,95.0
21912,2007350,2007350,2010,Holcomb,20,6,99,1,99,99,99,99,99,99,99,45,90,100,95.0,44,90,100,95.0
22036,4800203,4800203,2009,A+ ACADEMY,48,5,99,2,99,99,99,99,99,99,99,49,80,89,84.5,49,90,100,95.0
22225,615840,615840,2012,Gravenstein Union Elem,6,4,99,2,99,99,99,99,99,99,99,32,90,100,95.0,32,90,100,95.0
22445,1732520,1732520,2010,Prairie Grove CSD 46,17,6,99,2,99,99,99,99,99,99,99,59,90,100,95.0,59,90,100,95.0
22446,4837650,4837650,2010,ROCKWALL ISD,48,99,5,99,99,99,99,99,99,99,99,58,90,100,95.0,58,90,100,95.0
22604,4827420,4827420,2016,LIBERTY HILL ISD,48,8,99,99,99,99,99,99,99,99,99,268,95,100,97.5,325,95,95,95.0
22656,4209570,4209570,2010,Fairview SD,42,6,99,2,99,99,99,99,99,99,99,53,80,89,84.5,53,90,100,95.0
22683,3401710,3401710,2012,Bethlehem Township Schools,34,4,99,99,99,99,99,99,99,99,99,50,80,89,84.5,50,90,100,95.0
22690,3406840,3406840,2011,HARRINGTON PARK,34,3,1,99,99,99,99,99,99,99,99,58,70,79,74.5,58,90,100,95.0
22776,904530,904530,2012,THOMPSON SCHOOL DISTRICT,9,3,99,2,99,99,99,99,99,99,99,44,60,69,64.5,44,90,100,95.0
22881,3600163,3600163,2015,INTERNATIONAL LEADERSHIP CHARTER SCHOOL,36,99,99,2,99,99,99,99,99,99,99,31,90,100,95.0,33,90,100,95.0
23081,3416170,3416170,2010,TEWKSBURY TOWNSHIP,34,7,99,1,99,99,99,99,99,99,99,42,80,89,84.5,42,90,100,95.0
23159,514020,514020,2012,WESTSIDE SCHOOL DISTRICT,5,9,99,1,99,99,99,99,99,99,99,15,50,100,75.0,40,90,100,95.0
23365,1807770,1807770,2011,North Gibson School Corp,18,5,99,99,99,99,99,99,1,99,99,57,70,79,74.5,57,90,100,95.0
23412,3904787,3904787,2014,Kirtland Local,39,6,99,2,99,99,99,99,99,99,99,33,90,100,95.0,33,90,100,95.0
23439,3904773,3904773,2013,South Central Local,39,4,99,99,99,99,99,99,99,99,99,57,90,100,95.0,57,90,100,95.0
23558,4809300,4809300,2012,BALLINGER ISD,48,5,1,99,99,99,99,99,99,99,99,32,90,100,95.0,32,90,100,95.0
23788,1800270,1800270,2013,Avon Community School Corp,18,9,7,99,99,99,99,99,99,99,99,50,80,89,84.5,50,90,100,95.0
23805,2604740,2604740,2009,Bendle Public Schools,26,4,99,1,99,99,99,99,99,99,99,51,70,79,74.5,51,90,100,95.0
24051,512090,512090,2012,SALEM SCHOOL DISTRICT,5,6,99,99,99,99,99,99,99,99,99,54,90,100,95.0,54,90,100,95.0
24136,4844580,4844580,2011,WARREN ISD,48,4,99,99,99,99,99,99,1,99,99,48,90,100,95.0,48,90,100,95.0
24148,5103480,5103480,2009,SCOTT CO PBLC SCHS,51,3,99,99,99,99,99,1,99,99,99,33,70,79,74.5,33,90,100,95.0
24216,2007500,2007500,2009,West Elk,20,8,99,99,99,99,99,99,99,99,99,32,90,100,95.0,32,90,100,95.0
24391,3905015,3905015,2011,Mathews Local,39,9,99,1,99,99,99,99,99,99,99,38,80,89,84.5,38,90,100,95.0
24416,4839960,4839960,2012,SHELBYVILLE ISD,48,3,1,99,99,99,99,99,99,99,99,36,90,100,95.0,36,90,100,95.0
24440,4828780,4828780,2010,MALAKOFF ISD,48,5,99,1,99,99,99,99,99,99,99,45,90,100,95.0,46,90,100,95.0
24535,1925980,1925980,2017,Sheldon Comm School District,19,6,1,99,99,99,99,99,99,99,99,53,80,89,84.5,52,90,100,95.0
24598,3175510,3175510,2013,PIERCE PUBLIC SCHOOLS,31,5,1,99,99,99,99,99,99,99,99,45,90,100,95.0,45,90,100,95.0
24617,4801429,4801429,2016,IMAGINE INTERNATIONAL ACADEMY OF NORTH TEXAS,48,3,4,99,99,99,99,99,99,99,99,55,90,100,95.0,54,90,100,95.0
24774,3626730,3626730,2009,SHERMAN CENTRAL SCHOOL DISTRICT,36,3,99,99,99,99,99,99,99,99,99,42,80,89,84.5,42,90,100,95.0
24777,2011550,2011550,2010,Sedgwick Public Schools,20,6,99,99,99,99,99,99,99,99,99,43,90,100,95.0,43,90,100,95.0
24817,1305070,1305070,2013,Towns County,13,7,99,99,99,99,99,99,1,99,99,51,90,100,95.0,51,90,100,95.0
25073,3600132,3600132,2012,ORACLE CHARTER SCHOOL,36,99,2,99,99,99,99,99,99,99,99,47,80,89,84.5,47,90,100,95.0
25085,1304800,1304800,2010,Taylor County,13,7,99,2,99,99,99,99,99,99,99,49,80,89,84.5,48,90,100,95.0
25220,1724940,1724940,2011,Mascoutah CUD 19,17,6,2,99,99,99,99,99,99,99,99,36,80,89,84.5,36,90,100,95.0
25316,3613470,3613470,2009,HAMMONDSPORT CENTRAL SCHOOL DISTRICT,36,3,1,99,99,99,99,99,99,99,99,32,80,89,84.5,32,90,100,95.0
25326,1927270,1927270,2009,Starmont Comm School District,19,9,1,99,99,99,99,99,99,99,99,53,80,89,84.5,53,90,100,95.0
25629,3613470,3613470,2011,HAMMONDSPORT CENTRAL SCHOOL DISTRICT,36,9,1,99,99,99,99,99,99,99,99,43,90,100,95.0,44,90,100,95.0
25733,3606990,3606990,2016,CHAPPAQUA CENTRAL SCHOOL DISTRICT,36,6,4,99,99,99,99,99,99,99,99,33,80,89,84.5,33,90,100,95.0
25749,3400750,3400750,2010,ALLENDALE,34,6,99,1,99,99,99,99,99,99,99,58,80,89,84.5,59,90,100,95.0
25919,1708550,1708550,2011,CUSD 300,17,8,7,99,99,99,99,99,99,99,99,42,90,100,95.0,42,90,100,95.0
26059,2604620,2604620,2010,Bellaire Public Schools,26,5,1,99,99,99,99,99,99,99,99,31,90,100,95.0,31,90,100,95.0
26352,2007110,2007110,2012,Herington,20,6,1,99,99,99,99,99,99,99,99,40,90,100,95.0,40,90,100,95.0
26364,1715630,1715630,2010,Fox Lake GSD 114,17,3,99,1,99,99,99,99,99,99,99,46,70,79,74.5,46,90,100,95.0
26453,3609660,3609660,2009,EAST HAMPTON UNION FREE SCHOOL DISTRICT,36,4,99,1,99,99,99,99,99,99,99,52,90,100,95.0,52,90,100,95.0
26539,905010,905010,2012,WESTON SCHOOL DISTRICT,9,99,3,99,99,99,99,99,99,99,99,36,90,100,95.0,36,90,100,95.0
26677,905130,905130,2010,WILTON SCHOOL DISTRICT,9,8,99,99,99,99,99,1,99,99,99,42,80,89,84.5,42,90,100,95.0
26722,4025230,4025230,2010,PURCELL,40,9,99,2,99,99,99,99,99,99,99,46,90,100,95.0,52,90,100,95.0
26799,903515,903515,2009,REGIONAL SCHOOL DISTRICT 06,9,9,99,2,99,99,99,99,99,99,99,55,90,100,95.0,54,90,100,95.0
26834,1302580,1302580,2013,Habersham County,13,5,99,99,99,99,99,99,1,99,99,330,97,97,97.0,330,95,95,95.0
26937,3406720,3406720,2016,Harding Township School District,34,3,1,99,99,99,99,99,99,99,99,32,90,100,95.0,32,90,100,95.0
26993,1723200,1723200,2010,Lisle CUSD 202,17,8,99,1,99,99,99,99,99,99,99,49,90,100,95.0,49,90,100,95.0
27098,4824960,4824960,2015,JOURDANTON ISD,48,8,1,99,99,99,99,99,99,99,99,48,90,100,95.0,48,90,100,95.0
27186,3407560,3407560,2011,HOWELL TOWNSHIP,34,4,4,99,99,99,99,99,99,99,99,34,70,79,74.5,34,90,100,95.0
27244,4800254,4800254,2016,WESTLAKE ACADEMY CHARTER SCHOOL,48,99,4,99,99,99,99,99,99,99,99,54,90,100,95.0,50,90,100,95.0
27284,4837470,4837470,2013,ROBY CISD,48,99,3,99,99,99,99,99,99,99,99,54,70,79,74.5,39,90,100,95.0
27440,2007590,2007590,2010,Humboldt,20,5,1,99,99,99,99,99,99,99,99,48,90,100,95.0,48,90,100,95.0
27540,1708790,1708790,2011,Cass SD 63,17,7,99,2,99,99,99,99,99,99,99,51,90,100,95.0,53,90,100,95.0
27558,4824810,4824810,2013,JOAQUIN ISD,48,3,99,99,99,99,99,99,99,99,99,56,80,89,84.5,56,90,100,95.0
27654,4827570,4827570,2013,LINDSAY ISD,48,9,99,99,99,99,99,99,99,99,99,80,85,89,87.0,33,90,100,95.0
27657,4820400,4820400,2010,GARRISON ISD,48,3,99,99,99,99,99,99,99,99,99,55,90,100,95.0,55,90,100,95.0
27746,1705610,1705610,2011,Belleville SD 118,17,99,4,99,99,99,99,99,99,99,99,35,90,100,95.0,37,90,100,95.0
27849,3418040,3418040,2012,Union County Vocational-Technical School District,34,9,99,99,99,99,99,99,1,99,99,45,90,100,95.0,45,90,100,95.0
28314,3700040,3700040,2010,CIS Academy,37,8,5,99,99,99,99,99,99,99,99,34,30,39,34.5,34,90,100,95.0
28394,4827540,4827540,2011,LINDEN-KILDARE CISD,48,3,99,1,99,99,99,99,99,99,99,32,90,100,95.0,32,90,100,95.0
28581,4830640,4830640,2013,MIDWAY ISD,48,4,4,99,99,99,99,99,99,99,99,32,90,100,95.0,32,90,100,95.0
28607,4800241,4800241,2015,HARMONY SCIENCE ACADEMY (AUSTIN),48,6,4,99,99,99,99,99,99,99,99,57,90,100,95.0,50,90,100,95.0
28664,3700043,3700043,2010,Exploris,37,6,99,2,99,99,99,99,99,99,99,31,90,100,95.0,31,90,100,95.0
28805,2003870,2003870,2011,Beloit,20,4,99,2,99,99,99,99,99,99,99,38,90,100,95.0,38,90,100,95.0
28843,3619020,3619020,2010,BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT,36,9,4,99,99,99,99,99,99,99,99,48,90,100,95.0,48,90,100,95.0
28887,400608,400608,2013,BASIS School  Inc.,4,5,99,2,99,99,99,99,99,99,99,59,90,100,95.0,59,90,100,95.0
28951,4205040,4205040,2013,Carlynton SD,42,4,99,2,99,99,99,99,99,99,99,56,80,89,84.5,56,90,100,95.0
29004,2200570,2200570,2011,East Carroll Parish,22,4,99,2,99,99,99,99,99,99,99,52,80,89,84.5,52,90,100,95.0
29071,1100048,1100048,2012,DC Preparatory Academy PCS,11,7,2,99,99,99,99,99,99,99,99,36,90,100,95.0,36,90,100,95.0
29127,3403600,3403600,2013,Cresskill Public School District,34,5,4,99,99,99,99,99,99,99,99,43,90,100,95.0,45,90,100,95.0
29210,3407410,3407410,2011,HOLMDEL TOWNSHIP,34,8,4,99,99,99,99,99,99,99,99,56,90,100,95.0,56,90,100,95.0
29254,4400510,4400510,2012,Jamestown,44,8,99,2,99,99,99,99,99,99,99,31,90,100,95.0,31,90,100,95.0
29627,502280,502280,2010,ALPENA SCHOOL DISTRICT,5,3,99,99,99,99,99,99,99,99,99,47,80,89,84.5,47,90,100,95.0
29837,3600166,3600166,2017,ACHIEVEMENT FIRST-BUSHWICK CHARTER SCHOOL,36,9,99,99,99,99,99,99,1,99,99,31,90,100,95.0,31,90,100,95.0
30039,1906660,1906660,2011,Center Point-Urbana Comm School District,19,9,99,1,99,99,99,99,99,99,99,55,80,89,84.5,55,90,100,95.0
30046,1718200,1718200,2011,Hardin County CUSD 1,17,3,99,99,99,99,99,99,99,99,99,39,80,89,84.5,39,90,100,95.0
30110,4820460,4820460,2016,GARY ISD,48,6,99,99,99,99,99,99,99,99,99,41,70,79,74.5,41,90,100,95.0
30193,4811010,4811010,2013,BOYD ISD,48,6,99,1,99,99,99,99,99,99,99,31,80,89,84.5,31,90,100,95.0
30218,3700045,3700045,2009,Magellan Charter,37,3,1,99,99,99,99,99,99,99,99,56,90,100,95.0,56,90,100,95.0
30244,1914850,1914850,2013,Iowa Valley Comm School District,19,5,1,99,99,99,99,99,99,99,99,31,80,89,84.5,31,90,100,95.0
30260,3171940,3171940,2009,HOLDREGE PUBLIC SCHOOLS,31,8,99,2,99,99,99,99,99,99,99,51,80,89,84.5,51,90,100,95.0
30515,3406120,3406120,2013,Green Brook Township Public Schools,34,7,4,99,99,99,99,99,99,99,99,32,90,100,95.0,32,90,100,95.0
30564,1739090,1739090,2009,Cumberland CUSD 77,17,7,99,2,99,99,99,99,99,99,99,43,80,89,84.5,43,90,100,95.0
30755,3904867,3904867,2009,Brookville Local,39,4,99,1,99,99,99,99,99,99,99,57,90,100,95.0,57,90,100,95.0
30768,3904707,3904707,2017,Pettisville Local,39,4,99,99,99,99,99,99,99,99,99,40,80,89,84.5,40,90,100,95.0
30805,4820550,4820550,2013,GEORGE WEST ISD,48,3,3,99,99,99,99,99,99,99,99,50,90,100,95.0,49,90,100,95.0
31076,3621900,3621900,2009,ORCHARD PARK CENTRAL SCHOOL DISTRICT,36,99,4,99,99,99,99,99,99,99,99,38,80,89,84.5,38,90,100,95.0
31129,3700112,3700112,2011,Union Academy Charter School,37,9,99,2,99,99,99,99,99,99,99,43,90,100,95.0,44,90,100,95.0
31257,4800258,4800258,2016,SCHOOL OF SCIENCE AND TECHNOLOGY,48,5,99,99,99,99,99,99,1,99,99,48,80,89,84.5,48,90,100,95.0
31551,4220430,4220430,2009,Riverview SD,42,4,99,1,99,99,99,99,99,99,99,47,80,89,84.5,47,90,100,95.0
31555,1740140,1740140,2010,Vandalia CUSD 203,17,7,99,2,99,99,99,99,99,99,99,59,80,89,84.5,59,90,100,95.0
31592,4824730,4824730,2009,JEFFERSON ISD,48,9,1,99,99,99,99,99,99,99,99,44,90,100,95.0,45,90,100,95.0
31657,2733450,2733450,2011,ST. CHARLES PUBLIC SCHOOL DISTRICT,27,3,99,1,99,99,99,99,99,99,99,48,80,89,84.5,48,90,100,95.0
31724,3904627,3904627,2013,Southeastern Local,39,9,1,99,99,99,99,99,99,99,99,49,90,100,95.0,49,90,100,95.0
31945,3904531,3904531,2014,Coldwater Exempted Village,39,7,99,2,99,99,99,99,99,99,99,48,80,89,84.5,48,90,100,95.0
31951,3900307,3900307,2016,Columbus Preparatory Academy,39,5,99,2,99,99,99,99,99,99,99,35,90,100,95.0,35,90,100,95.0
31998,1806080,1806080,2011,M S D Warren County,18,6,99,2,99,99,99,99,99,99,99,43,80,89,84.5,43,90,100,95.0
32016,3417760,3417760,2013,WESTFIELD PUBLIC SCHOOLS,34,6,1,99,99,99,99,99,99,99,99,471,88,88,88.0,474,95,95,95.0
32067,2011310,2011310,2010,Russell County,20,5,99,99,99,99,99,99,99,99,99,53,80,89,84.5,53,90,100,95.0
32072,3623070,3623070,2009,PINE VALLEY CENTRAL SCHOOL DISTRICT (SOUTH DAYTON),36,8,1,99,99,99,99,99,99,99,99,57,50,59,54.5,57,90,100,95.0
32398,5099960,5099960,2010,BARSTOW JOINT CONTRACT DISTRICT,50,8,1,99,99,99,99,99,99,99,99,39,90,100,95.0,39,90,100,95.0
32459,504410,504410,2009,CLINTON SCHOOL DISTRICT,5,6,99,2,99,99,99,99,99,99,99,32,90,100,95.0,32,90,100,95.0
33041,3600959,3600959,2014,NYC CHARTER HS - AECI,36,9,2,99,99,99,99,99,99,99,99,36,90,100,95.0,36,90,100,95.0
33158,1708010,1708010,2010,Byron CUSD 226,17,3,99,1,99,99,99,99,99,99,99,60,80,89,84.5,60,90,100,95.0
33311,2624960,2624960,2010,Napoleon Community Schools,26,3,99,2,99,99,99,99,99,99,99,50,90,100,95.0,50,90,100,95.0
33343,4836450,4836450,2013,RANDOLPH FIELD ISD,48,9,99,2,99,99,99,99,99,99,99,111,90,94,92.0,44,90,100,95.0
