rowid,leaid,leaid_num,year,lea_name,fips,grade_edfacts,race,sex,lep,homeless,migrant,disability,econ_disadvantaged,foster_care,military_connected,read_test_num_valid,read_test_pct_prof_low,read_test_pct_prof_high,read_test_pct_prof_midpt,math_test_num_valid,math_test_pct_prof_low,math_test_pct_prof_high,math_test_pct_prof_midpt
9321,3630630,3630630,2010,WEST GENESEE CENTRAL SCHOOL DISTRICT,36,9,99,99,99,99,99,99,99,99,99,400,99,100,99.5,401,99,100,99.5
13540,903660,903660,2009,REGIONAL SCHOOL DISTRICT 05,9,7,1,99,99,99,99,99,99,99,99,347,96,96,96.0,347,99,100,99.5
26249,903810,903810,2009,RIDGEFIELD SCHOOL DISTRICT,9,4,1,99,99,99,99,99,99,99,99,385,92,92,92.0,385,99,100,99.5
37219,1302220,1302220,2013,Forsyth County,13,5,1,99,99,99,99,99,99,99,99,2339,99,100,99.5,2342,99,100,99.5
52420,5101830,5101830,2009,HANOVER CO PBLC SCHS,51,3,99,2,99,99,99,99,99,99,99,623,93,93,93.0,625,99,100,99.5
65249,3616680,3616680,2011,LANCASTER CENTRAL SCHOOL DISTRICT,36,9,1,99,99,99,99,99,99,99,99,478,97,97,97.0,475,99,100,99.5
67222,3629520,3629520,2012,VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT,36,9,99,99,99,99,99,99,99,99,99,762,99,100,99.5,767,99,100,99.5
68778,4817760,4817760,2010,EANES ISD,48,3,1,99,99,99,99,99,99,99,99,429,99,100,99.5,431,99,100,99.5
83340,2006420,2006420,2011,Gardner Edgerton,20,7,1,99,99,99,99,99,99,99,99,313,99,100,99.5,314,99,100,99.5
90025,1719290,1719290,2009,Hinsdale CCSD 181,17,7,1,99,99,99,99,99,99,99,99,400,96,96,96.0,400,99,100,99.5
91706,4817760,4817760,2016,EANES ISD,48,8,99,99,99,99,99,99,99,99,99,642,99,100,99.5,944,99,100,99.5
98499,100210,100210,2011,Auburn City,1,99,4,99,99,99,99,99,99,99,99,334,93,93,93.0,344,99,100,99.5
5327,3600153,3600153,2016,NEW YORK CITY GEOGRAPHIC DISTRICT #22,36,9,4,99,99,99,99,99,99,99,99,563,96,96,96.0,563,98,98,98.0
7887,3609840,3609840,2009,EAST MEADOW UNION FREE SCHOOL DISTRICT,36,5,99,2,99,99,99,99,99,99,99,303,92,92,92.0,304,98,98,98.0
15171,2616470,2616470,2009,Grandville Public Schools,26,3,1,99,99,99,99,99,99,99,99,369,95,95,95.0,370,98,98,98.0
15322,4826470,4826470,2015,LAKE TRAVIS ISD,48,8,99,2,99,99,99,99,99,99,99,307,98,98,98.0,347,98,98,98.0
16715,4828380,4828380,2012,LOVEJOY ISD,48,9,99,2,99,99,99,99,99,99,99,412,99,100,99.5,564,98,98,98.0
21041,4821660,4821660,2010,GRAPEVINE-COLLEYVILLE ISD,48,3,1,99,99,99,99,99,99,99,99,597,98,98,98.0,598,98,98,98.0
25190,4820010,4820010,2011,FRISCO ISD,48,3,1,99,99,99,99,99,99,99,99,2069,99,100,99.5,2069,98,98,98.0
25521,4819650,4819650,2011,FORT BEND ISD,48,7,4,99,99,99,99,99,99,99,99,1145,97,97,97.0,1180,98,98,98.0
33232,2506840,2506840,2010,Lexington,25,9,1,99,99,99,99,99,99,99,99,301,98,98,98.0,304,98,98,98.0
33562,1302280,1302280,2011,Fulton County,13,6,4,99,99,99,99,99,99,99,99,726,99,100,99.5,733,98,98,98.0
38163,1301410,1301410,2012,Columbia County,13,5,1,99,99,99,99,99,99,99,99,1206,99,100,99.5,1206,98,98,98.0
38362,3611760,3611760,2009,GARDEN CITY UNION FREE SCHOOL DISTRICT,36,8,1,99,99,99,99,99,99,99,99,341,94,94,94.0,341,98,98,98.0
38410,3700093,3700093,2010,Thomas Jefferson Class Academy,37,99,1,99,99,99,99,99,99,99,99,533,93,93,93.0,533,98,98,98.0
42214,901560,901560,2010,FARMINGTON SCHOOL DISTRICT,9,8,99,99,99,99,99,99,99,99,99,343,95,95,95.0,345,98,98,98.0
45782,4838080,4838080,2013,ROUND ROCK ISD,48,9,4,99,99,99,99,99,99,99,99,855,94,94,94.0,461,98,98,98.0
52297,2006420,2006420,2011,Gardner Edgerton,20,5,99,99,99,99,99,99,99,99,99,388,95,95,95.0,386,98,98,98.0
52487,4826470,4826470,2013,LAKE TRAVIS ISD,48,5,1,99,99,99,99,99,99,99,99,496,99,100,99.5,472,98,98,98.0
65810,3627060,3627060,2014,SMITHTOWN CENTRAL SCHOOL DISTRICT,36,9,99,99,99,99,99,99,99,99,99,856,99,100,99.5,859,98,98,98.0
66190,3621270,3621270,2012,NORTHPORT-EAST NORTHPORT UNION FREE SCHOOL DISTRICT,36,9,99,99,99,99,99,99,99,99,99,537,98,98,98.0,540,98,98,98.0
66870,2630030,2630030,2009,Rockford Public Schools,26,4,99,99,99,99,99,99,99,99,99,560,94,94,94.0,560,98,98,98.0
70832,3700720,3700720,2011,Chapel Hill-Carrboro City Schools,37,9,1,99,99,99,99,99,99,99,99,462,99,100,99.5,430,98,98,98.0
78527,3175270,3175270,2009,PAPILLION-LA VISTA PUBLIC SCHS,31,6,99,99,99,99,99,99,99,99,99,694,79,79,79.0,692,98,98,98.0
84170,2200056,2200056,2010,A.E. Phillips Laboratory School,22,99,99,99,99,99,99,99,99,99,99,212,99,100,99.5,212,98,98,98.0
88218,2619830,2619830,2010,Jenison Public Schools,26,3,99,99,99,99,99,99,99,99,99,317,94,94,94.0,317,98,98,98.0
89123,4800209,4800209,2009,YES PREPARATORY PUBLIC SCHOOLS,48,8,99,99,99,99,99,99,1,99,99,434,99,100,99.5,434,98,98,98.0
90924,1301410,1301410,2013,Columbia County,13,5,1,99,99,99,99,99,99,99,99,1175,99,100,99.5,1175,98,98,98.0
91970,1738220,1738220,2011,Summit Hill SD 161,17,4,99,99,99,99,99,99,99,99,99,368,91,91,91.0,361,98,98,98.0
92425,4825170,4825170,2009,KATY ISD,48,99,4,99,99,99,99,99,99,99,99,3415,97,97,97.0,3447,98,98,98.0
93073,3170110,3170110,2009,ELKHORN PUBLIC SCHOOLS,31,5,1,99,99,99,99,99,99,99,99,378,82,82,82.0,378,98,98,98.0
93249,901050,901050,2010,DARIEN SCHOOL DISTRICT,9,8,1,99,99,99,99,99,99,99,99,362,97,97,97.0,362,98,98,98.0
374,4000771,4000771,2015,DOVE SCIENCE ACADEMY (CHARTER),40,99,99,99,99,99,99,99,1,99,99,242,90,94,92.0,250,95,100,97.5
675,3624630,3624630,2010,BLIND BROOK-RYE UNION FREE SCHOOL DISTRICT,36,9,1,99,99,99,99,99,99,99,99,88,95,100,97.5,88,95,100,97.5
709,3619500,3619500,2009,MINEOLA UNION FREE SCHOOL DISTRICT,36,7,99,1,99,99,99,99,99,99,99,107,85,89,87.0,107,95,100,97.5
866,3904539,3904539,2013,Granville Exempted Village,39,7,99,1,99,99,99,99,99,99,99,97,95,100,97.5,97,95,100,97.5
1096,3904825,3904825,2017,Jefferson Local,39,4,1,99,99,99,99,99,99,99,99,75,75,79,77.0,76,95,100,97.5
1454,3612390,3612390,2016,GOWANDA CENTRAL SCHOOL DISTRICT,36,9,1,99,99,99,99,99,99,99,99,62,95,100,97.5,64,95,100,97.5
1610,3412240,3412240,2011,ORADELL,34,5,99,99,99,99,99,99,99,99,99,129,80,84,82.0,129,95,100,97.5
1749,2600228,2600228,2010,Star International Academy,26,7,1,99,99,99,99,99,99,99,99,106,80,84,82.0,106,95,100,97.5
2154,3624780,3624780,2017,ROCKVILLE CENTRE UNION FREE SCHOOL DISTRICT,36,9,1,99,99,99,99,99,99,99,99,216,95,100,97.5,216,95,100,97.5
2166,3904587,3904587,2013,Jefferson Area Local,39,3,99,99,99,99,99,99,99,99,99,132,85,89,87.0,131,95,100,97.5
2176,4836660,4836660,2009,RED OAK ISD,48,5,1,99,99,99,99,99,99,99,99,232,90,94,92.0,233,95,100,97.5
2295,3904656,3904656,2014,Independence Local,39,4,1,99,99,99,99,99,99,99,99,70,95,100,97.5,70,95,100,97.5
2399,3614760,3614760,2014,HOOSICK FALLS CENTRAL SCHOOL DISTRICT,36,9,1,99,99,99,99,99,99,99,99,72,95,100,97.5,72,95,100,97.5
2525,3619950,3619950,2009,BEDFORD CENTRAL SCHOOL DISTRICT,36,5,1,99,99,99,99,99,99,99,99,227,90,94,92.0,227,95,100,97.5
2869,4812420,4812420,2016,CALALLEN ISD,48,8,3,99,99,99,99,99,99,99,99,185,85,89,87.0,187,95,100,97.5
2886,3904502,3904502,2012,Wellston City,39,3,99,99,99,99,99,99,99,99,99,126,90,94,92.0,126,95,100,97.5
3145,3904421,3904421,2012,Lebanon City,39,9,99,2,99,99,99,99,99,99,99,183,95,100,97.5,183,95,100,97.5
3179,4845630,4845630,2009,WHITESBORO ISD,48,5,1,99,99,99,99,99,99,99,99,92,95,100,97.5,92,95,100,97.5
3314,3704620,3704620,2011,Union County Public Schools,37,4,4,99,99,99,99,99,99,99,99,75,90,94,92.0,75,95,100,97.5
3758,3620040,3620040,2009,MOUNT SINAI UNION FREE SCHOOL DISTRICT,36,6,99,99,99,99,99,99,99,99,99,212,90,94,92.0,211,95,100,97.5
4054,1802490,1802490,2013,Crown Point Community Sch Corp,18,5,3,99,99,99,99,99,99,99,99,80,90,94,92.0,80,95,100,97.5
4425,3614400,3614400,2010,HIGHLAND CENTRAL SCHOOL DISTRICT,36,9,99,2,99,99,99,99,99,99,99,81,95,100,97.5,80,95,100,97.5
4443,1713770,1713770,2009,Comm Cons SD 59,17,3,4,99,99,99,99,99,99,99,99,91,85,89,87.0,95,95,100,97.5
4543,4801429,4801429,2012,IMAGINE INTERNATIONAL ACADEMY OF NORTH TEXAS,48,99,4,99,99,99,99,99,99,99,99,90,95,100,97.5,90,95,100,97.5
4601,4225590,4225590,2012,West Jefferson Hills SD,42,3,99,2,99,99,99,99,99,99,99,104,95,100,97.5,104,95,100,97.5
4727,2619140,2619140,2009,School District of the City of Inkster,26,4,2,99,99,99,99,99,99,99,99,176,90,94,92.0,175,95,100,97.5
4857,2700364,2700364,2015,EAGLE RIDGE ACADEMY CHARTER SCHOOL,27,99,4,99,99,99,99,99,99,99,99,115,90,94,92.0,113,95,100,97.5
5375,4835070,4835070,2011,PLAINVIEW ISD,48,4,99,2,99,99,99,99,99,99,99,214,85,89,87.0,215,95,100,97.5
5415,3618330,3618330,2010,FAYETTEVILLE-MANLIUS CENTRAL SCHOOL DISTRICT,36,8,99,2,99,99,99,99,99,99,99,155,90,94,92.0,157,95,100,97.5
5535,900540,900540,2011,BROOKFIELD SCHOOL DISTRICT,9,4,99,1,99,99,99,99,99,99,99,93,90,94,92.0,93,95,100,97.5
5590,3613620,3613620,2009,HARBORFIELDS CENTRAL SCHOOL DISTRICT,36,6,1,99,99,99,99,99,99,99,99,278,95,100,97.5,278,95,100,97.5
5591,3611550,3611550,2009,FREEPORT UNION FREE SCHOOL DISTRICT,36,3,3,99,99,99,99,99,99,99,99,279,70,74,72.0,281,95,100,97.5
5597,4004470,4004470,2014,BISHOP,40,99,99,1,99,99,99,99,99,99,99,103,85,89,87.0,103,95,100,97.5
5681,1733990,1733990,2011,Riverside SD 96,17,4,99,1,99,99,99,99,99,99,99,71,85,89,87.0,71,95,100,97.5
5867,3623220,3623220,2014,PLAINVIEW-OLD BETHPAGE CENTRAL SCHOOL DISTRICT,36,9,1,99,99,99,99,99,99,99,99,300,95,100,97.5,300,95,100,97.5
6036,3613080,3613080,2009,GUILDERLAND CENTRAL SCHOOL DISTRICT,36,4,99,2,99,99,99,99,99,99,99,198,85,89,87.0,198,95,100,97.5
6040,900270,900270,2011,BETHEL SCHOOL DISTRICT,9,7,99,2,99,99,99,99,99,99,99,110,95,100,97.5,110,95,100,97.5
6160,3301740,3301740,2010,Bedford School District,33,3,99,2,99,99,99,99,99,99,99,170,95,100,97.5,170,95,100,97.5
6180,3904660,3904660,2016,Solon City,39,6,99,99,99,99,99,99,99,99,99,375,91,91,91.0,271,95,100,97.5
6745,3416890,3416890,2010,WALL TOWNSHIP,34,3,1,99,99,99,99,99,99,99,99,245,75,79,77.0,242,95,100,97.5
6754,2006420,2006420,2011,Gardner Edgerton,20,7,99,99,99,99,99,99,1,99,99,128,95,100,97.5,128,95,100,97.5
7042,3628560,3628560,2009,SYOSSET CENTRAL SCHOOL DISTRICT,36,7,99,1,99,99,99,99,99,99,99,274,95,100,97.5,274,95,100,97.5
7331,100990,100990,2010,Cullman City,1,5,99,2,99,99,99,99,99,99,99,101,95,100,97.5,101,95,100,97.5
7851,3625920,3625920,2009,SAYVILLE UNION FREE SCHOOL DISTRICT,36,5,99,2,99,99,99,99,99,99,99,118,90,94,92.0,118,95,100,97.5
7945,3605460,3605460,2017,BRIGHTON CENTRAL SCHOOL DISTRICT,36,9,1,99,99,99,99,99,99,99,99,195,95,100,97.5,196,95,100,97.5
8020,1811700,1811700,2010,Union Township School Corp,18,5,99,2,99,99,99,99,99,99,99,64,90,94,92.0,64,95,100,97.5
8047,902550,902550,2012,MONROE SCHOOL DISTRICT,9,8,99,2,99,99,99,99,99,99,99,132,95,100,97.5,132,95,100,97.5
8323,4833010,4833010,2012,NORTH LAMAR ISD,48,8,99,1,99,99,99,99,99,99,99,109,95,100,97.5,81,95,100,97.5
8642,3612990,3612990,2011,SPRINGVILLE-GRIFFITH INSTITUTE CENTRAL SCHOOL DISTRICT,36,9,99,1,99,99,99,99,99,99,99,73,90,94,92.0,72,95,100,97.5
8650,902550,902550,2012,MONROE SCHOOL DISTRICT,9,3,1,99,99,99,99,99,99,99,99,225,85,89,87.0,225,95,100,97.5
8661,5103480,5103480,2016,SCOTT CO PBLC SCHS,51,6,1,99,99,99,99,99,99,99,99,251,90,94,92.0,253,95,100,97.5
8830,1716800,1716800,2011,Glen Ellyn SD 41,17,5,1,99,99,99,99,99,99,99,99,294,95,100,97.5,294,95,100,97.5
8837,2604950,2604950,2010,Benzie County Central Schools,26,4,99,99,99,99,99,99,99,99,99,128,90,94,92.0,129,95,100,97.5
9352,902970,902970,2009,NORTH BRANFORD SCHOOL DISTRIC,9,5,1,99,99,99,99,99,99,99,99,189,80,84,82.0,189,95,100,97.5
9679,3410200,3410200,2009,MILLBURN TOWNSHIP,34,9,99,1,99,99,99,99,99,99,99,189,95,100,97.5,189,95,100,97.5
10003,3905004,3905004,2010,Nordonia Hills City,39,9,1,99,99,99,99,99,99,99,99,273,95,100,97.5,273,95,100,97.5
10330,1741820,1741820,2011,Western Springs SD 101,17,7,99,1,99,99,99,99,99,99,99,93,95,100,97.5,93,95,100,97.5
10693,4834500,4834500,2010,PEASTER ISD,48,8,1,99,99,99,99,99,99,99,99,62,95,100,97.5,62,95,100,97.5
10975,4800254,4800254,2015,WESTLAKE ACADEMY CHARTER SCHOOL,48,6,99,99,99,99,99,99,99,99,99,66,95,100,97.5,66,95,100,97.5
11141,2503780,2503780,2012,Cohasset,25,9,1,99,99,99,99,99,99,99,99,75,95,100,97.5,75,95,100,97.5
11256,2510620,2510620,2015,Sharon,25,9,1,99,99,99,99,99,99,99,99,169,95,100,97.5,170,95,100,97.5
11556,3410650,3410650,2009,MONTVILLE TOWNSHIP,34,5,1,99,99,99,99,99,99,99,99,245,80,84,82.0,245,95,100,97.5
11734,2504290,2504290,2012,Dover-Sherborn,25,9,99,1,99,99,99,99,99,99,99,79,95,100,97.5,79,95,100,97.5
11736,1712540,1712540,2010,Downers Grove GSD 58,17,99,4,99,99,99,99,99,99,99,99,140,90,94,92.0,141,95,100,97.5
11823,1300440,1300440,2012,Bleckley County,13,5,99,2,99,99,99,99,99,99,99,78,95,100,97.5,78,95,100,97.5
11931,3904831,3904831,2014,Canfield Local,39,6,99,2,99,99,99,99,99,99,99,100,95,100,97.5,100,95,100,97.5
11954,803480,803480,2009,Durango School District No. 9-R,8,4,1,99,99,99,99,99,99,99,99,227,95,100,97.5,227,95,100,97.5
11974,3410650,3410650,2012,Montville Township School District,34,4,99,99,99,99,99,99,99,99,99,297,80,84,82.0,299,95,100,97.5
12374,4836000,4836000,2011,PROSPER ISD,48,4,1,99,99,99,99,99,99,99,99,256,95,100,97.5,255,95,100,97.5
12908,3103440,3103440,2016,BANCROFT-ROSALIE COMM SCHOOLS,31,99,1,99,99,99,99,99,99,99,99,100,60,64,62.0,100,95,100,97.5
13151,102220,102220,2010,Madison County,1,5,5,99,99,99,99,99,99,99,99,102,90,94,92.0,100,95,100,97.5
13344,3904528,3904528,2013,Chagrin Falls Exempted Village,39,6,1,99,99,99,99,99,99,99,99,156,95,100,97.5,156,95,100,97.5
13360,102790,102790,2010,Pike County,1,6,1,99,99,99,99,99,99,99,99,83,90,94,92.0,83,95,100,97.5
13366,3408790,3408790,2011,LITTLE SILVER BOROUGH,34,7,99,99,99,99,99,99,99,99,99,85,90,94,92.0,85,95,100,97.5
13526,4834230,4834230,2014,PANHANDLE ISD,48,99,99,2,99,99,99,99,99,99,99,191,95,100,97.5,156,95,100,97.5
13742,4808670,4808670,2010,ARGYLE ISD,48,5,99,99,99,99,99,99,99,99,99,140,95,100,97.5,141,95,100,97.5
13743,2500053,2500053,2015,Boston Collegiate Charter (District),25,9,99,99,99,99,99,99,99,99,99,79,95,100,97.5,77,95,100,97.5
13755,901470,901470,2010,ENFIELD SCHOOL DISTRICT,9,6,99,2,99,99,99,99,99,99,99,188,95,100,97.5,188,95,100,97.5
13816,3616260,3616260,2015,KINGS PARK CENTRAL SCHOOL DISTRICT,36,9,99,2,99,99,99,99,99,99,99,156,95,100,97.5,156,95,100,97.5
14116,3174430,3174430,2009,NORFOLK PUBLIC SCHOOLS,31,9,99,1,99,99,99,99,99,99,99,152,60,64,62.0,146,95,100,97.5
14189,4828380,4828380,2013,LOVEJOY ISD,48,6,99,2,99,99,99,99,99,99,99,143,95,100,97.5,127,95,100,97.5
14443,3621240,3621240,2014,NORTH TONAWANDA CITY SCHOOL DISTRICT,36,9,99,99,99,99,99,99,99,99,99,281,95,100,97.5,286,95,100,97.5
14957,901680,901680,2010,GRANBY SCHOOL DISTRICT,9,7,99,99,99,99,99,99,99,99,99,193,95,100,97.5,194,95,100,97.5
15056,4211400,4211400,2009,Hampton Township SD,42,3,1,99,99,99,99,99,99,99,99,201,90,94,92.0,201,95,100,97.5
15428,3904560,3904560,2012,Rossford Exempted Village,39,9,99,99,99,99,99,99,99,99,99,127,90,94,92.0,127,95,100,97.5
15520,5100390,5100390,2009,BLAND CO PBLC SCHS,51,4,1,99,99,99,99,99,99,99,99,61,80,84,82.0,61,95,100,97.5
15595,4841550,4841550,2016,STERLING CITY ISD,48,99,1,99,99,99,99,99,99,99,99,96,90,94,92.0,93,95,100,97.5
15653,1728700,1728700,2010,North Boone CUSD 200,17,4,99,2,99,99,99,99,99,99,99,80,85,89,87.0,80,95,100,97.5
15727,901230,901230,2012,EAST HAMPTON SCHOOL DISTRICT,9,6,99,2,99,99,99,99,99,99,99,74,85,89,87.0,74,95,100,97.5
15786,3410200,3410200,2012,Millburn Township Schools,34,9,4,99,99,99,99,99,99,99,99,74,95,100,97.5,73,95,100,97.5
15828,3904514,3904514,2012,Wyoming City,39,4,1,99,99,99,99,99,99,99,99,116,95,100,97.5,117,95,100,97.5
15890,4820010,4820010,2016,FRISCO ISD,48,8,7,99,99,99,99,99,99,99,99,137,95,100,97.5,137,95,100,97.5
15916,3904594,3904594,2011,Minster Local,39,99,99,2,99,99,99,99,99,99,99,237,95,100,97.5,236,95,100,97.5
16038,4812390,4812390,2016,CADDO MILLS ISD,48,3,99,99,99,99,99,99,99,99,99,126,90,94,92.0,126,95,100,97.5
16628,1707320,1707320,2010,Brookfield Lagrange Park SD 95,17,8,99,2,99,99,99,99,99,99,99,62,95,100,97.5,62,95,100,97.5
16663,1727390,1727390,2011,Mt Zion CUSD 3,17,4,1,99,99,99,99,99,99,99,99,205,80,84,82.0,205,95,100,97.5
16791,2636300,2636300,2009,Whitehall District Schools,26,4,1,99,99,99,99,99,99,99,99,143,90,94,92.0,141,95,100,97.5
17061,400829,400829,2012,BASIS School  Inc.,4,5,1,99,99,99,99,99,99,99,99,83,95,100,97.5,83,95,100,97.5
17597,4832160,4832160,2016,NAVARRO ISD,48,8,99,2,99,99,99,99,99,99,99,73,95,100,97.5,73,95,100,97.5
17718,1732040,1732040,2011,Pleasantdale SD 107,17,6,99,99,99,99,99,99,99,99,99,84,95,100,97.5,85,95,100,97.5
18155,3105550,3105550,2012,CREIGHTON COMMUNITY PUBLIC SCHOOLS,31,99,99,99,99,99,99,99,99,99,99,187,95,100,97.5,187,95,100,97.5
18360,4841350,4841350,2016,STAFFORD MSD,48,5,99,1,99,99,99,99,99,99,99,124,75,79,77.0,124,95,100,97.5
18923,901800,901800,2009,GUILFORD SCHOOL DISTRICT,9,9,99,2,99,99,99,99,99,99,99,151,95,100,97.5,151,95,100,97.5
19423,3910001,3910001,2011,Van Buren Local,39,8,1,99,99,99,99,99,99,99,99,65,85,89,87.0,65,95,100,97.5
19469,902220,902220,2011,LITCHFIELD SCHOOL DISTRICT,9,3,1,99,99,99,99,99,99,99,99,75,80,84,82.0,75,95,100,97.5
19591,1809630,1809630,2010,Rochester Community Sch Corp,18,3,99,1,99,99,99,99,99,99,99,67,90,94,92.0,67,95,100,97.5
19651,1808100,1808100,2013,North West Hendricks Schools,18,6,99,2,99,99,99,99,99,99,99,66,95,100,97.5,66,95,100,97.5
19700,2609150,2609150,2010,Chesaning Union Schools,26,6,1,99,99,99,99,99,99,99,99,125,90,94,92.0,125,95,100,97.5
19906,3401650,3401650,2010,BERNARDS TOWNSHIP,34,3,99,1,99,99,99,99,99,99,99,207,85,89,87.0,208,95,100,97.5
20059,3904812,3904812,2011,Avon Lake City,39,8,99,2,99,99,99,99,99,99,99,143,95,100,97.5,143,95,100,97.5
20090,1734350,1734350,2009,Rock Falls ESD 13,17,5,99,99,99,99,99,99,99,99,99,91,85,89,87.0,91,95,100,97.5
20159,4818480,4818480,2013,ELYSIAN FIELDS ISD,48,5,99,99,99,99,99,99,99,99,99,76,95,100,97.5,76,95,100,97.5
20186,3411310,3411310,2011,NEW PROVIDENCE,34,6,99,2,99,99,99,99,99,99,99,99,85,89,87.0,99,95,100,97.5
20327,3603420,3603420,2011,ATTICA CENTRAL SCHOOL DISTRICT,36,9,99,99,99,99,99,99,99,99,99,125,95,100,97.5,125,95,100,97.5
20806,2608940,2608940,2010,Chelsea School District,26,3,99,99,99,99,99,99,99,99,99,160,85,89,87.0,161,95,100,97.5
21234,1305250,1305250,2013,Union County,13,6,99,99,99,99,99,99,99,99,99,204,95,100,97.5,204,95,100,97.5
21511,1733810,1733810,2011,River Forest SD 90,17,7,99,2,99,99,99,99,99,99,99,64,95,100,97.5,64,95,100,97.5
21524,1727990,1727990,2009,New Berlin CUSD 16,17,3,99,99,99,99,99,99,99,99,99,66,85,89,87.0,66,95,100,97.5
21580,5104150,5104150,2009,YORK CO PBLC SCHS,51,3,4,99,99,99,99,99,99,99,99,70,90,94,92.0,71,95,100,97.5
21649,1812870,1812870,2010,West Lafayette Com School Corp,18,5,99,2,99,99,99,99,99,99,99,73,95,100,97.5,77,95,100,97.5
21698,3609120,3609120,2009,DOBBS FERRY UNION FREE SCHOOL DISTRICT,36,4,99,99,99,99,99,99,99,99,99,112,90,94,92.0,111,95,100,97.5
21794,3609990,3609990,2009,EAST SYRACUSE-MINOA CENTRAL SCHOOL DISTRICT,36,3,99,1,99,99,99,99,99,99,99,141,65,69,67.0,141,95,100,97.5
21795,1726310,1726310,2010,Minooka CCSD 201,17,6,99,2,99,99,99,99,99,99,99,223,95,100,97.5,223,95,100,97.5
21947,2503870,2503870,2009,Concord-Carlisle,25,9,1,99,99,99,99,99,99,99,99,267,95,100,97.5,270,95,100,97.5
21999,400843,400843,2013,BASIS School  Inc,4,99,99,2,99,99,99,99,99,99,99,288,95,100,97.5,288,95,100,97.5
22163,1000015,1000015,2010,Newark Charter School,10,4,99,99,99,99,99,99,99,99,99,160,85,89,87.0,160,95,100,97.5
22325,4222600,4222600,2012,Springfield SD,42,8,99,2,99,99,99,99,99,99,99,163,90,94,92.0,163,95,100,97.5
22411,101050,101050,2011,Dale County,1,5,1,99,99,99,99,99,99,99,99,216,90,94,92.0,216,95,100,97.5
22504,1710740,1710740,2009,Columbia CUSD 4,17,8,99,1,99,99,99,99,99,99,99,74,90,94,92.0,74,95,100,97.5
22687,3629670,3629670,2009,VOORHEESVILLE CENTRAL SCHOOL DISTRICT,36,3,1,99,99,99,99,99,99,99,99,91,75,79,77.0,91,95,100,97.5
22799,900690,900690,2010,CANTON SCHOOL DISTRICT,9,4,99,1,99,99,99,99,99,99,99,62,90,94,92.0,63,95,100,97.5
22922,905370,905370,2009,WOODSTOCK SCHOOL DISTRICT,9,3,1,99,99,99,99,99,99,99,99,98,85,89,87.0,98,95,100,97.5
23142,3416110,3416110,2013,TENAFLY PUBLIC SCHOOLS,34,9,4,99,99,99,99,99,99,99,99,86,95,100,97.5,86,95,100,97.5
23148,1300390,1300390,2013,Berrien County,13,4,1,99,99,99,99,99,99,99,99,180,95,100,97.5,180,95,100,97.5
23256,3613740,3613740,2015,HARRISON CENTRAL SCHOOL DISTRICT,36,9,1,99,99,99,99,99,99,99,99,193,95,100,97.5,193,95,100,97.5
23379,2200022,2200022,2011,LSU Laboratory School,22,7,99,99,99,99,99,99,99,99,99,108,95,100,97.5,108,95,100,97.5
23721,3904355,3904355,2011,Beachwood City,39,4,1,99,99,99,99,99,99,99,99,69,95,100,97.5,70,95,100,97.5
23776,3410720,3410720,2012,Morris County Vocational School District,34,9,99,99,99,99,99,99,99,99,99,170,95,100,97.5,170,95,100,97.5
24152,503640,503640,2012,BROOKLAND SCHOOL DISTRICT,5,4,99,2,99,99,99,99,99,99,99,74,95,100,97.5,74,95,100,97.5
24158,3401650,3401650,2012,Bernards Township Public Schools,34,4,1,99,99,99,99,99,99,99,99,291,90,94,92.0,291,95,100,97.5
24169,4207710,4207710,2011,Downingtown Area SD,42,4,4,99,99,99,99,99,99,99,99,111,95,100,97.5,111,95,100,97.5
24289,1729040,1729040,2011,Norwood ESD 63,17,99,1,99,99,99,99,99,99,99,99,268,85,89,87.0,262,95,100,97.5
24340,1923110,1923110,2015,Pleasant Valley Comm School District,19,99,4,99,99,99,99,99,99,99,99,242,90,94,92.0,242,95,100,97.5
24406,3174760,3174760,2009,OGALLALA PUBLIC SCHOOLS,31,7,1,99,99,99,99,99,99,99,99,67,70,74,72.0,66,95,100,97.5
24445,805490,805490,2009,"Manitou Springs, School District No. 14, in the county of El",8,3,1,99,99,99,99,99,99,99,99,74,95,100,97.5,74,95,100,97.5
24543,3415510,3415510,2012,SPARTA TOWNSHIP PUBLIC SCHOOLS,34,99,4,99,99,99,99,99,99,99,99,71,85,89,87.0,71,95,100,97.5
24753,1718510,1718510,2009,Havana CUSD 126,17,5,1,99,99,99,99,99,99,99,99,68,95,100,97.5,68,95,100,97.5
24897,3905021,3905021,2010,Maplewood Local,39,99,99,2,99,99,99,99,99,99,99,229,95,100,97.5,229,95,100,97.5
25691,3905007,3905007,2011,Twinsburg City,39,3,99,2,99,99,99,99,99,99,99,141,95,100,97.5,143,95,100,97.5
25836,3400052,3400052,2009,Classical Academy Charter,34,99,3,99,99,99,99,99,99,99,99,65,90,94,92.0,65,95,100,97.5
25905,3413410,3413410,2010,PRINCETON REGIONAL,34,7,1,99,99,99,99,99,99,99,99,152,85,89,87.0,152,95,100,97.5
26076,905130,905130,2012,WILTON SCHOOL DISTRICT,9,9,99,1,99,99,99,99,99,99,99,182,95,100,97.5,181,95,100,97.5
26127,4813290,4813290,2009,CELINA ISD,48,8,99,1,99,99,99,99,99,99,99,66,95,100,97.5,67,95,100,97.5
